L2_orth,L2_ipa,L2_gloss,L2_etym
aen,[ɛn],"a, an",
aeñ,[ɛ̃],"a, an",
blañ,,white,
chookamish,,"to look sheepish, guilty, or unsteady",
deu,,two,
dilo,[dɪlo],water,
fiizii,[fizi],gun,
garsoñ,[ɡarsɔ̃],boy,
haen,,one,
kaet,,four,
kiya,,you,
kutu,/kuto/,knife,
la,[la],the,
li,[lɪ],the,
lii,[li],the,
mañzhii,[mɑ̃ʒi],food,
meezoñ,[mɛzõ],house,
nwer,,black,
poutchine,,pudding,poutine
rosh,,rock,
ruzh,[ruʒ],red,
saenk,[sɛ̃k],five,
saley,,sun,
set,[sɛt],seven,
shyaeñ,[ʃjɛ̃],dog,
tawnshi,,hello,
trwaa,,three,
zaef,[zɛf],egg,
zhun,,yellow,
