L2_orth,L2_ipa,L2_gloss,L2_etym
αββερετ,,"brings, carries",
αναρ,,husband,
ας,,to (+ accusative),
αυτος,,self,
βέδυ,,water,
βεκος,,bread,*bʰéh₃g-os ~ *bʰéh₃g-es-
βρατερε,,brother,
βρειτ,,breaks,
δακετ,,"does, places",
δεως,,to the gods,
ε-,,"the augment, an inseparable prefix used to form the",
ειτου,,"to go, to become",
εσταες,,he/she/it stood (he/she/it completed the act of standing),
ζεμελως,,man,
κε,,and,
κιν,,whom?,
λαϝαγταει,,military leader,
ματαρ,,mother,
μιδασ,,Midas,
ονομαν,,name,
πατερης,,fathers,
