L2_orth,L2_ipa,L2_gloss,L2_etym
ᠨᡇᠷ,,lake,
ᠨᡇᡆᠷ,,lake,
ᠨᡇᡇ᠌ᠷ,,lake,
ᠨᡇᡇ᠍ᠷ,,lake,
ᠨᡇᡉᠷ,,lake,
ᠱᡅᠨᡓᡅᡕᠠᡊ,/ʃind͡ʒi̯aŋ/,Xinjiang (a region in northeastern China),
ᠴᡈᡉᠨ,,"left, east",
ᠴᡈᡉᠨ,,needle,
ᠴᡈᡉᠨ,,needle,
ᡆᡅ᠋ᠷᠠᡑ,,Oirat,
ᡆᡅ᠋ᠷᠠᡑ,,Oirat (person),
ᡆᡅ᠋ᠷᠠᡑ,,Oirats (people; tribe),
ᡇᠯᠠᡃᠨ,,red,
ᡇᠯᠠᡃᠨ,,red (colour),
ᡇᠰᡇᠨ,,water,
ᡇᡇ᠌ᠯᠠ,,mountain,
ᡋᠠᡃᡐᡇᠷ,,hero,
ᡋᡅ,,I (first-person singular pronoun),
ᡋᡅᡒᡅᡎ,,script,
ᡍᠠᠷᠠ,,black,
ᡍᠠᠷᠠ,,black (colour),
ᡍᠠᡋᡇᠷ,,spring (season),
ᡍᡆᠱᡇᡇ᠌ᡑ,,"(uncountable) Khoshuts (tribe), (countable) Khoshut",
ᡍᡆᡅ᠋ᡑ,,(uncountable) Khoits (tribe),
ᡍᡈᡍᡈ,,blue,
ᡍᡈᡍᡈ,,blue (colour),
ᡏᡆᡎᡆᡅ,,snake,
ᡐᡆᠷᡎᡇᡇ᠌ᡑ,,"(uncountable) Torguts (tribe), (countable) Torgut (person)",
ᡐᡈᡋᡈᡑ,,"Tibetan (person), ᡐᡈᡋᡈᡑᡍᡉᡉᠨ ― töböd küün ― a Tibetan",
ᡐᡈᡋᡈᡑ,,Tibet,
ᡑᡈᠷᡋᡈᡑ,,"(uncountable) Dörböts (tribe), (countable) Dörböt (person)",
ᡕᠠᡌᡆᠨ,,Japan,
