L2_orth,L2_ipa,L2_gloss,L2_etym
adi',,sibling ((younger) person who shares same parents),
anak,,"child (a female or male child, a daughter or son)",
angkap,,"attic (space, often unfinished and with sloped walls, directly below the roof)",
asang,,gills (of a fish),
atap,,roof (the cover at the top of a building),
atei,,(anatomy) liver (organ of the body),
barat,,west (compass point),
barat,,"west (towards the west), west (western), west (occidental)",
basing,,squirrel (rodent),
beloang,,door (portal of entry into a building or room),
beriu,,wind (movement of air),
biru,,blue (blue-colored),
biru,,blue (colour),
bue',,water,
darag,,red,
darag,,red-coloured,
dasar,,floor (lower part of a room),
de-,,one,
dekau',,one,
delaksa',,one million,
demeliun,,one billion,
dongor,,otter (mammal),
duo,,two,
embirud,,otter (mammal),
empat,,four,
esa’,,one,
irom,,black (absorbing all light),
irom,,black (colour),
kekoruk,,Anabas testudineus (a climbing perch),
kuning,,yellow (having yellow as its colour),
kuning,,yellow (colour),
laksa',,million,
limo,,five,
linug,,earthquake,
meliun,,billion,
mpu,,ten,
oa',,dog (animal),
odang,,shrimp (decapod crustacean),
odon,,stair (series of steps),
owa',,dog (animal),
pange',,(physiology) Urine (liquid excrement),
pegad,,(anatomy) Uvula (appendage that hangs from the palate),
pitu',,seven,
pote',,white (bright and colourless),
pote',,white (colour),
sepuu,,ten,
siam,,nine,
siar,,shrimp (decapod crustacean),
telu,,three,
uran,,rain (condensed water from a cloud),
wau',,eight,
