L2_orth,L2_ipa,L2_gloss,L2_etym
абазакӏ,,"thief, pickpocket, robber, brigand",
авазакӏ,,Alternative spelling of абазакӏ (abazaḳ),
айзесун,,"to stand up, to rise, to pick up",
атӏакӏ,,hell,
аьлаьм,,world,
бириндз,,rice,
гери,,captive,
гицӏ,,line,
гъандзил,,"ramsons, Allium ursinum",
гьайзесун,,Nij form of айзесун (ajzesun),
гьокоц,,"(ecclesiastical) a short prayer for the dead, гьокоц",
дампӏул,,plum,
дар,,chasm in a rock or cliff,
дардар,,"rock, resembling a wall, large waterfall",
даьрз,,a heap made of ten sheaves of wheat,
даьс,,lesson,
даьсаьраьн,,classroom,
джокӏ,,separate,
джокӏ-джокӏ,,"separately, severally",
дзах,,"left, left-hand",
дзах,,to the left,
жамгьар,,bell-ringer (in a church),
жамукӏал,,performer of a divine service,
заьраьзаьртаьр,,(Christianity) Palm Sunday,
заьртаьр,,"decoration; attire, dress",
зор,,force; violence,
ираьгьаьн,,(botany) basil,
кала,,"great, major, big, elder",
ката,,gata with berries,
килисаь,,"church, Synonym: ҝерҝецӏ (gʲergʲec̣)",
куркур,,"to cuddle, to caress",
къум,,sand,
къуш,,bird,
кӏавучӏ,,chalk,
кӏаракӏ,,butter,
кӏарк,,"rank, class, order",
кӏатӏар,,"a kind of headdress worn by women, similar to kokoshnik,",
кӏаьзаьр,,carrot,
кӏтӏакӏ,,"will, testament",
мамушӏакӏ,,violet (flower),
манҝаьл,,a billhook with a long handle for cutting thorny shrubs,
маран,,storeroom,
махатӏ,,packing needle,
маьшкаьтил,,bat (flying mammal),
моъгъ,,soot,
мух,,"Akin to Lak михь (mix̂)., Compare Old Armenian մագիլ",
мух,,"claw, nail",
мучӀур,,"clean, pure",
памбакӏ,,"cotton, absorbent cotton, cotton wool, wadding, batting",
пилиндж,,copper,
пӏатӏар,,"little, small",
пӏатӏар,,a little,
самит,,(Nij) dill,
танакӏ,,ink,
тошо,,(dated) grass snake[1],
тыртыр,,"caterpillar, tractor",
тӏатӏмер,,"midwife, witch",
тӏаьнтӏоьр,,purslane,
тӏерацу,,deacon,
тӏогъ,,line (in a text),
тӏол,,skin,
усен,,From Aghwan 𐕒𐕡𐕚𐔴𐕎 (usen); from Proto-Lezghian *sːän.,
усен,,year,
фи,,wine,
хач,,cross,
хе,,"From Aghwan 𐕀𐔴 (xe)., Akin to Chechen хи (χi).",
хе,,"water, хе тастӏун ― χe tasṭun ― to give to drink, хене",
ход,,tree,
цил,,seed[2],
цӏецӏ,,moth,
цӏил,,"glowing piece of coal, ember[2][1]",
цӏум,,"fast, fasting, пӏаъхъо гъи пӏаъхъо шу цӏум ефи, ахрах",
чап,,measure,
чаьр,,animal pestilence,
чаьрчаьраьз,,suffering,
чӏар,,oration,
чӏугъ,,"branch, bough",
шаматӏ,,week,
ҝаьраьмзаь,,grave; coffin,
ҝерҝецӏ,,"church, Synonym: килисаь (kilisä)",
ҝуьндаь,,round lump of dough,
