L2_orth,L2_ipa,L2_gloss,L2_etym
házi,,grape,
kke,,turtle,
kkáxe,,"crow, raven",
mą,,arrow,
mąhį́,,grass,
mį,,sun,
nį,,water,
nǫpá,,two,
ppa,,nose,
pásą,,pine,
waxˀó,,woman,
wažį́ka,,bird,
žǫapé,,leaf (of a tree or bush),
