L2_orth,L2_ipa,L2_gloss,L2_etym
assé,/asˈse/,(auxiliary) to be,
cantu,/ˈkan.tu/,"singing, chant",
cantà,/kanˈta/,"(transitive, intransitive) to sing",
canzona,,Alternative form of canzoni (“song”),
canzoni,/kanˈdzo.ni/,song,
forru,,oven,
isthaddu,/iɬˈɬad.du/,state (sovereign polity),
isthaddu,/iɬˈɬad.du/,past participle of assé,
milinzana,,"eggplant, aubergine",
Sassaresu,,Sassarese (lect related to Corsican and Sardinian),
Sassaresu,,from or relating to Sassari,
sthaddu,/ˈɬad.du/,Alternative form of isthaddu (“state”),
