L2_orth,L2_ipa,L2_gloss,L2_etym
a,,to have,
abitan,,farmer,
accepté,,to accept,
accouché,,to give birth,
accroupi,,"to crouch, kneel",
accusé,,to accuse,
acheté,,to buy,
allé,,to go,
Alman,,Germany,
alman,,German (person),
anfan,,child,
apprende,,to learn,
apòrte,,to bring,
arien,,nothing,
assiré,,to assure,
assite,,sit,
augmenté,,"to augment, increase",
babillé,,to scold,
baissé,,to lower,
bandonné,,to abandon,
barbu,,catfish,
batisé,,to baptize,
baton,,"stick, stalk, rod, pole, cane, walking stick",
beché,,to dig,
besoin,,to need,
billé,,to dress,
bimin,,to damage,
bimmé,,to damage,
bligé,,to oblige,
blié,,to forget,
bo,,to kiss,
boi,,to drink,
boité,,to limp,
bonjou,,hello,
bonswa,/bɔ̃.swa/,good evening,
bouché,,to plug,
boucou,,a lot,
bouilli,,to beg,
bourbé,,"to mire, be stuck in mud",
bourdon,,"bee, wasp",
bourlé,,to burn,
brulé,,to burn,
bwason,,"drink, beverage",
béglé,,to moo,
bésoin,,to need,
bété,,to annoy,
c'est,,to be,
caché,,to hide,
capabe,,"(auxiliary) can, to be able",
caressé,,to caress,
chagrin,,to be sorry,
changé,,to change,
chapé,,to escape,
cherché,,to search,
chéne,,oak,
commerce,,"business, commerce",
comporté,,to behave,
comprende,,"to comprehend, understand",
compté,,to count,
connin,,to know,
conseillé,,to advise,
consolé,,to console,
continié,,to continue,
continuin,,to continue,
contré,,to encounter,
corché,,to skin,
couché,,to sleep,
couvri,,to cover,
craqué,,"to break, give up",
crié,,"to shout, to cry",
croché,,to hook,
croi,,to believe,
croupion,,rump,
cré,,to create,
culbité,,to overturn,
descende,,to descend,
dign,,worthy,
dilo,,water,
dinin,,"to dine, to lunch",
dinin,,"dinner, lunch",
dis,,ten,
dis,,to tell,
dis,,to tell,
disparaite,,to disappear,
dit,,to tell,
diven,,wine,
dlo,,Alternative form of dolo,
doite,,to owe,
dolo,,Alternative form of dilo,
donne,,to give,
donnin,,to give,
dormi,,to sleep,
douté,,to doubt,
dressé,,to put up,
drogué,,to drug,
