L2_orth,L2_ipa,L2_gloss,L2_etym
angin,,wind (movement of air),
apuy,,fire (oxidation reaction),
asu,,dog (animal),
belas,,-teen (to form numbers 11 - 19),
binatang,,"animal (organism), animal (organism other than man)",
lawok,,sea,
mijah,,"table
Kukut mijah sina patoh.
That table leg is broken.",
tapis,,"a gold-embroidered woven fabric (usually worn by women),",
tapis,,"to cover (something or someone), to weave, to filter",
way,,water (clear liquid H₂O),
ñaʔ,,"I (personal pronoun), me (direct object of a verb),",
