L2_orth,L2_ipa,L2_gloss,L2_etym
acá,,Alternative spelling of aká,
acá,,Alternative spelling of aká,
aká,,"nose, face",
aká,,"(intransitive) have salt, be salted, (intransitive)",
aká,,huarache (a type of sandal),
aká,,(intransitive) become blunt,
aká,,"(intransitive) have salt, be salted, (intransitive)",
aká,,huarache (a type of sandal),
aká,,(intransitive) become blunt,
aká,,huarache (a type of sandal),
aká,,(intransitive) become blunt,
aká,,(intransitive) become blunt,
aná,,"otherwise, differently",
aná,,"wing, fin",
aná,,"wing, fin",
arimuri,,almude,
ba'wí,,water,
bacá,,Alternative spelling of baká,
baká,,reed,
bakí,,(intransitive) enter,
baquí,,Alternative spelling of bakí,
basoli,,pozole,
basori,,Alternative spelling of basoli,
cahuíchari,,Obsolete spelling of kawíchali,
cajé,,Alternative spelling of kajé,
carí,,Alternative spelling of kalí,
carihua,,Alternative spelling of kaliwa,
catá,,Obsolete spelling of katá,
chamalí,,deer,
chaꞌmélowa,,tongue,
chaꞌmérohua,,Obsolete spelling of chaꞌmélowa,
chaꞌmí,,(transitive) lick,
chibá,,goat,
chicuri,,Alternative spelling of chikuli,
chihuí,,turkey,
chiká,,a kind of ground squirrel (clarification of this definition,
chikuli,,mouse,
chiwí,,turkey,
chumalí,,deer,
churukí,,bird,
corimena,,Alternative spelling of kolimena,
cutá,,Obsolete spelling of kutá,
huichá,,Alternative spelling of wichá,
huirú,,Alternative spelling of wilú,
huitá,,Alternative spelling of witá,
huitá,,Alternative spelling of witá,
huiꞌyé,,Alternative spelling of wiꞌyé,
ichá,,"(transitive) plant, sow",
ichí,,maize plant,
imá,,liver,
kajé,,coffee,
kalí,,house,
kaliwa,,(intransitive) have a house,
karabina,,"rifle, firearm",
kasí,,(intransitive) break apart,
kasí,,"thigh, leg",
kasí,,"thigh, leg",
katá,,bow (weapon),
kawíchali,,pinecone,
kolimena,,honey,
kutá,,neck,
maleta,,rifle case,
matá,,metate (grinding stone),
mucú,,die,
neꞌogé,,"(intransitive) say bad things, (intransitive) be talkative",
ochí,,bone,
ocó,,hurt,
ocó,,pine tree,
ocó,,pine tree,
ojuí,,bear,
ónami,,doctor,
pasochi,,a kind of skunk (clarification of this definition is,
rajá,,(intransitive) burn,
ralá,,(transitive) buy,
ralá,,foot,
ralá,,foot,
rapana,,(transitive) split,
rikuuri,,a kind of frog (clarification of this definition is,
riní,,mouth,
Riosi,,God,
ripuchí,,flea,
ripulá,,axe,
riwí,,uphill,
riwí,,(intransitive) appear,
riwí,,(intransitive) appear,
riwigachi,,in heaven,
rochí,,fish,
ropá,,belly,
ruchí,,bobcat (Lynx rufus),
saté,,sand,
sucuí,,ant,
sukí,,navel,
sulá,,heart,
tari,,seed,
tata,,father,
tolí,,chicken (clarification of this definition is needed),
torí,,Alternative spelling of tolí,
turio,,wheat,
ucú,,Alternative spelling of ukú,
ukú,,(intransitive) rain,
ulé,,ash tree (clarification of this definition is needed),
upí,,wife,
uré,,Alternative spelling of ulé,
wajó,,mosquito,
wasí,,tail,
wasí,,mother-in-law,
wasí,,mother-in-law,
wasoná,,duck,
wichá,,needle (clarification of this definition is needed),
wilú,,vulture (clarification of this definition is needed),
winomí,,money,
witá,,"excrement, feces",
witá,,(intransitive) defecate,
wiꞌyé,,"earth, clay",
ꞌyeta,,closed,
