L2_orth,L2_ipa,L2_gloss,L2_etym
А,,"The first letter of the Buryat alphabet, written in the Cyrillic script.",
абарга,,"huge, great, enormous, giant, colossal, gigantic",
агаар,/a.ɢaːr/,air,
Ази,/aː.zi/,Asia,
али,,or,
арсалан,,lion,
-б,/b/,"agglutinated after a vowel, forms a first-person singular",
бадма,,lotus,
Байгал,/bɛː.ɢal/,"Baikal (world’s largest freshwater lake by volume),",
барга,,crude,
барга,,"Barag (Buryat-Mongolian tribe), (⁓ хүн) Barag (person)",
барга,,"Barag (Buryat-Mongolian tribe), (⁓ хүн) Barag (person)",
би,/bi/,(first-person singular) I,
биир,,"Alternative form of биирэ (biire, “paintbrush”)",
биирэ,,paintbrush,
биологи,/bʲɔː.lɔː.ɡi/,biology,
булад,,steel,
буряад,/bʊ.rʲaːd/,"(attributive) Buryat, Buriat, буряад зон ― burjaad",
Буряад,/bʊ.rʲaːd/,"synonym of Буряад орон (Burjaad oron, “Buryatia”)",
Википеэди,/vi.kiˈpʲeː.di/,"Wikipedia, буряад Википеэди ― burjaad Vikipjeedi ―",Википе́дия
гэр,,"yurt, ger, house",
Доржо,/dɔr.ʒɔ/,"A male given name, Dorzho, from Classical Mongolian",
дурам,,binoculars,
дуу,,younger brother or sister,
дуулаха,/dʊː.la.χa/,"From Proto-Mongolic *dawu-la-, cognate with Mongolian",
дуулаха,/dʊː.la.χa/,to sing,
дуун,/dʊːn/,"voice; song, дуу дуулаха ― duu duulaxa ― to sing a",
Европо,/jev.rɔː.pɔ/,"Europe, Европын Холбоон ― Jevropyn Xolboon ― the European",
загаһан,/za.ɢa.han/,fish,
загаһашан,/za.ɢa.ħa.ʃan/,fisher,
залхуу,,lazy,
зон,,people (as a nation or an ethnic group),
зун,,summer,
зэд,,copper,
зүрхэн,,heart,
кинологи,,cynology,
либерал,/li.bʲe.raːl/,liberal,
луу,/lʊː/,"dragon, луу жэл ― luu žel ― year of the Dragon",
манжа,/man.ʒa/,"Manchu, манжа зон ― manža zon ― the Manchu people,",
махабад,,organism,
минии,/mi.niː/,(first-person singular possessive) my,
Монгол,/mɔŋ.ɢɔl/,"Mongolia (a country in northeastern Asia; capital: Ulaanbaatar)
Монгол орон ― Mongol oron ― Mongolia as region or country
Монгол улас ― Mongol ulas ― Mongolia as country or state
Монгол Улас ― Mongol Ulas ― Mongolia (official and full name of the state)",
морин,/mɔ.rin/,horse,
морихон,/mɔ.ri.χɔn/,"diminutive of морин (morin, “horse”)",
музей,/mʊ.zʲeːj/,a museum,
мүрэн,,river,
мөөгэ,,mushroom; fungus,
намар,,"autumn, fall",
ном,,book,
ойрад,/œ͡ɛ.rad/,"the Oirats (Mongolic people), дүрбэн ойрад ― dürben",
Ород,,Russia,
Орос,/ɔ.rɔs/,"Russia, Орос орон ― Oros oron ― Russia (as geological",
орос,/ɔ.rɔs/,"Synonym of ород (orod, “Russian”)",
официальна,/a.fiˈt͜saːlʲ.na/,"official, Synonym: албан ёһоной (alban johonoj)",
охихо,,to belch out,
пивэ,/piː.ve/,beer,
республика,/rʲes.pʊːb.li.ka/,"republic, Буряад Республика ― Burjaad Rjespublika ―",
Росси,/raˈsiː/,"Russia, Россиин Федераци (Rossiin Fjedjeraci, “the",
самса,,shirt,
