L2_orth,L2_ipa,L2_gloss,L2_etym
𑄃𑄘𑄢,,saw,
𑄃𑄭,,Chakma syllable ai,
𑄇𑄋𑄢,,crab,
𑄇𑄧,,pidgeon,
𑄇𑄧𑄙𑄖𑄢,,dictionary,
𑄇𑄧𑄙𑄗𑄪𑄛𑄴,,vocabulary,
𑄇𑄨𑄠𑄮𑄁,,Alternative form of 𑄦𑄨𑄠𑄧𑄁,
𑄇𑄭,,Chakma syllable kai,
𑄈𑄧𑄢𑄴𑄉𑄧𑄌𑄴,/hɔɾɡɔc/,"rabbit, hare",
𑄉,,body,
𑄉𑄧𑄋,,river,
𑄉𑄧𑄖𑄴,,music,
𑄉𑄧𑄙,,dam,
𑄉𑄧𑄢𑄴𑄝,,guest,
𑄊𑄧𑄢𑄴,,"home, house",
𑄌𑄖𑄴,,snail,
𑄌𑄘𑄨,,oil lamp,
𑄌𑄚𑄴,,moon,
𑄌𑄟𑄴,,skin,
𑄌𑄧𑄉𑄧𑄘,,squirrel,
𑄌𑄧𑄉𑄧𑄣,,shell,
𑄍𑄮𑄣𑄉𑄧𑄢𑄴,/solaɡɔɾ/,match,
𑄎𑄧𑄘,,shoe,
𑄏𑄧𑄢𑄴,,rain,
𑄒𑄉𑄪𑄢𑄴,,priest,
𑄒𑄙𑄢𑄴,,thunder,
𑄖𑄣,,lock,
𑄗𑄉,,temple patron,
𑄗𑄣𑄴,,plate,
𑄗𑄧𑄟𑄴,,pillar,
𑄗𑄧𑄢𑄴,,"layer, rank",
𑄘𑄧𑄉𑄚𑄴,,shop,
𑄛𑄚𑄨,,water,
𑄛𑄪𑄚𑄨,,comb,
𑄛𑄬𑄇𑄴,,bird,
𑄝𑄬𑄋𑄴,,frog,
𑄞𑄌𑄴,,language,
𑄞𑄌𑄴𑄟𑄖𑄴,,pronunciation,
𑄞𑄖𑄴,,rice,
𑄞𑄪𑄖𑄴,,ghost,
𑄟𑄌𑄴,,fish,
𑄟𑄪𑄎𑄴𑄏𑄬𑄁,,monk,
𑄢𑄖𑄴,,famine,
𑄢𑄧,,word,
𑄢𑄧𑄖𑄴,,strength,
𑄣𑄋𑄧𑄚𑄨,,"lover, girlfriend",
𑄣𑄋𑄳𑄡𑄴,,"lover, boyfriend",
𑄣𑄋𑄴,,love,
𑄣𑄪𑄢𑄨,,Mahayana monk,
𑄤𑄇𑄴,,wolf,
𑄥𑄟𑄪𑄇𑄴,,snail,
𑄥𑄧𑄁𑄥𑄧𑄞,,parliament,
𑄥𑄧𑄚,,gold,
𑄥𑄪𑄟𑄪𑄣𑄁,,wedding,
𑄦𑄌𑄴,,duck,
𑄦𑄖𑄴,,hand,
𑄦𑄝,,air,
𑄦𑄢𑄉,,attendant,
𑄦𑄧𑄙,,sentence,
𑄦𑄨𑄠𑄧𑄁,,temple (building),
𑄦𑄨𑄢𑄴𑄝𑄬,,affection,
𑄦𑄮𑄢𑄮𑄋,,carambola,
