L2_orth,L2_ipa,L2_gloss,L2_etym
bee,,"belly, stomach, uterus, womb, pregnancy, lineage, family",belly
bubu,,"jaguar, Panthera onca",
diingi,,"to drink, to take medicine (whether liquid or pills)",drink
Doisii,,"German, person of German ethnicity/nationality",
eisi,,"ice, eisi wataa : ice water",ijs
en,,and,and
faya,,"fire, light, electricity",fire
folow,,wife,
gaan,,"big, large",grand
he,,paca (large South and Central American rodent),
igi,,egg,egg
lobi,,to love (someone or something),love
lobi,,"love (emotion), love, beloved (person)",love
mama,,mother,
nenseki,,"dead relative of a newborn, who is reincarnated inside",namesake
swagi,,brother-in-law,
taa,,"other; another, taa dei ― another day, another (some",other
taa,,tar (black substance; pitch),tar
taa,,tar (black substance; pitch),tar
tanto,,aunt,
tifi,,tooth,tifi
uman,,"woman, female, wife",woman
wataa,,water,water
wowoyo,,"market, marketplace",
yapon,,robe (clothing),
ze,,"the sea, the ocean",
