L2_orth,L2_ipa,L2_gloss,L2_etym
agas,,medicine,
agew,,day,
agsapa,,morning,
alad,,gate,
ama,,father,
anak,,"child (a female or male child, a daughter or son)",
apo,,grandchild,
asawa,,spouse; husband; wife,
asin,,salt,
aso,,dog,
atep,,roof (the cover at the top of a building),
atey,,(anatomy) liver,
babai,,"woman, lalaki ya babai : man and woman",
bagang,,(anatomy) neck,
balitok,,gold,
banga,,clayen pot,
batin,,(anatomy) kidney,
bato,,rock; stone,
beey,,house,
bisil,,sand,
bitil,,famine,
bubuli,,fly (insect),
daga,,sea,
dagem,,wind,
dagom,,needle,
danan,,road; path,
danom,,"water
Benguet Kankana-ey blessing, quoted in the Saint Louis University Research Journal, volumes 31-32, page 61:
Ipeg-as ko pay nan danom.   :   I'll bless you with water.
Din nanlogian di am-in, Kankanaey translation of the Biblical book of Genesis, 1.6:
""Mawada di mangalsig sin danom ta maitken din danom sin liboo ed kayang sin danom ay wada sin daga.""
""Let there be a firmament in the midst of the waters, and let it divide the waters from the waters.""",
daya,,sky,
diket,/dikʌt/,"rice cake from the Philippines, typically wrapped in banana leaves",
dila,,(anatomy) tongue,
eweg,,snake,
gabgab,,grass,
gatas,,milk,
gitara,,guitar,
gumot,,(anatomy) finger,
guyabano,,soursop,
iko,,tail,
ina,,"mother (female (human) who parents a child, gives birth",
itlog,,egg,
kalugong,,hat,
kape,,coffee,
keweng,,(anatomy) ear,
kido,,thunder,
kimat,,lightning,
kiwet,,eel,
labi,,night,
laday,,(anatomy) penis,
lalaki,,man (male human),
lamok,,mosquito,
lamot,,root (of a plant),
langit,,sky; heaven,
langka,,jackfruit,
lati,,rust,
laya,,ginger,
lima,,five,
lumut,,moss (plants of the division Bryophyta),
manok,,chicken,
mata,,eye (organ),
nanang,,mother,
nasdem,,yesterday,
ngadan,,name,
nigay,,fish,
niyog,,coconut,
nuwang,,carabao,
padanga,,shoulder,
panga,,branch (of a tree),
patang,,(anatomy) jaw,
payak,,wing (of an animal),
pilay,,cripple,
piyek,,(anatomy) dimple,
pungan,,pillow,
puso,,(anatomy) heart,
sabsabong,,flower,
siki,,foot; leg,
siyam,,nine,
subil,,(anatomy) lip,
takkay,,(anatomy) hand,
talaw,,star,
tamil,,(anatomy) cheek,
tapok,,dust,
tatang,,father,
tawen,,year,
tikawa,,spider,
timba,,bucket,
tinapay,,bread,
tinidor,,fork,
titit,,bird,
tulbek,,key,
udan,,rain,
uling,,charcoal,
upa,,hen; female chicken,
