ID,Form,IPA,Gloss,Language_ID
0,A,/a/,"The first letter of the Indonesian alphabet, written in the Latin script.",0
1,a,/a/,"The first letter of the Indonesian alphabet, written in the Latin script.",0
2,a-,[a],"a- (not, without, opposite of)",0
3,a.d.,,Abbreviation of atas dasar.,0
4,a.l.,,Abbreviation of antara lain.,0
5,a.n.,,Abbreviation of atas nama.,0
6,a.p.,,Abbreviation of atas perintah.,0
7,a.s.,,Abbreviation of alaihi salam.,0
8,aanwijzing,/an.wɛi.zɪŋ/,(government) process tender which specifications are,0
9,aba,,A human male who begets a child; father,0
10,abab,[ˈabap̚],"bad breath, (dialect) exhale",0
11,abad,/a.bat̚/,"(literally) Century, a period of 100 consecutive years.,",0
12,abadi,[ˈabad̪i],"immortal, undying, eternal, Synonyms: abid, ajek, awet,",0
13,abadiah,[abaˈd̪iah],"immortality, eternity, Synonyms: keabadian, kekekalan",0
14,abadiat,[abaˈd̪iat̪̚],"(nonstandard) Alternative spelling of abadiah (“immortality, eternity”)",0
15,abaimana,,"(obsolete) genitalia, (archaic) anus",0
16,abaka,,abaca plant,0
17,abakus,[ˈaba.kʊs],"abacus (a calculating frame), Synonyms: dekak-dekak,",0
18,abang,,"(literally or figuratively, chiefly Sumatra, West Kalimantan",0
19,abang,,"red, Synonym: merah",0
20,abang,,"red, Synonym: merah",0
21,abangan,[ˈabaŋ.an],gutter.,0
22,abangan,[ˈabaŋ.an],abangan: Javanese Muslim who practice a much more syncretic,0
23,abangan,[ˈabaŋ.an],abangan: Javanese Muslim who practice a much more syncretic,0
24,abano,[ˈabano],"Sterculia foetida., Synonyms: jangkang, kelumpang,",0
25,abantara,,(obsolete) herald,0
26,abaya,[ˈabaja],"abaya, aba.",0
27,abbas,,(Catholicism) abbot,0
28,abdi,/ab.di/,"subordinate, Synonyms: abdu, abdul, anak buah, bawahan,",0
29,abdis,/ab.dɪs/,(Catholicism) abbess,0
30,abdomen,[apˈdo.mən],"(anatomy, entomology, zoology) abdomen",0
