L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ababe,/ababe/,"(dialectal) ancestor, (dialectal) grandfather",,
abahana,/ə̥ˈbahə̥nə̥/,(of legs) to be stretched apart,,
abaribary,/abaɾibaɾʲ/,to be made public; to be made known,,
abidy,/abidʲ/,alphabet,,
abily,/abilʲ/,"(Taimoro) slave
Synonym: andevo",,
aboretaka,/abuɾetakạ/,"to make bow down, to make cower, to make soft",,
adala,/adalạ/,foolish; crazy,,
adana,/ˈad/,slowness; peace; tranquility,,
adary,/adaɾʲ/,(Sakalava) agitation; turbulence; uproar,,
adiady,/adiadʲ/,conflict,,
adiditra,/adidit͡ʂạ/,to twist; to roll up,,
adidy,/adidʲ/,something for which one is held responsible; a blame;,,
adidy,/adidʲ/,to cut with something (e.g. a knife),,
adidy,/adidʲ/,to cut with something (e.g. a knife),,
adilotra,/adilut͡ʂạ/,to make something creak,,
adina,/adinạ/,question,,
adiny,/adinʲ/,hour,,
adisanina,/adisaninạ/,(mathematics) addition (mathematical operation),addition,ɐdˈɪʃən
adonadona,/adunadunạ/,pride; arrogance; contemptuousness,,
ady,/adʲ/,battle; war,,
afafy,/afafʲ/,"to sow X, to cast X (e.g. seeds)",,
afahy,/afaʔʲ/,to feed X,,
afaitra,/afait͡ʂạ/,(dialectal) to be newly born,,
afakampitso,/afakam͡pit͡sʷ/,on the day after tomorrow,,
afakomaly,/afakumalʲ/,on the day before yesterday,,
afatotra,/afatut͡ʂạ/,to be bound; to be tied up,,
afatra,/afat͡ʂạ/,to be measured,,
afatra,/afat͡ʂạ/,"(Betsimisaraka) a piercing cry, Synonym: dradradradra",,
afatra,/afat͡ʂạ/,"(Betsimisaraka) a piercing cry, Synonym: dradradradra",,
aferon-kena,/afeɾuŋ͡kenạ/,bile of cattle,,
afioka,/afiukạ/,to be made to whiz,,
afo,/afʷ/,"fire (oxidation reaction), calamity",,
afofandiovana,/afufandiuvanạ/,(Christianity) purgatory,,
afokasoka,/afukasukạ/,matches (device to help ignition),,
afonafona,/afunafunạ/,fury; anger,,
afondolo,/afundulʷ/,will o' the wisp,,
aforano,/afuɾanʷ/,"(chemistry) acid, especially sulfuric acid and phosphoric",,
afotroa,/afut͡ʂuạ/,volcano,,
afovato,/afuvatʷ/,flint (piece of flint rock scraped to produce a spark),,
afovoany,/afuvuanʲ/,at the centre of; in the middle of,,
afy,/afʲ/,"grandchild
Synonym: zafy",,
ahan-dratsy,/aʔanɖ͡ʐat͡sʲ/,"a hindrance, Synonym: sampona",,
ahanahana,/aʔanaʔanạ/,doubt; hesitation; indecision,,
ahiahy,/aʔiaʔʲ/,concern,,
ahidrano,/aʔiɖ͡ʐanʷ/,"cockspur grass (Echinochloa crus-galli), antelope grass",,
ahimaina,/aʔimainạ/,hay (dry grass used as fodder),,
ahitra,/aʔit͡ʂạ/,"grass; herbaceous plants in general, (figuratively)",,
ahitra,/aʔit͡ʂạ/,"placenta; afterbirth, Synonyms: tavony, zandrin-jaza,",,
ahitra,/aʔit͡ʂạ/,"placenta; afterbirth, Synonyms: tavony, zandrin-jaza,",,
aho,[ˈa.u],I (personal pronoun),,
aholo,/aʔulʷ/,(dialectal) the howling of a dog,,
ai-miampify,/aimiam͡pifʲ/,at the point of death; at death's door,,
akio,/akiʷ/,"(dialectal) shark
Synonym: antsantsa",,
akisa,/akisạ/,pleasant; agreeable; good,,
akofa,/akufạ/,chaff,,
akohokely,/aˌkuhuˈkelʲ/,chick (young chicken),,
ala,/ˈa.la/,forest,,
ala,/ˈa.la/,without; freed from; removed from,,
ala,/ˈa.la/,without; freed from; removed from,,
alazy,/alazʲ/,civet,,
alika,/alikʲạ/,dog,,
amalona,/amalunḁ/,eel,,
amboa,/əmˈbuə/,dog,,
ampondra,/aˈmpuɳɖʳə̥/,"donkey, mule",,
andriana,/ˈandʐen/,nobility,,
Antananarivo,/ə̥ntə̥ˌnanˈdʐivʷ/,Antananarivo (the capital city of Madagascar),,
antsangy,/ənˈtsaŋɡʲ/,a rodent in the genus Brachytarsomys,,
arivo,[ˈrivʷ],one thousand,,
-ay,/aʲ/,our,,
bibilava,/ˈbibʲˈlav/,A snake.,,
daty,[datʲ],date (point in time),,
diakona,/diakunạ/,deacon,deacon,dˈiːkən
dite,/dite/,tea,,
ditra,/dit͡ʂạ/,obstinacy; stubbornness,,
ditra,/dit͡ʂạ/,"clay, Synonym: tanimanga",,
ditra,/dit͡ʂạ/,"clay, Synonym: tanimanga",,
endrika,/enɖ͡ʐikʲə/,"feature, likeness, visage, resemblance, image, form",,
fala,/fala/,"vagina, vulva",,
fana,/fana/,heat,,
fanihy,/faniʔi/,flying fox,,
fanontany,/fanuˈntanʲ/,question,,
fantatra,/fan͡tat͡ʂạ/,known; recognized,,
farara,/faɾaɾạ/,whistle or flute made from plant stalk,,
farihy,/faˈɾihi/,lake,,
fary,/farʲ/,sugar cane,,
firaka,/ˈfirəkə̥/,"pewter, silver",,
fivoriana,/fivuˈrʲanạ/,"meeting, reunion",,
gidro,/ɡiɖ͡ʐʷ/,"mongoose lemur, (by extension) any lemur",,
goaika,/ɡuaikʲa/,pied crow (Corvus albus),,
hianao,[i.ə.ˈno],"(archaic) archaic spelling of ianao
you (sg.); thou",,
hianareo,[i.ə.nə.ˈɽe.u],(archaic) archaic spelling of ianareo: you (pl); ye,,
hidirôzenina,/ʔidiɾôzeninḁ/,(chemistry) hydrogen,hydrogen,hˈaɪdɹəd͡ʒən
hoala,/ʔualạ/,(geography) bay,,
horita,/uˈrit/,"octopus, cuttlefish",,
ianao,[jɐ.ˈnɑw],"Second person singular, you (sg.); thou",,
ianareo,[i.ə.nə.ˈɽe.u],"Second person plural
you (pl); ye",,
isika,[i.ˈsʲi.kʲə],"First person plural inclusive, we (I, you, and others)",,
izahay,[i.ˈzai],"First person plural exclusive, we, us (I and others,",,
jery,/d͡zɛrʲ/,a look,,
jery,/d͡zɛrʲ/,"to look, look at",,
karaoty,/kaɾotʲ/,carrot,,
kolejy,/kuled͡zʲ/,college,,
konseritra,/kunseɾit͡ʂḁ/,concert,,
lakolosy,/lakulusʲ/,bell,,
loa,[ˈlu.a],"to vomit, to pay, to discharge",,
maky,/makʲ/,ring-tailed lemur (Lemur catta); maki,,
miaraka,/ˈmerək/,accompany,,
mitsoka,/miˈt͡sukạ/,"to blow
Mitsoka mozika.To blow a musical instrument.",,
mozika,/muzikʲḁ/,"orchestra, brass band, music",,
nify,/ˈnifʲ/,tooth,,
nify,/ˈnifʲ/,thin,,
nify,/ˈnifʲ/,thin,,
orona,/uɾunḁ/,nose,,
osy,/usʲ/,goat,,
paoma,/paumạ/,apple,,
