L2_orth,L2_ipa,L2_gloss,L2_etym
dauder,dˈaʊ,"(Sande, Sunnmøre) dead",dauðr
daud’e,dˈaʊ,"(Sunnmøre, Setesdal) dead",dauðr
faugl,fˈɑːɡəl,(dialectal) a bird,fogl
fjedl,ˈɛfd͡ʒˈɔːl,"(Hordaland, dialectal) a mountain",fjall
jedn,d͡ʒˈɑː͡ɹn,"(Hordaland, dialectal) iron (the metallic element),",jarn
laiv,lˈaɪv,(colloquial) The Norwegian equivalent of LARP. Signifies,live
Lars,lɔːɹˈɛntɪəs,A male given name.,Laurentius
mjåkk,ˈɛmd͡ʒˈɑːlk,"(Setesdal) milk, Mjåkkjí va’ så súr at ‘u brautst.The",mjolk
Olav,ˈɛl ˌɛfˈɑː͡ɹ,A male given name.,Óláfr
sjølv’u,ˈɛsd͡ʒˈælfɚ,"(Hardanger, Voss) myself, yourself, himself, herself,",sjalfr
trir,ˈɑː͡ɹ,(Voss) three,þrír
trí,ˈɑː͡ɹ,"(Setesdal) three, ‘Er æ trí gúta, trjå jentu, å trjú",þrír
ålreit,ˈɔːl ɹˈaɪt,all right,all right
úv’e,ˈʌlfɚ,"(Setesdal) a wolf, particularly the grey wolf (Canis",ulfr
