L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
bugu,/²bɞʉː.ɣɵ/,bow,,
báðn,[bóːn],child,,
fouke,[²fɞʉː.k],"a little while, a short while, Dú kann fell staðne",,
fugł,[fɞ́ʉːɣɵɽ],bird,,
hvur,/ʋɞːɾ/,where,,
hás,[hóːs],"hoarse, husky (voice)",,
igjann,[ˌɪˈjɐnː],again,í gegn,d͡ʒˈɛn
jáðn,[jóːn],iron,,
kvæðn,[kʰʋǽːn],"mill, quern",,
kú,/kʉː/,cow,,
ljá,[jɑ́ʊː],scythe,,
ljøt,/jøːt/,"unsightly, deformed",,
moułe,[²mɞʉː.ɽ],to eat bread without toppings,,
radd,/rædː/,afraid,,
rýpe,/²ryːp/,a grouse or ptarmigan (genus Lagopus),,
segi,[sɛ̀jːɪ],to say,,
sleip,[ɬeɪːp],slippery,,
souð,[sɞ́ʉː],sheep,,
storkje,[stɞ̀ʂː],"girl, Jeg sá dekk tré storkje staðne heime., I saw",,
symi,[sʏ̀ːmɪ],to swim,,
Ufsale,[ˈʊfˌsɑːl],Uppsala (a city in eastern central Sweden),,
vili,[ʋɪ̀ːlɪ],"(with accusative) to want, wish, would like",,
vuku,/²ʋoː.ko/,week,,
æðnen,[²æːn],"other, another, else",,
æðnen,[²æːn],second,,
