L2_orth,L2_ipa,L2_gloss,L2_etym
Anton,æntˈoʊnɪəs,A male given name.,Antonius
buldog,bˈʊldɑːɡ,bulldog,bulldog
džez,d͡ʒˈæz,jazz,jazz
džungla,d͡ʒˈʌŋɡəl,jungle,jungle
esej,ˈɛseɪ,essay,essay
globok,ˈæstɚɹˌɪsk ɡlˈɑːbɑːk,deep,*glǫbokъ
Jurij,d͡ʒˈɔː͡ɹd͡ʒɪəs,A male given name.,Georgius
koledž,kˈɑːlɪd͡ʒ,college,college
kvark,kwˈɑː͡ɹk,(physics) quark,quark
pest,ˈæstɚɹˌɪsk pˈɛst,(anatomy) fist,*pęstь
pulzar,pˈʌlsɑː͡ɹ,(astronomy) pulsar,pulsar
rakun,ɹækˈuːn,raccoon,raccoon
sef,sˈeɪf,"safe (a box, usually made of metal, in which valuables",safe
sendvič,sˈændwɪt͡ʃ,sandwich,sandwich
spam,spˈæm,(Internet) spam (unwanted messages),spam
sršen,ˈæstɚɹˌɪsk ˈɛsrksˈaɪ,hornet,*sьrxy
Teksas,tˈɛksəs,Texas (US state),Texas
tramvaj,tɹˈæmweɪ,"tram, tramcar, streetcar, trolley car",tramway
