L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ܐܘܟܠܐ,[ʔuxlɑ(ʔ)],"food, gorging",,
ܐܘܟܡܐ,[ʔukkɑmɑ(ʔ)],"black, dark, sunburnt, (figuratively) obscure",,
ܐܘܟܡܐ,[ʔukkɑmɑ(ʔ)],"black (color), negro, Moor, Nubian, sub-Saharan African,",,
ܐܘܟܪܝܣܛܝܐ,[ʔɛwkaristˤijɑ(ʔ)],"thanksgiving, Synonym: ܬܘܕܝܬܐ‎, (Christianity) Eucharist,",,
ܐܘܠܝܬܐ,[ʔoliθɑ(ʔ)],"lament, lamentation, wailing, mourning",,
ܐܘܠܨܢܐ,[ʔulsˤɑnɑ(ʔ)],"narrowness, being shut up closely; siege, restraint,",,
ܐܘܡܢܐ,[ʔummɑnɑ(ʔ)],"clever, skillful",,
ܐܘܡܢܐ,[ʔummɑnɑ(ʔ)],"artisan, artificer, craftsman, workman, maker, (carpentry)",,
ܐܘܡܢܘܬܐ,[ʔummɑnuθɑ(ʔ)],"trade, craft, workmanship, skill, art, craftiness,",,
ܐܘܣܐ,[ʔawwɑsɑ(ʔ)],oasis,,
ܐܘܣܠܐ,[ʔusallɑ(ʔ)],riverside swamp,,
ܐܘܦܢܐ,[ʔofnɑ(ʔ)],wheel,,
ܐܘܦܥܐ,[ʔufʕɑ(ʔ)],"(anatomy) hypogastrium, lower abdomen, belly",,
ܐܘܪܓܢܘܢ,[ʔorˈɡɑ.non],"instrument, tool, vessel, (anatomy) organ",,
ܐܘܪܟܐ,[ʔurkɑ],"length, lengthiness, longitude",,
ܐܘܫܢܐ,[ʔuʃnɑ(ʔ)],"(figuratively) lustful, wanton",,
ܐܘܫܢܐ,[ʔuʃnɑ(ʔ)],"stallion, stud",,
ܐܘܫܥܢܐ,[ʔoʃaʕnɑ],hosanna,,
ܐܘܫܥܢܐ,[ʔoʃaʕnɑ],"hosanna, (in the plural) Palm Sunday, (in the plural,",,
ܐܙܒܐ,[ʔazbɑ(ʔ)],(anatomy) pubic hair,,
ܐܙܒܪܟܐ,[ʔɛz(ə)vɑr(ə)xɑ(ʔ)],"large ox or bull, buffalo",,
ܐܙܓܐ,[ʔazɡɑ],"arch, archway, vault, porch, portico",,
ܐܚܐ,[ʔăħɑ],"brother, (in the plural) siblings, kinsman, friend,",,
ܐܚܕ,[ʔɛ̆ħað],"to take, to inanimate things, to hold, to shut",,
ܐܚܝܢܐ,/ʔəħjɑnɑʔ/,"relative, kinsman, kin",,
ܐܝܡܡܐ,[ʔimɑmɑ(ʔ)],daytime,,
ܐܝܡܡܐ,[ʔimɑmɑ(ʔ)],A female given name.,,
ܐܝܣܚܩ,[ʔisˈħɑq],"(biblical) Isaac, Peshitta, Genesis 21:4:, ‏ܘܓܙܪ ܐܒܪܗܡ",,
ܐܝܩܐ,[ʔiqe(ʔ)],"at random, without cause, rashly, in vain",,
ܐܝܩܘܢܐ,[ʔiqonɑ(ʔ)],"icon, image, copy, representation",,
ܐܝܩܪܐ,/jəqɑrɑʔ/,"honor/honour, dignity, glory, magnificence, greatness,",,
ܐܝܩܪܬܐ,/jəqartɑʔ/,"burden, cumbrance, load, baggage, luggage, belongings,",,
ܐܝܫܝ,[ˈʔi.ʃaj],"(biblical) Jesse, Peshitta, 1 Samuel 16:3:, ‏ܘܩܪܝ ܠܐܝܫܝ",,
ܐܝܫܠܐ,[ʔiʃlɑ],"rope, cable",,
ܐܝܬ,[ˈʔiθ],"there is/are, to be, exist, (with ܠ-‎ (lə-)) to have,",,
ܐܝܬܘܬܐ,[ʔiθuθɑ(ʔ)],"essence, substance, foundation, element, existence,",,
ܐܝܬܝܐ,[ʔiθjɑ(ʔ)],"essence, entity, being, existing, substance, cause,",,
ܐܟܕܢܐ,[ʔɑˈxɛð.nɑ],"viper, asp",,
ܐܟܘܠܐ,[ʔɑxolɑ(ʔ)],"gluttonous, voracious, devouring, (medicine) gangrenous",,
ܐܟܘܠܐ,[ʔɑxolɑ(ʔ)],"eater, glutton",,
ܐܟܠܘܣ,[ˈʔɑx.los],"people, populace, crowd, multitude, mob, sedition,",,
ܐܟܠܢܐ,[ʔaxlɑnɑ(ʔ)],"devouring, consumption, wearing out, itching, (medicine)",,
ܐܟܪܐ,[ʔakˈkɑ.rɑ],"farmer, husbandman, plowman, Peshitta, James 5:7:,",,
ܐܠܐ,[ˈʔɛl.lɑ],"if not, unless, except, but, however, although, only,",,
ܐܠܒܘܫܐ,[ʔalbuʃɑ(ʔ)],Alternative form of ܠܒܘܫܐ‎,,
ܐܠܗܐ,/ʔalɑhɑ/,"(religion) god, deity",,
ܐܠܗܐ,/ʔalɑhɑ/,God,,
ܐܠܘܗܝܡ,[ʔɛ̆lohim],"(religion) Elohim, God",,
ܐܠܡܐ,[ˈʔɛl.mɑ],"lasting anger, ill will",,
ܐܠܣ,[ˈʔɑ.lɛs],salt,,
ܐܠܥܐ,[ʔɛlʕɑ],"(anatomy) rib, (figuratively) wife, (geometry, architecture)",,
ܐܡܒܪܐ,[ʔambɑrɑ(ʔ)],granary,,
ܐܡܘܡܐ,[ʔammumɑ(ʔ)],"shape, mould, (minerals, metals) vein, stripe, streak,",,
ܐܡܘܬܣܛܘܣ,[ʔamˈmuθ.s(ə.)tˤos],amethyst,,
ܐܡܝܪ,[ʔămir],Alternative form of ܐܡܝܪܐ‎,,
ܐܡܝܪ,[ʔămir],"absolute singular of ܐܡܝܪܐ‎, construct state singular",,
ܐܡܝܪ,[ʔămir],"absolute singular of ܐܡܝܪܐ‎, construct state singular",,
ܐܡܝܪܐ,[ʔămirɑ(ʔ)],"emir, prince, prefect, commander",,
ܐܡܝܫܐ,[ʔɑmiʃɑ(ʔ)],"swamp, pool, mound, rampart",,
ܐܡܠܐ,[ʔɑmɛllɑ(ʔ)],"embroidered cloak, mantle, tapestry, carpet, rug",,
ܐܡܢܐ,[ʔamnɑ(ʔ)],"affair, task, pursuit, habit, art, skill, craft, practice,",,
ܐܡܢܐ,[ʔamnɑ(ʔ)],"carefreeness, security",,
ܐܡܢܐ,[ʔamnɑ(ʔ)],"carefreeness, security",,
ܐܡܢܬ,[ʔamnaθ],(grammar) A mnemonic for four prefixes used in Syriac,,
ܐܡܩܬܐ,[ʔɑmaq(ə)θɑ(ʔ)],kind of lizard,,
ܐܡܪ,[ʔɛ̆mar],"to say, to tell",,
ܐܡܪ,[ʔɛ̆mar],"absolute singular of ܐܡܪܐ‎, construct state singular",,
ܐܡܪ,[ʔɛ̆mar],"absolute singular of ܐܡܪܐ‎, construct state singular",,
ܐܡܪܬܐ,[ʔɛmmartɑ],lamb,,
ܐܡܫܐ,[ʔamʃɑ(ʔ)],"flood, wave",,
ܐܡܬܐ,[ˈʔam.(mə.)θɑ],maidservant,,
ܐܡܬܐ,[ˈʔam.(mə.)θɑ],"(anatomy) forearm, cubit",,
ܐܡܬܐ,[ˈʔam.(mə.)θɑ],"(anatomy) forearm, cubit",,
ܐܢܚܢܢ,[(ʔə)naħnan],"(personal, archaic, literary, formal) we, (intensive,",,
ܐܢܟܐ,[ʔɑn(ə)xɑ],"tin, white lead, Synonyms: ܚܘܪܐ‎, ܦܠܥܐ‎, lead, black",,
ܐܢܦܘܪܐ,[ʔannapporɑ(ʔ)],"report, accusation, request, (Christianity) anaphora,",,
ܐܢܩܬܐ,[ʔɛ̆nɑq(ə)θɑ(ʔ)],"groan, sigh, care",,
ܐܢܫܐ,/ʔɛ̆nɑʃɑʔ/,"human, man, mortal, mankind, (in the plural) people,",,
ܐܢܬܬܐ,/ʔantətɑ/,"woman, wife",,
ܐܣܘܦܐ,[ʔassofɑ(ʔ)],(architecture) entryway,,
ܐܣܘܪܐ,[ʔăsurɑ(ʔ)],"band, bandage, bond, chain, fetter, handcuff, bondage,",,
ܐܣܛܘܐ,[ʔɛstˤwɑ(ʔ)],"porch, portico",,
ܐܣܛܘܟܣܐ,[ʔɛstˤuksɑ(ʔ)],"element, component, first principle, verse, part of",,
ܐܣܛܘܡܟܐ,[ʔɛstˤomkɑ(ʔ)],"(anatomy) stomach, Synonym: ܟܪܣܐ‎",,
ܐܣܛܠܐ,[ʔɛstˤ(ə)lɑ(ʔ)],"stole, habit, vestment, garment, robe, mantle",,
ܐܣܛܪܘܠܘܓܝܐ,[ʔastˤ(ə)roloɣijɑ(ʔ)],"astrology, Synonym: ܡܠܘܫܘܬܐ‎",,
ܐܣܛܪܛ,[ʔɛs.tˤ(ə.)ˈrɑtˤ],"street, paved road, Synonym: ܒܪܝܬܐ‎ (bērīṯā)",,
ܐܣܛܪܛܝܐ,[ʔɛstˤ(ə)ratˤtˤijɑ(ʔ)],(military) army,,
ܐܣܛܪܛܝܐ,[ʔɛstˤ(ə)ratˤtˤijɑ(ʔ)],"(military) military service; warfare, (government)",,
ܐܣܛܪܛܝܐ,[ʔɛstˤ(ə)ratˤtˤijɑ(ʔ)],"(military) military service; warfare, (government)",,
ܐܣܛܪܛܝܘܛܐ,[ʔɛstˤ(ə)ratˤjotˤɑ],"soldier, Synonym: ܦܠܚܐ‎",,
ܐܣܝܬܐ,[ʔɑsiθɑ],"female equivalent of ܐܣܝܐ‎ (ʾāsyā, “healer, physician,",,
ܐܣܟܘܠܐ,[ʔɛskole(ʔ)],"lecture hall, school, knowledge, teaching",,
ܐܣܟܝܡܐ,[ʔɛske(j)mɑ(ʔ)],"form, figure, shape; kind, type, appearance, look,",,
ܐܣܦܘܓܐ,[ʔɛspoɡɡɑ(ʔ)],sponge,,
ܐܣܦܘܩܠܛܪܐ,[ʔɛspuqlatˤrɑ],"speculator, scout, lictor, executioner, hangman, guard,",,
ܐܣܦܣ,[ˈʔɛs.pɛs],"snake, adder, asp (especially Egyptian cobra), Synonyms:",,
ܐܣܦܪܓܠܐ,[ʔɛsparɡ(ə)lɑ],quince (tree and fruit),,
ܐܣܦܪܝܕܐ,[ʔɛsp(ə)riðɑ],round plaited basket,,
ܐܣܦܪܣܐ,[ʔɛsp(ə)resɑ(ʔ)],Alternative form of ܐܣܦܪܝܣܐ‎,,
ܐܣܩܐ,[ʔasɑqɑ(ʔ)],"sublimation, (grammar, orthography) name of a vowel",,
ܐܣܩܦܐ,[ʔɛsq(ə)fɑ(ʔ)],"cup, lamp saucer or bowl",,
ܐܣܩܦܐ,[ʔɛsq(ə)fɑ(ʔ)],absolute singular of ܐܣܩܦܬܐ‎,,
ܐܣܩܦܐ,[ʔɛsq(ə)fɑ(ʔ)],absolute singular of ܐܣܩܦܬܐ‎,,
ܐܣܩܦܬܐ,[ʔɛsqaf(ə)θɑ(ʔ)],"mattock, spade, two-pronged pitchfork",,
ܐܦܐ,[ʔappe],"(anatomy) nostrils, face, countenance, person, surface,",,
ܐܦܕܢܐ,[ʔɑppaðnɑ(ʔ)],"apadana, palace, castle, citadel",,
ܐܦܘܕܐ,[ʔăfuðɑ],"(biblical, Judaism) ephod",,
ܐܦܙܓܐ,[ʔɑfazɡɑ(ʔ)],"one, single thing, (arithmetic) odd number",,
ܐܦܝܣܩܘܦܐ,[ʔɛppisqoppɑ],"overseer, prefect, elder, (Christianity) bishop",,
ܐܦܢ,[ʔɑfɛn],"even if, although, albeit, at least",,
ܐܦܥܐ,[ʔafʕɑ(ʔ)],hyena,,
ܐܦܩܪܣܐ,[ʔafˈqar.sɑ],"cloak, felt overcoat",,
ܐܦܪܘܕܝܛܐ,[ʔafroðitˤe],"(Greek mythology) Aphrodite, the planet Venus, Synonyms:",,
ܐܦܪܝܡ,[ʔafre(j)m],"Ephraim (Biblical figure), A male given name.",,
ܐܨܘܬܐ,[ʔɑ.sˤu.θɑ],"kneading trough; chest, dough, batch, lump, mass",,
ܐܨܪܐ,[ʔɛsˤsˤɑre(ʔ)],spices,,
ܐܩܘܢܐ,[ʔaqqunɑ(ʔ)],"(anatomy) armpit; popliteal fossa, Synonym: ܫܚܬܐ‎",,
ܐܩܠܝܕܐ,[ʔaqliðɑ(ʔ)],Alternative form of ܩܠܝܕܐ‎,,
ܐܩܠܢܐ,[ʔaqlɑnɑ],"armlet, bracelet, bangle, Coordinate terms: ܩܘܠܒܐ‎",,
ܐܩܡܐ,[ʔaqmɑ(ʔ)],"acme, highest point, culmination, age",,
ܐܪܒܝܬܐ,/ʔaɾbiθɑ/,"crab; shrimp, prawn",,
ܐܪܒܢܐ,[ʔarˈbɑ.nɑ],"kind of plant: rush, bulrush, flag, reed, papyrus,",,
ܐܪܒܥܒܫܒܐ,[ʔarbaʕb(ə)ʃabbɑ(ʔ)],Wednesday,,
ܐܪܓܘܒܠܐ,[ʔarɡuvlɑ(ʔ)],"stonemason, stonecutter",,
ܐܪܓܘܢܐ,[ʔarɡ(ə)wɑnɑ],"Tyrian purple, royal purple, purple (cloth, garment;",,
ܐܪܕܘܦܝܐ,[ʔardufjɑ(ʔ)],Alternative form of ܪܕܘܦܝܐ‎,,
ܐܪܕܝܟܠܐ,[ʔarde(j)xlɑ(ʔ)],"architect, builder, mason",,
ܐܪܘܢܝܬܐ,[ʔarwɑniθɑ(ʔ)],"calf, heifer",,
ܐܪܙܦܬܐ,[ʔarzaftɑ(ʔ)],"hammer, mallet, stroke, swing",,
ܐܪܝܐ,[ʔarjɑ],"lion, (medicine) leprosy",,
ܐܪܝܐ,[ʔarjɑ],"(astrology, astronomy) Leo (constellation and zodiac",,
ܐܪܝܟܘܬܐ,[ʔărixuθɑ],"length, lengthiness",,
ܐܪܝܣ,[ʔarris],"(Greek mythology) Ares, (astronomy) Mars, Synonyms:",,
ܐܪܡܠܐ,[ʔarm(ə)lɑ(ʔ)],"widower (humans or animals), sterile ground, barren",,
ܐܪܡܠܐ,[ʔarm(ə)lɑ(ʔ)],"(botany) Peganum harmala, harmal, Synonym: ܫܒܪܐ‎",,
ܐܪܡܠܐ,[ʔarm(ə)lɑ(ʔ)],"(botany) Peganum harmala, harmal, Synonym: ܫܒܪܐ‎",,
ܐܪܡܠܬܐ,[ʔarmal(ə)θɑ],"widow (humans or animals), sterile ground, barren tree,",,
ܐܪܢܐ,[ʔarnɑ(ʔ)],mountain goat,,
ܐܪܢܒܐ,[ʔarn(ə)vɑ],"(oncology, pathology) tumor/tumour",,
ܐܪܢܒܐ,[ʔarn(ə)vɑ],"rabbit, hare",,
ܐܪܢܒܐ,[ʔarn(ə)vɑ],(astronomy) Lepus,,
ܐܪܢܓܐ,[ʔarnɑɣɑ(ʔ)],Alternative form of ܐܪܢܥܐ‎,,
ܐܪܢܥܐ,[ʔarnɑʕɑ(ʔ)],"rat, large mouse",,
ܐܪܣܢܝܩܘܢ,[ʔarsɛnniqon],arsenic,,
ܐܪܥܐ,[ʔarʕɑ(ʔ)],"land, soil, earth, field, ground, floor, (architecture)",,
ܐܪܥܐ,[ʔarʕɑ(ʔ)],Earth,,
ܐܪܫܟܝܬܐ,[ʔɑ.rɛʃˈxɑj.tɑ],"capital city, Synonyms: ܥܝܢܐ‎ (ʿaynā), ܪܝܫܐ‎ (rêšā)",,
ܐܫܝܡܘܢ,[ʔăˈʃi.mon],"(geography) desert, waste",,
ܐܫܟܦܐ,[ʔɛʃkɑfɑ],"shoemaker, cobbler",,
ܐܫܟܪܐ,[ʔɛʃˈkɑ.rɑ],"field, land, yoke, plot (roughly two-thirds of an acre),",,
ܐܫܟܪܥܐ,[ʔɛʃkɑrʕɑ(ʔ)],"perennial box tree, other kinds of trees: acacia, beech,",,
ܐܫܟܬܐ,[ʔɛʃk(ə)θɑ(ʔ)],(anatomy) testicle,,
ܐܫܬܩܕ,[ʔɛʃt(ə)qað],last year,,
ܐܫܬܩܕܝ,/ʔɛʃtəqadj/,Alternative spelling of ܐܫܬܩܕ‎,,
ܐܬܘܢܐ,[ʔattunɑ(ʔ)],"oven, furnace",,
ܐܬܠܝܐ,[ʔɑˈθal.jɑ],"dragon, (astronomy) lunar eclipse, name of a year",,
ܐܬܠܝܐ,[ʔɑˈθal.jɑ],"(astronomy) name of a star, possibly Eltanin (Gamma",,
ܐܬܠܝܛܐ,[ʔaθle̝tˤɑ(ʔ)],"athlete, champion, combatant, fighter, warrior, (by",,
ܐܬܢܐ,[ʔăˈθɑ.nɑ],"donkey, she-ass, jenny, Peshitta, John 12:15:, ‏ܠܐ",,
ܐܬܪܐ,[ˈʔaθ.rɑ],"place, spot, region, land, country, district, province,",,
ܒ,[be(j)θ],"beth, second letter of the Syriac alphabet",,
ܒ,[be(j)θ],number two (2),,
ܒ-,[b(ə)-],"various senses: in, on, upon, at, among, to, into,",,
ܒܐܪܐ,[be(ʔ)rɑ(ʔ)],"well, pit",,
ܒܒܛܝܠܘܬܐ,[bav(ə)tˤiluθɑ(ʔ)],"carefully, diligently",,
ܒܒܥܘ,[b(ə)vɑʕu],"please, pray",,
ܒܒܬܐ,[ˈbɑv.tɑ],(anatomy) pupil,,
ܒܓܐ,[bɑɣɑ(ʔ)],"garden, bagh",,
ܒܓܕܟܦܬ,[b(ə)ɣaðk(ə)fɑθ],(grammar) A mnemonic for six stop consonants and their,,
ܒܓܠܬܐ,[baɣl(ə)θɑ(ʔ)],"mule, hinny, Synonym: ܟܘܕܢܬܐ‎",,
ܒܕܘܠ,[b(ə.)ˈðol],(grammar) A mnemonic for four prefixes used in Syriac,,
ܒܗܡܘܬ,[behmoθ],(biblical) behemoth,,
ܒܗܪܐ,[bahrɑ(ʔ)],"twilight, dawn, dusk",,
ܒܗܬܬܐ,[ˈbɛh.t(ə.)θɑ],"shame, disgrace, dishonour, infamy, crime, confusion,",,
ܒܘܓܪܐ,[buɡˈɡɑ.rɑ],"palisade, pebble, small building stone",,
ܒܘܕܚܐ,[budˈdɑ.ħɑ],"cheerfulness, pleasure, delight",,
ܒܘܙܚܐ,[buzˈzɑ.ħɑ],"derision, scorn; laughing stock, delusion",,
ܒܘܙܝܩܐ,[buziqɑ(ʔ)],Alternative form of ܒܙܝܩܐ‎,,
ܒܘܚܪܢܐ,[buħˈrɑ.nɑ],"test, trial, proving, visitation, attack, turning point,",,
ܒܘܝܐܐ,[bujjɑʔɑ(ʔ)],"comfort, consolation",,
ܒܘܟܪܐ,[buxrɑ(ʔ)],"firstborn (human or animal), (figuratively, Christianity)",,
ܒܘܡܐ,[bumɑ(ʔ)],owl (especially screech owl),,
ܒܘܣܡܐ,[bussɑmɑ(ʔ)],"pleasure, joy, enjoyment, delight, gladness, felicity,",,
ܒܘܣܬܢܐ,[bustɑnɑ(ʔ)],"garden, orchard",,
ܒܘܨܐ,[busˤɑ],"byssus, fine linen",,
ܒܘܪܓܐ,[burɡɑ(ʔ)],"tower, turret, fortress, columbarium, (astrology) zodiac",,
ܒܘܪܣܝܐ,[bursɑjɑ(ʔ)],"tanner, currier",,
ܒܘܫܠܐ,[buʃʃɑlɑ(ʔ)],"cooked food, ripeness, stew, broth, digestion",,
ܒܘܬܐ,[bawtɑ(ʔ)],"lodging, inn, vigil, watch, one day's march",,
ܒܙܥܐ,[bɛzʕɑ(ʔ)],"crack, cleft, rent, fissure, opening, hole, hiding",,
ܒܚܕܐ,[baħ(ə)ðɑ(ʔ)],"at once, directly",,
ܒܛܝܠܘܬܐ,[b(ə)tˤiluθɑ(ʔ)],"care, forethought, diligence, zeal, indolence, laziness",,
ܒܛܠܢܐ,[bɛtˤlɑnɑ(ʔ)],"leave of absence, sick leave, hiatus, recess, leisure,",,
ܒܛܠܬܐ,[batˤtˤɑltɑ(ʔ)],"idleness, (in the plural) vanities, trifles",,
ܒܛܡܬܐ,[bɛtˤm(ə)θɑ(ʔ)],"terebinth, pistachio (tree and nut), oak; acorn",,
ܒܛܢܐ,[batˤnɑ(ʔ)],"conception, pregnancy, gestation, fetus",,
ܒܛܢܘܬܐ,[batˤnuθɑ(ʔ)],conception (start of pregnancy),,
ܒܝܒܐ,[bivɑ(ʔ)],"canal, watercourse",,
ܒܝܠܕܪܐ,[bildɑrɑ(ʔ)],"courier, letter carrier",,
ܒܝܣܬܐ,[bistɑ(ʔ)],"vessel, jug, pot, phial",,
ܒܝܥܬܐ,[be̝ʕ(ə)θɑ],"egg, skull, crown, testicles, arch",,
ܒܝܫܬܐ,[biʃtɑ(ʔ)],"evil, wickedness, misfortune",,
ܒܝܬܐ,[ˈbaj.tɑ],"house, home, temple, church, room, chamber, cell, stable,",,
ܒܝܬܘܢܐ,[bajtonɑ(ʔ)],"cottage, small house or building, cell",,
ܒܟܝܪܝܐ,[b(ə.)xiˈrɑ.jɑ],"early, primitive; primary, first, Peshitta, James 5:7:,",,
ܒܟܝܪܝܐ,[b(ə.)xiˈrɑ.jɑ],"firstborn, (in the plural) early lambs or kids",,
ܒܟܢܫ,[bax(ə)nɛʃ],"together, in common",,
ܒܠܘܛܐ,[ballutˤɑ(ʔ)],"oak, acorn, (figuratively) acorn-shaped vessel",,
ܒܠܘܥܬܐ,[bɑloʕtɑ],"(anatomy) pharynx, sewer, sink, drain",,
ܒܠܥܐ,[b(ə)lɑʕɑ(ʔ)],"mouthful, gobbet, bolus, swallowing, gurgling, (grammar)",,
ܒܢܓܐ,/banɡɑ/,"bhang, ganja, hashish (Cannabis sativa and especially",,
ܒܢܕܐ,[ˈban.dɑ],"banner, standard",,
ܒܢܝܢܐ,[bɛnjɑnɑ(ʔ)],"building, edifice, (figuratively) upbuilding, edification;",,
ܒܣܝܡܘܬܐ,[bassimuθɑ(ʔ)],"pleasantness, sweetness, suavity, kindness, benignity,",,
ܒܣܬܪܐ,[bɛstrɑ(ʔ)],"back, behind, rear",,
ܒܥܘܐ,[baʕwɑ(ʔ)],(animal anatomy) camel hair,,
ܒܥܘܛܐ,[bɑʕotˤɑ(ʔ)],kicker,,
ܒܥܘܬܐ,[bɑʕuθɑ(ʔ)],"petition, request, begging, beseeching, rogation, intercession,",,
ܒܥܝܪܐ,[b(ə)ʕirɑ(ʔ)],"sheep, cattle, (by extension) domesticated animals,",,
ܒܥܠܐ,[baʕlɑ(ʔ)],"lord, master, owner, head of household, husband",,
ܒܥܠܕܒܒܐ,[b(ə)ʕɛld(ə)vɑvɑ(ʔ)],"enemy, adversary, accuser",,
ܒܥܠܕܒܒܐ,[b(ə)ʕɛld(ə)vɑvɑ(ʔ)],"Beelzebub, the Devil",,
ܒܨܘܝܐ,[bɑsˤojɑ(ʔ)],"inquirer, scrutineer, searcher, explorer, guardian",,
ܒܨܠܐ,[bɛsˤlɑ(ʔ)],onion,,
ܒܩܠܐ,[baqqɑlɑ(ʔ)],"greengrocer, gardener",,
ܒܪܒܝܛܐ,[barbitˤɑ(ʔ)],"(music) barbitos, lyre, lute",,
ܒܪܒܪܝܐ,[barb(ə)rɑjɑ(ʔ)],barbarian,,
ܒܪܒܪܝܐ,[barb(ə)rɑjɑ(ʔ)],barbarian (especially Arab),,
ܒܪܘܝܐ,[bɑrojɑ(ʔ)],creator,,
ܒܪܘܝܐ,[bɑrojɑ(ʔ)],"(religion, Christianity) Creator, God",,
ܒܪܘܝܬܐ,[bɑrojtɑ(ʔ)],creator,,
ܒܪܙܐ,[barzɑ(ʔ)],(agriculture) sown field,,
ܒܪܟܐ,[b(ə)rɑxɑ],"genuflection, blessing, benediction",,
ܒܪܩܩܐ,[barqɑqɑ(ʔ)],canal,,
ܒܬܘܠܐ,[b(ə)θulɑ(ʔ)],"virgin, celibate, (feminine, in the plural) virginity",,
ܒܬܘܠܘܬܐ,[b(ə)θuluθɑ],"virginity, celibacy, chastity",,
ܒܬܘܠܬܐ,[b(ə)θultɑ],"maiden, virgin, celibate",,
ܒܬܘܠܬܐ,[b(ə)θultɑ],"(astrology, astronomy) Virgo (constellation and zodiac",,
ܓ,[ɡɑmal],"gamal, third letter of the Syriac alphabet",,
ܓ,[ɡɑmal],number three (3),,
