L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
Кыргызстан,/kɯrɡɯzˈstɑn/,Kyrgyzstan (a country in Central Asia; capital: Bishkek),,
кыргызча,/qɯrʁɯzt͡ʃɑ/,"Kyrgyz (language), Сиз кыргызча билесизби? ― Siz qırğızça",,
май,/mɑj/,butter,,
май,/mɑj/,May,,
май,/mɑj/,May,,
мейманкана,/mejmanqɑˈnɑ/,hotel,,
мекен,/meˈken/,"homeland, abode",,
музда-,/muzdɑ/,"to cool, cool down",,
муздаткыч,/muzdɑtqɯt͡ʃ/,"fridge, refrigerator",,
Нарын,/nɑˈrɯn/,"Naryn (a river in Kyrgyzstan), Naryn (the capital of",,
оорукана,/oːruqɑnɑ/,"hospital, Жаңы оорукана эмнеге ачылбай турду?Jañı ooruqana",,
орусча,/orust͡ʃɑ/,"Russian (language), Сиз орусча билесизби? ― Siz orusça",,
Ош,/oʃ/,"Osh (the capital of the Osh Region, and second largest",,
оюн,/ojun/,"game, Сен кандай кыргыз улуттук оюндарын билесиң?Sen",,
пролетар,/prɔlɛˈtar/,proletarian,,
сан,/sɑn/,number,,
согуш,/soˈʁuʃ/,war,,
сөздүк,/søzdyk/,dictionary,,
тажик,/tad͡ʒik/,Tajik (person),,
тажик,/tad͡ʒik/,"Tajik (related to Tajikistan, the Tajik people (living",,
тажикче,/tad͡ʒikˈt͡ʃe/,"Tajik (language), Synonym: тажик тили (tajik tili)",,
таноо,[taˈnɔː],nostril,,
тарых,/tɑˈrɯχ/,"history, Кыргыз элинин тарыхыQırğız elinin tarıhıThe",,
тарыхчы,/tɑrɯχˈt͡ʃɯ/,historian,,
теңир,/teˈŋir/,"(Tengrism) god, Теңир жалгасын. ― Teñir jalğasın. ―",,
теңирчи,/teŋirˈt͡ʃi/,Tengrist (follower of Tengrism),,
теңирчилик,/teŋirt͡ʃiˈlik/,Tengrism,,
тил,/til/,"(anatomy) tongue, language, Кыргыз тили ― Qırğız tili",,
түркмөн,/tyrkˈmøn/,"Turkmen (of, from, or pertaining to Turkmenistan, the",,
түркмөн,/tyrkˈmøn/,Turkmen (by ethnicity),,
түркмөнчө,/tyrkmønˈt͡ʃø/,"Turkmen (language), Synonym: түркмөн тили (türkmön",,
төңкөрүш,/tøŋkøˈryʃ/,revolution,,
уйгур,/ujˈʁur/,"Uyghur (of, from, or pertaining to the Uyghur people",,
уйгур,/ujˈʁur/,Uyghur (by ethnicity),,
уйгурча,/ujʁurˈt͡ʃɑ/,"Uyghur (language), Synonym: уйгур тили (uyğur tili)",,
улут,/uˈlut/,"national, Улут сансаты ― Ulut sansatı ― National policy",,
улут,/uˈlut/,"nation, nationality, Менин улутум кыргыз ― Menin ulutum",,
чайкана,/t͡ʃɑjqɑˈnɑ/,teahouse,,
шаар,/ʃɑːr/,"city, Synonyms: калаа (qalaa), кент (kent), Алты шаарда",,
шаардык,/ʃɑːrdɯq/,"urban, Шаардык жашоо жакшырып жатат.Şaardıq jaşoo jaqşırıp",,
Шарип,/ʃaˈrip/,A male given name,,
ыктыяр,/ɯqtɯˈjɑr/,"will, desire",,
ыктыярчы,/ɯqtɯjɑrˈt͡ʃɯ/,volunteer,,
эгемендүүлүк,/eɡemendyːˈlyk/,independence,,
эки,/eki/,two,,
эрин,/eˈrin/,lip,,
эшик,/eʃik/,door,,
эң,/ɛŋ/,Marks a superlative case (the most; -est),,
ң,/ŋ/,The sixteenth letter of the Kyrgyz alphabet,,
Ң,/ŋ/,The sixteenth letter of the Kyrgyz alphabet,,
үңкүр,/yŋˈkyr/,"cave, den",,
өзбек,/øzˈbek/,Uzbek (pertaining to the Uzbek people or the Uzbek,,
өзбек,/øzˈbek/,Uzbek (by ethnicity),,
Өзбекстан,/øzbekˈstan/,Uzbekistan (a country in Central Asia; capital: Tashkent),,
өзбекче,/øzbekt͡ʃe/,"Uzbek (language), Сиз өзбекче билесизби? ― Siz özbekçe",,
өкмөт,/øk.møt/,government,,
ا,/aˈlif/,The first letter of the Kyrgyz in Arabic Script. It represents the Cyrillic letter А,,
ب,/be/,The second letter of the Kyrgyz in Arabic Script. It represents the Cyrillic letter Б,,
ج,/dʒe/,The eighth letter of the Kyrgyz in Arabic Script. It represents the Cyrillic letter Ж,,
د,/de/,The fifth letter of the Kyrgyz in Arabic Script. It represents the Cyrillic letter Д,,
ع,/ʁe/,The four point second letter of the Kyrgyz in Arabic Script. It represents the Cyrillic letter Ґ,,
يو,/jo/,The seventh letter of the Kyrgyz in Arabic Script. It represents the Cyrillic letter Ё,,
گ,/ɡe/,The four point first letter of the Kyrgyz in Arabic Script. It represents the Cyrillic letter Г,,
ۋ,/ve/,The third letter of the Kyrgyz in Arabic Script. It represents the Cyrillic letter В,,
