L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
abandone,/a.bã.do.ne/,to abandon,,
achte,/aʃ.te/,To buy,,
ak,/ak/,"and; connects two noun phrases., 2019 March 19,  “Rankont",,
ak,/ak/,"with, Synonyms: avè, avèk",,
al,/al/,"to go, Synonym: ale",,
ale,/a.le/,"go, Synonym: al",,
anpil,/ãˈpil/,many,,
anpil,/ãˈpil/,very,,
anyen,/ãˈjɛ̃/,nothing,,
aprann,/a.pɣãn/,learn,,
atansyon,/a.tã.sjõ/,attention,,
atansyon,/a.tã.sjõ/,attention!,,
Ayiti,/ajiti/,Haiti (a country in the Caribbean),,
bale,/ba.le/,broom,,
bale,/ba.le/,to sweep,,
bilding,/bilˈdziŋ/,building,building,bˈɪldɪŋ
blan,/blã/,white,,
blan,/blã/,foreigner,,
bonjou,/bɔ̃ʒu/,hello,,
bonswa,/bɔ̃ˈswa/,good evening,,
bò,/bɔ/,side,,
bò,/bɔ/,"by, alongside, near, next to",,
bòkò,/bɔkɔ/,"sorcerer, bocor",,
chadèk,/ʃaˈdɛk/,grapefruit (fruit),shaddock,ʃˈædək
chante,/ʃã.te/,song,,
chante,/ʃã.te/,to sing,,
chita,/ʃi.ta/,sit down,,
chyen,/ʃjɛ̃/,dog,,
dapre,/dapɣe/,"according to, 2019 March 19,  “Rankont ann Itali ant",,
do,/do/,back (of the body),,
ekri,/ek.ɣi/,write,,
fim,/fim/,"movie, film",film,fˈɪlm
foula,/fuˈla/,scarf,,
fyète,/fjɛte/,"pride, 2016,  Jacques Pierre,  “Lendepandans”, in ",,
fè,/fɛ/,"do, make",,
fè,/fɛ/,iron,,
fè,/fɛ/,iron,,
fèt,/fɛt/,"be born, past participle of fè; made",,
fèt,/fɛt/,party,,
fèt,/fɛt/,party,,
kanpe,/kã.pe/,To stand,,
kibò,/kiˈbɔ/,(interrogative) where.,,
kikote,/kikoˈte/,(interrogative) where,,
kilè,/kiˈlɛ/,"(interrogative) when, Kilè yo vini? ― When did they",,
kilès,/kiˈlɛs/,"(interrogative) which
Kilès oto ou pito? ― Which car do you prefer?",,
kilès,/kiˈlɛs/,"(interrogative) who, which one
Kilès ou vle? ― Which one do you want?
Synonym: kimoun",,
kimoun,/kiˈmun/,"(interrogative) who, Kimoun ki di sa? ― Who said that?,",,
kite,/kiˈte/,"let, Haitian Creole Bible, Jòb 10.18:, Bondye, poukisa",,
kiyès,/kiˈjɛs/,(interrogative) who,,
konpè,/kõˈpɛ/,"mister, sir, godfather",,
koulèv,/kuˈlɛv/,snake,,
kouri,/kuˈɣi/,run,,
koute,/ku.te/,to cost,,
koute,/ku.te/,to listen,,
koute,/ku.te/,to listen,,
kòmè,/kɔˈmɛ/,"madam, Mrs., godmother",,
lannwit,/lãˈnwit/,night,,
lapli,/laˈpli/,rain,,
lendepandans,/lɛ̃depãˈdãs/,"independence, 2016,  Jacques Pierre,  “Lendepandans”,",,
liv,/liv/,book,,
lèd,/lɛd/,"ugly, Antonym: bèl",,
m,/m/,Contraction of mwen.,,
madanm,/maˈdãm/,"madam, Mrs. (a title or form of address for a woman)",,
makak,/maˈkak/,monkey,,
makorèv,/ma.koˈɰɛv/,microwave,microwave,mˈaɪkɹoʊwˌeɪv
manje,/mã.ʒe/,food,,
manje,/mã.ʒe/,eat,,
mayas,/maˈjas/,"unpleasant body odour, especially that of feet",my ass,maɪ ˈæs
mesye,/meˈsje/,"mister, sir (a title or form of address for a man)",,
msye,/mˈsje/,"mister, sir (a title or form of address for a man)",,
mwen,/mwɛ̃/,"I, me",,
myèl,/mjɛl/,"bee, honey",,
n,/n/,Contraction of nou.,,
nimewo,/nimewo/,number,,
pale,/pa.le/,"to talk, to speak, 2019 March 19,  “Rankont ann Itali",,
pasyan,/pa.sjã/,patient,,
pinga,/piŋˈɡa/,do not ,,
poukisa,/puˈkiˌsa/,why,,
rayi,/ɣa.ji/,"hate
Li rayi bwokoli.He hates broccoli.",,
renmen,/ɣɛ̃ˈmɛ̃/,"like, love",,
rete,/ɣeˈte/,"to live, reside, to stay, (Can we date this quote?)",,
tande,/tã.de/,"hear, Haitian Creole Bible, Jòb 4:16:, Mwen rete konsa",,
tankou,/tãˈku/,"like, as though",,
tankou,/tãˈku/,like,,
tig,/tiɡ/,tiger,,
vil,/vil/,"city, 2019 March 19,  “Rankont ann Itali ant Anvwaye",,
vwayaj,/vwaˈjaʒ/,"trip, travel",,
vwazen,/vwazɛ̃/,"neighbor, Li se vwazen mwen., He is my neighbor.",,
vèt,/vɛt/,green,,
woz,/woz/,pink,,
y,/j/,Contraction of yo.,,
zye,/zje/,eye,,
