L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ہونا,/ɦoː.ɳaː/,"to be, exist, to become, to happen",,
۰,/sɪ.fəɾᵊ/,"0 (zero)
صِفَر‎ (ṣifar)",,
۱,/ɪkːᵊ/,"1 (one)
اِکّ‎ (ikk)",,
۲,/d̪oː/,"2 (two)
دو‎ (do)",,
۳,/t̪ɪnːᵊ/,"3 (three)
تِنّ‎ (tinn), تْرَے‎ (trai)",,
۴,/t͡ʃɑː.ɾᵊ/,"4 (four)
چار‎ (cār)",,
۵,/pən.d͡ʒᵊ/,"5 (five)
پَنج‎ (panj)",,
۶,/t͡ʃʰeː/,"6 (six)
چھ‎ (ćhe)",,
۷,/sət̪ːᵊ/,"7 (seven)
سَتّ‎ (satt)",,
۸,/əʈːʰᵊ/,"8 (eight)
اَٹّھ‎ (aṭṭh)",,
۹,/nɔː/,"9 (nine)
نَو‎ (nau)",,
ݨ,/ɳ/,"(rare) A letter of the Shahmukhi abjad, representing the retroflex nasal.",,
ࣇ,/ɭaːmə/,"(rare) The thirty-second letter in the Shahmukhi Punjabi Alphabet, which is a combination of Lām and Diacritic Tāh (لؕ)",,
ਅ,/ə/,The second consonant in Punjabi.,,
ਅਮਲ,/əməlᵊ/,"addiction, habit
ਅਮਲ ਇੱਕ ਰੋਗ ਹੈ।amala ikka rog hai.Addiction is a disease.
Synonym: ਨਸ਼ਾ (naśā)",,
ਅੈ,/ɛ/,The eighth vowel in Punjabi.,,
ਅੰਬ,/əm.bᵊ/,mango,,
ਅੱਖ,/əkːʰ/,"(anatomy) the eye, sight, vision",,
ਅੱਜ,/əd͡ʒːᵊ/,today,,
ਆ,/äː/,The second vowel in Punjabi.,,
ਆਂਡਾ,/aːɳ.ɖaː/,"egg, Synonym: ਆਨਾਂ (ānā̃)",,
ਆਦਮੀ,/aːd̪.miː/,"person, man",,
ਇ,/ɪ/,The third vowel in Punjabi.,,
ਇਹਦਾ,/eː˦.d̪ɑː/,"genitive of ਇਹ (iha); his, her, its (proximal)",,
ਇੱਕ,[ɪkː˧],one,,
ਉ,/ʊ/,The fifth vowel in Punjabi.,,
ਊ,/uː/,The sixth vowel in Punjabi.,,
ਏ,/e/,The seventh vowel in Punjabi.,,
ਐ,/ɛ/,The eighth vowel in Punjabi.,,
ਐ,/ɛ/,(Malwai) Alternative form of ਹੈ (hai),,
ਓ,/o/,The ninth vowel in Punjabi.,,
ਓਅੰਕਾਰ,/oː.ən.kɑː.ɾᵊ/,"(Sikhism) God (Universal Creator), Guru Granth Sahib,",,
ਕਰਨਾ,/kəɾ.nɑː/,to do,,
ਕਹਿਣਾ,/kɛ́ːɳɑː/,to say,,
ਕਾਂ,/kɑ̃ː/,crow,,
ਕਿੱਥੇ,/kɪt̪ʰːeː/,where,,
ਕੰਨ,/kənː/,(anatomy) ear,,
ਖ,/kʰə/,The seventh consonant in Punjabi.,,
ਖ਼,/xə/,The thirty-seventh consonant in Punjabi.,,
ਖਾਣਾ,/kʰaː.ɳaː/,to eat,,
ਖਾਣਾ,/kʰaː.ɳaː/,food,,
ਖਾਣਾ,/kʰaː.ɳaː/,food,,
ਖਾਦ,/kʰaːd̪/,"fertilizer, manure, dunghill, compost",,
ਖਿਡੌਣਾ,/kʰɪ.ɖɔː.ɳɑː/,toy,,
ਖਿੜਕੀ,/kʰɪɽ.kiː/,"window, ਖਿੜਕੀ ਬੰਦ ਕਰੋ.khiṛkī band karo.Close the window.",,
ਖਿੱਚਣਾ,/kʰɪ.t͡ʃː.ɳɑː/,"to pull, ਇੱਥੇ ਖਿੱਚੋ. ― itthe khicco. ― Pull it here.,",,
ਗ,/ɡə/,The eighth consonant in Punjabi.,,
ਗ਼,/ɣə/,The thirty-eighth consonant in Punjabi.,,
ਗਾਜਰ,/ɡɑː.d͡ʒəɾ/,carrot,,
ਗਿਆਰਾਂ,/ɡɪaːɾãː/,eleven,,
ਗੁੰਝਲ਼ਦਾਰ,/ɡũd͡ʒəɭ.dɑːɾᵊ/,"complex
ਅਮਲ ਇੱਕ ਗੁੰਝਲ਼ਦਾਰ ਰੋਗ ਹੈ ।amal ikka guñjhḷadāra rog hai.Addiction is a complex disease.",,
ਗੋਡਾ,/ɡoː.ɖɑː/,"knee
ਮੇਰਾ ਗੋਡਾ ਬਹੁਤ ਦੁਖ ਰਿਹਾ ਹੈ।merā goḍā bahut dukh rihā hai.My knee is really paining me.",,
ਗੱਡੀ,/ɡə.ɖiː/,"car, automobile, train, any vehicle",,
ਘ,/kə̀/,The ninth consonant in Punjabi.,,
ਘਰ,/kəɾ˩˨/,"house, home",,
ਘੋੜਾ,/koː˨.ɽɑː˨/,"horse, stallion",,
ਘੋੜੀ,/kòːɽi/,mare,,
ਙ,/ŋə/,The tenth consonant in Punjabi.,,
ਚ,/t͡ʃə/,The eleventh consonant in Punjabi.,,
ਚਪੇੜ,/t͡ʃə.peːɽᵊ/,"slap, smack",,
ਚਾਰ,/t͡ʃaːɾ/,"four, ਚਾਰ ਸਾਲ ― cāra sāl ― four years",,
ਚਾਹ,[t͡ʃɑː˦],tea,,
ਚਿੱਟਾ,/t͡ʃɪʈː.ɑː/,"white, Synonym: ਸਫ਼ੈਦ (safaid), bleached, bright, clear,",,
ਚਿੱਟਾ,/t͡ʃɪʈː.ɑː/,white (colour),,
ਚਿੱਟਾ,/t͡ʃɪʈː.ɑː/,"Chita (a city, the administrative center of Zabaykalsky",Chita,t͡ʃˈiːɾə
ਚਿੱਟਾ,/t͡ʃɪʈː.ɑː/,"Chita (a city, the administrative center of Zabaykalsky",Chita,t͡ʃˈiːɾə
ਚੰਗਾ,[t͡ʃəŋ.ɡɑː],"good, fine, ਮੈਂ ਚੰਗਾ ਹਾਂ, ਧੰਨਵਾਦ।maĩ caṅgā hā̃, dhanvād.I",,
ਚੰਗਾ,[t͡ʃəŋ.ɡɑː],"OK, fine",,
ਛ,/t͡ʃʰə/,The twelfth consonant in Punjabi.,,
ਜ,/d͡ʒə/,The thirteenth consonant in Punjabi.,,
ਜਗ੍ਹਾ,/ɟə́ɡaː/,place,,
ਜਗ੍ਹਾ,/ɟə́ɡaː/,instead of,,
ਜਗ੍ਹਾ,/ɟə́ɡaː/,instead of,,
ਜਵਾਬ,/dʒəʋaːb/,"answer, response",,
ਜ਼ਨਾਨੀ,/zə.nɑː.niː/,"a woman, female human, wife",,
ਜਾਨਵਰ,/d͡ʒaːn.ʋəɾ/,"animal, beast",,
ਜਾਲ਼,/d͡ʒɑː.ɭᵊ/,"net, (figuratively) trap, ਉਹ ਆਪਣੇ ਜਾਲ਼ ਵਿੱਚ ਹੀ ਫਸ ਜਾਣ",,
ਜਿੱਤ,/d͡ʒɪt̪ːᵊ/,"victory, win",,
ਝ,/t͡ʃə̀/,The fourteenth consonant in Punjabi.,,
ਞ,/ɲə/,The fifteenth consonant in Punjabi.,,
ਟ,/ʈə/,The sixteenth consonant in Punjabi.,,
ਟੀਂਡਾ,/ʈiːɳ.ɖɑː/,"tinda, cotton boll, boll",,
ਟੱਟੀ,/ʈəʈːiː/,"(informal) faeces
Synonym: ਗੂੰਹ (gū̃h)",,
ਠ,/ʈʰə/,The seventeenth consonant in Punjabi.,,
ਡ,/ɖə/,The eighteenth consonant in Punjabi.,,
ਢ,/ʈə̀/,The nineteenth consonant in Punjabi.,,
ਢਿੱਡ,/ʈɪ᷆ɖː/,"(anatomy) belly, stomach",,
ਢਿੱਡੀ,/ʈɪ᷆ɖːi/,"tummy; Diminutive of ਢਿੱਡ
ਤੇਰੀ ਢਿੱਡੀ ਵਿਚ ਪੀੜ ਹੋ ਰਿਹੀ ਹੈ? ― terī ḍhiḍḍī vic pīṛ ho rihī hai? ― Is your belly hurting? (Talking to a child)",,
ਣ,/ɳə/,The twentieth consonant in Punjabi.,,
ਤਨਖ਼ਾਹ,/t̪ən.xɑːɦ/,"pay, salary, wages",,
ਤਵੀ,/tə.wiː/,a kind of large oblong iron plate used for baking bread,,
ਤਵੀ,/tə.wiː/,Tawi (a river in Jammu and Kashmir),,
ਤਾਂ,/t̪ɑ̃ː/,"that, then, so that, in that case",,
ਤਾਰਾ,/t̪aː.raː/,"star, Synonym: ਸਿਤਾਰਾ (sitārā)",,
ਤਿੰਨ,[t̪ɪn̪ː],three,,
ਤੁਹਾਡਾ,/t̪ʊ.ɦɑː˨.ɖɑː/,"genitive of ਤੂੰ (tū̃, “you”); your
ਤੁਹਾਡਾ ਘਰ ਵਧੀਆ ਹੈ।tuhāḍā ghar vadhīā hai.Your house is great.",,
ਤੂੰ,/t̪ũ/,you,,
ਤੌਲੀਆ,"/t̪ɔː.lɪ.ɑː, t̪ɔː.ɭɪ.ɑː/","towel, ਮੈਨੂੰ ਤੌਲੀਆ ਦੇ ਦਿਓ. ― mainū̃ taulīā de dio.",,
ਥ,/t̪ʰə/,The twenty-second consonant in Punjabi.,,
ਥੁੱਕ,/t̪ʰʊkːᵊ/,"spit, saliva",,
ਦ,/d̪ə/,The twenty-third consonant in Punjabi.,,
ਦਸ,/d̪əs/,ten,,
ਦੁਬਿੰਦੀ,/d̪ʊbɪnd̪iː/,colon,,
ਦੁਸ਼ਮਣ,/d̪ʊʃᵊ.məɳᵊ/,"enemy, villain",,
ਦੋਸਤ,/d̪oːst̪/,"a friend, companion, Synonyms: ਮਿੱਤ (mitta), ਮਿੱਤਰ",,
ਦੰਦ,/d̪ənd̪/,"tooth, Synonym: ਡੰਦ (ḍand)",,
ਦੱਸਣਾ,/d̪əsː.ɳɑː/,"to tell, explain, show",,
ਧ,/t̪ə̀/,The twenty-fourth consonant in Punjabi.,,
ਧੂੰਆਂ,/t̪ũ̀ː.ɑ̃ː/,"smoke, ਸ਼ਹਿਰ ਵਿਚੋਂ ਧੂੰਆਂ ਆ ਰਿਹਾ ਹੈśahir vicõ dhū̃ā̃",,
ਨਵਾਂ,/nə.ʋɑ̃ː/,"new, ਇਹ ਮੇਰਾ ਨਵਾਂ ਦੋਸਤ ਹੈ।iha merā navā̃ dosat hai.This",,
ਨਹੀਂ,/nəiː˦/,no,,
ਨਹੀਂ,/nəiː˦/,"a no, nay",,
ਨਿਕੱਮਾ,/nɪ.kəːmɑː/,"unemployed, without work, (usually derogatory) useless,",,
ਪ,/pə/,The twenty-sixth consonant in Punjabi.,,
ਪਤਲਾ,/pət̪.lɑː/,"thin, lean, slender, emaciate; weak, delicate; frail,",,
ਪਰ,/pər/,"wing, Synonyms: ਪੰਖ (paṃkh), ਖੰਭ (khaṃbh)",,
ਪਰ,/pər/,"last, past, next",,
ਪਰ,/pər/,"but, Synonyms: ਲੇਕਿਨ (lekin), ਮਗਰ (magar)",,
ਪਰ,/pər/,"last, past, next",,
ਪਰ,/pər/,"but, Synonyms: ਲੇਕਿਨ (lekin), ਮਗਰ (magar)",,
ਪਰ,/pər/,"but, Synonyms: ਲੇਕਿਨ (lekin), ਮਗਰ (magar)",,
ਪਾਣੀ,/pɑː.ɳiː/,"(chiefly) water, aqua, Synonyms: ਜਲ (jal), ਆਬ (āba),",,
ਪਿੱਠ,/pɪʈʰ/,"back (rear of the body), Synonym: ਢੂਹੀ (ḍhūhī)",,
ਪੀਣਾ,/piːɳɑː/,to drink,,
ਪੁੱਤਰ,/pʊt̪ː.əɾᵊ/,son,,
ਪੈਰ,/pɛːɾ/,foot,,
ਪ੍ਰਭੂ,/pɾə́.buː/,"lord, God",,
ਪੰਜ,/pənd͡ʒ/,five,,
ਪੰਜਾਬੀ,/pən.d͡ʒɑː.biː/,"Punjabi, or relating to the state of Punjab",,
ਪੰਜਾਬੀ,/pən.d͡ʒɑː.biː/,Punjabi (language),,
ਪੱਦਣਾ,/pəd̪.ɳaː/,to fart,,
ਫ,/pʰə/,The twenty-seventh consonant in Punjabi.,,
ਫਲਸਤੀਨ,/pʰələst̪iːn/,nuqtaless form of ਫ਼ਲਸਤੀਨ (falastīn),,
ਫ਼,/fə/,The fortieth consonant in Punjabi.,,
ਫ਼ਲਸਤੀਨ,/fələst̪iːn/,Palestine,,
ਬ,/bə/,The twenty-eighth consonant in Punjabi.,,
ਬਾਂਹ,/bɑ́ː/,(anatomy) arm,,
ਬਾਘ,/bɑ́ːɡ/,tiger,,
ਬਾਰਾਂ,/baːɾãː/,twelve,,
ਬਿੰਦੀ,/bɪnd̪iː/,dot,,
ਬੂਹਾ,/buː.ɦɑː/,"door, entrance",,
ਬੰਦਾ,/bən.d̪aː/,"man, male, Synonym: ਆਦਮੀ (ādamī), (dated) slave, servant",,
ਭ,/pə̀/,The twenty-ninth consonant in Punjabi.,,
ਭਰੋਸਾ,/pə˨.ɾoː˨.sɑː/,"trust, faith, confidence",,
ਭਾਈ,/pɑː˩˨.iː/,"brother, (informal) mister, sir; used to refer to any",,
ਭਾਰਤ,/pàːrət̪/,"India, Synonyms: ਹਿੰਦ (hind), ਹਿੰਦੁਸਤਾਨ (hindustān)",,
ਭਾਰਾ,/pɑː˩˨.ɾɑː/,"heavy, Synonym: ਭਾਰੀ (bhārī)",,
ਭਿੰਡੀ,/pɪɳ˩˨.ɖiː/,okra,,
ਮ,/mə/,The thirtieth consonant in Punjabi.,,
ਮਸੀਤ,/məsiːt̪ᵊ/,"mosque, ਮੈਂ ਮਸੀਤ ਚਲੀਆਂ ਵਾਂ।maĩ masīta calīā̃ vā̃.I",,
ਮਹਿੰਗਾ,/mɛ́ːŋɡaː/,"expensive, costly, Antonym: ਸਸਤਾ (sastā)",,
ਮਾਸੀ,/ˈmɑːs.siː/,aunt (mother's sister),,
ਮਿੱਟੀ,/mɪ.ʈiː/,clay,,
ਮੁੱਲ,/mʊlːᵊ/,"price; worth, Synonym: ਕ਼ੀਮਤ (qīmat)",,
ਮੈਂ,/mɛ̃ː/,I,,
ਮੋਟਾ,/moː.ʈaː/,"fat, large, ਤੂੰ ਹੁਣ ਬਹੁਤ ਮੋਟਾ ਹੋ ਗਿਆ ਹੈ!tū̃ huṇ bahut",,
ਮੱਛੀ,/mət͡ʃʰːiː/,"fish, Synonym: ਮੱਛ (maccha)",,
ਯ,/jə/,The thirty-first consonant in Punjabi.,,
ਰ,/ɾə/,The thirty-second consonant in Punjabi.,,
ਰਾਤ,/ɾaːt̪/,night,,
ਰੁੱਤ,/ɾʊt̪ːᵊ/,"season, weather",,
ਰੌਲ਼ਾ,/ɾɔː.ɭɑː/,"noise, uproar",,
ਰੱਬ,/rəbːᵊ/,"God, ਰੱਬ ਰਾਖਾrabba rākhāGod protector., Synonyms: ਵਾਹਿਗੁਰੂ",,
ਲ,/lə/,The thirty-third consonant in Punjabi.,,
ਲ਼,/ɭə/,The forty-first consonant in Punjabi.,,
ਲੂੰਬੜ,/luːmbəɽ/,"male fox, reynard",,
ਲੂੰਬੜੀ,/luːm.bɽiː/,"fox, vixen",,
ਲੈਣਾ,/lɛːɳɑː/,to take,,
ਲੋੜ,/loːɽᵊ/,"need, ਮਦਦ ਦੀ ਲੋਡ਼ ― madad dī loṛa ― need for help",,
ਵ,/ʋə/,The thirty-fourth consonant in Punjabi.,,
ਵਸਤੂ,/bəst̪/,"thing, object.",,
ਵਹੁਟੀ,/ʋɔ.ʈiː/,"wife
Synonym: ਪਤਨੀ (patnī)",,
ਵਾਰ,/ʋɑ̈ːɾᵊ/,"time, occasion, ਇੱਕ ਵਾਰ ― ikka vār ― once, ਵਾਰ-ਵਾਰ",,
ਵਾਲ,/ʋɑːl/,"hair, Synonym: ਕੇਸ (kes), ਤੁਹਾਡੇ ਵਾਲ ਵਿੱਚ ਕੀ ਘੁਸ ਗਿਆ",,
ਵਾਹਿਗੁਰੂ,/ʋɑːǽ.ɡʊ.ruː/,"(Sikhism) God, Guru Granth Sahib, Bhatt Gayand, translation",,
ਵਿਅਸਤ,/ʋjəst̪ᵊ/,"busy, preoccupied, Synonym: ਮਸਰੂਫ਼ (masrūf)",,
ਵਿਡਿਓ-ਗੇਮ,/ʋɪɖɪoː.ɡeːm/,"video game, ਅਸੀਂ ਇੱਕ ਵਿਡਿਓ-ਗੇਮ ਖੇਡ ਰਹੇ ਹਾਂ. ― asī̃",video game,vˈɪdɪoʊ ɡˈeɪm
ਵਿਸ਼ਾਣੂ,/ʋɪ.ʃɑːɳuː/,virus (a type of infectious organism),,
ਵਿੱਚ,/ʋɪtt͡ʃɪ̆/,in,,
ਵੀਰਾਨ,[ʋiːrɑːn],ruined,,
ਸ,/sə/,The fourth consonant in Punjabi.,,
ਸਰੀਰ,/sə.ɾiːɾ/,"(anatomy) body, bodily frame, Synonyms: ਪਿੰਡਾ (piṇḍā),",,
ਸਵੇਰੇ,/sə.ʋeː.ɾeː/,"at dawn, early tomorrow, in the morning, Synonym: ਸੁਬ੍ਹਾ",,
ਸ਼,/ʃə/,The thirty-sixth consonant in Punjabi.,,
ਸ਼ਲਗਮ,/ʃəlɡəm/,"turnip, Synonym: ਗੋਂਗਲੂ (goṅglū)",,
ਸ਼ਹਿਰ,/ʃɛ́ːɾ/,"city, town, urban area, ਮੈਂ ਇਸ ਸ਼ਹਿਰ ਵਿੱਚ ਰਹਿਂਦਾ ਹਾਂ।maĩ",,
ਸ਼ੱਕਰ,/ʃəkː(ə)ɾ/,sugar,,
ਸਾਰਾ,/sɑː.ɾɑː/,"whole, entire, ਸਾਰਾ ਦਿਨ ― sārā din ― all day, (in the",,
ਸਾਵਾ,/sɑː.ʋɑː/,green-colored,,
ਸਾਵਾ,/sɑː.ʋɑː/,green (color),,
ਸਾਹਿਬ,/sɑː˦.ɦəbᵊ/,"master, owner, lord, Synonym: ਮਾਲਕ (mālak)",,
ਸਾਹਿਬ,/sɑː˦.ɦəbᵊ/,"(Sikhism) God, Guru Granth Sahib, Guru Nanak, translation",,
ਸਿਰ,/sɪɾ/,head,,
ਸਿਰਹਾਣਾ,/sɪɾ.ɑː.ɳɑ/,pillow,,
ਸੋਹਣਾ,/sóː.ɳɑː/,handsome; beautiful,,
ਸੱਤ,/sət̪/,seven,,
ਹ,/ɦə/,The fifth consonant in Punjabi.,,
ਹਵਾ,[ɦə̀ʋä̌ː],"air, wind",,
ਹੋਣਾ,/ɦoː.ɳaː/,"to be, exist, ਉਹ ਆਦਮੀ ਕੌਣ ਹੈ?uha ādamī kauṇ hai?Who",,
ਹੜ੍ਹ,/ɦaɽʱ/,"flood, deluge, inundation",,
ਹੱਥ,/ɦət̪ːʰᵊ/,(anatomy) hand,,
ਾ,/äː/,The first diacritic in Punjabi.,,
ਿ,/ɪ/,The second diacritic in Punjabi.,,
ੀ,/iː/,The third diacritic in Punjabi.,,
ੁ,/ʊ/,The fourth diacritic in Punjabi.,,
ੂ,/uː/,The fifth diacritic in Punjabi.,,
ੇ,/e/,The sixth diacritic in Punjabi.,,
ੈ,/ɛ/,The seventh diacritic in Punjabi.,,
ੋ,/o/,The eighth diacritic in Punjabi.,,
ੌ,/ɔ/,The ninth diacritic in Punjabi.,,
