L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
abimé,/abiˈme/,to destroy,,
alegà,/aleˈɡa/,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",,
alfabet,/alfaˈbet/,alphabet,,
alman,/al(ə)ˈmaŋ/,"German
Synonym: tedesch",,
alman,/al(ə)ˈmaŋ/,"German
Synonym: tedesch",,
alterné,/alterˈne/,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",,
alteré,/alteˈre/,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",,
alvé,/alˈve/,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",,
anciova,/aŋˈtʃʊ.va/,anchovy,,
anguila,/aŋˈɡɥila/,eel,,
apress,/apɾes/,"after, I andrai apres avèj netià. ― I will go after",,
apress,/apɾes/,afterwards,,
aram,/aˈram/,copper,,
assieta,/aˈsjeta/,"dish, platter",,
autor,/awˈtur/,author,,
autorità,/awturiˈta/,authority,,
avocat,/avuˈkat/,lawyer,,
avèj,/aˈvɛj/,to have,,
balé,/baˈle/,to dance,,
bonet,/bʊˈnɛt/,"A bonnet or cap., (by extension) A sort of rounded",bonet,bˈɑːnɪt
brila,/ˈbrila/,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",,
bërgé,/bəɾˈd͡ʑe/,shepherd,,
cadrega,/kaˈdre.ɡa/,chair,,
cambi,/ˈkambi/,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",,
caminé,/kamiˈne/,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",,
campé,/kamˈpe/,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",,
cantant,/kaŋˈtaŋt/,singer,,
capacità,/kapat͡ʃiˈta/,capacity,,
car,/kar/,dear,,
carità,/kariˈta/,charity,,
carn,/karŋ/,flesh,,
carnal,/karˈnal/,carnal,,
castel,/kasˈtel/,castle,,
catedral,/kateˈdral/,cathedral,,
catàstrofe,/kaˈtastrufe/,catastrophe,,
catòlich,/kaˈtɔlik/,catholic / Catholic,,
certificà,/t͡ʃɛrtifiˈka/,certificate,,
chiri,/ˈkiri/,overcoat,,
chiromant,/kiruˈmaŋt/,chiromancer,,
chitara,/kiˈtara/,guitar,,
ciclon,/t͡ʃiˈkluŋ/,cyclone,,
classe,/ˈklase/,class,,
colaboré,/kulabuˈre/,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",,
colega,/kuˈleɡa/,colleague,,
colé,/kuˈle/,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",,
comità,/kumiˈta/,committee,,
