L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
Aga,/ˈa.ɡa/,"The Hague (a city, the administrative capital of the",,
ai,/aj/,eye,eye,ˈaɪ
ai,/aj/,yes,aye,ˈaɪ
ai,/aj/,yes,aye,ˈaɪ
apresina,/apreˈsina/,orange (fruit),,
asema,/aˈse.ma/,A vampire who has the appearance of an elderly person,,
bai,/bai̯/,to buy,buy,bˈaɪ
bangi,/ˈba.ŋi/,"bank (financial institution), stool, bench, sandbank",bank,bˈæŋk
barki,/ˈbarki/,"beam, rafter, bolt",,
barki,/ˈbarki/,"boat, barque",bark,bˈɑː͡ɹk
barki,/ˈbarki/,"conspiracy, plot, agreement, scheme",bargain,bˈɑː͡ɹɡɪn
barki,/ˈbarki/,"(before 1865, obsolete) 100 Dutch guilders, (1865 to",bargain,bˈɑː͡ɹɡɪn
barki,/ˈbarki/,"boat, barque",bark,bˈɑː͡ɹk
barki,/ˈbarki/,"conspiracy, plot, agreement, scheme",bargain,bˈɑː͡ɹɡɪn
barki,/ˈbarki/,"(before 1865, obsolete) 100 Dutch guilders, (1865 to",bargain,bˈɑː͡ɹɡɪn
barki,/ˈbarki/,"conspiracy, plot, agreement, scheme",bargain,bˈɑː͡ɹɡɪn
barki,/ˈbarki/,"(before 1865, obsolete) 100 Dutch guilders, (1865 to",bargain,bˈɑː͡ɹɡɪn
barki,/ˈbarki/,"(before 1865, obsolete) 100 Dutch guilders, (1865 to",bargain,bˈɑː͡ɹɡɪn
batra,/ˈba.tra/,bottle,bottle,bˈɑːɾəl
batyaw,/baˈt͡ʃaw/,salt cod,,
bedi,/ˈbe.di/,bed,bed,bˈɛd
begi,/ˈbe.ɡi/,"to beg, to pray",beg,bˈɛɡ
begi,/ˈbe.ɡi/,prayer,beg,bˈɛɡ
bere,/ˈbe.re/,"belly, stomach, womb",belly,bˈɛli
beri,/ˈbe.ri/,to bury,bury,bˈɛɹi
bigi,/ˈbi.ɡi/,big,big,bˈɪɡ
bigin,/biˈɡin/,"begin, start",begin,bɪɡˈɪn
bigin,/biˈɡin/,"beginning, start",begin,bɪɡˈɪn
bika,/ˈbika/,because,because,bɪkˈʌz
bikasi,/biˈkasi/,because,because,bɪkˈʌz
bikasi,/biˈkasi/,because of,because,bɪkˈʌz
biri,/ˈbi.ri/,beer,,
