L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
aks,[ʔaks],water,,
aks,[ʔaks],"(transitive, intransitive) drink",,
hana'a,[hənɑʔɑ],woman,,
k'oon,[qʔɔːn],the northern fur seal (Callorhinus ursinus),,
muus,[muːs],moose,moose,mˈuːs
