L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
Ⴀ,[ɑ],First letter of the Georgian alphabet (Asomtavruli form). Its name is an ([ɑn]) and it is followed by Ⴁ (Ⴁ). It is the equivalent of the standard Mkhedruli form ა (a).,,
Ⴁ,/b/,Second letter of the Georgian alphabet (Asomtavruli form). Its name is ban ([bɑn]) and it is preceded by Ⴀ (Ⴀ) and followed by Ⴂ (Ⴂ). It is the equivalent of the standard Mkhedruli form ბ (b).,,
Ⴂ,/ɡ/,Third letter of the Georgian alphabet (Asomtavruli form). Its name is gan ([ɡɑn]) and it is preceded by Ⴁ (Ⴁ) and followed by Ⴃ (Ⴃ). It is the equivalent of the standard Mkhedruli form გ (g).,,
Ⴃ,[d̪],Fourth letter of the Georgian alphabet (Asomtavruli form). Its name is don ([d̪ɔn]) and it is preceded by Ⴂ (Ⴂ) and followed by Ⴄ (Ⴄ). It is the equivalent of the standard Mkhedruli form დ (d).,,
Ⴄ,[ɛ],Fifth letter of the Georgian alphabet (Asomtavruli form). Its name is en ([ɛn]) and it is preceded by Ⴃ and followed by Ⴅ. It is the equivalent of the standard Mkhedruli form ე (e).,,
Ⴅ,[v],Sixth letter of the Georgian alphabet (Asomtavruli form). Its name is vin ([vɪn]) and it is preceded by Ⴄ and followed by Ⴆ. It is the equivalent of the standard Mkhedruli form ვ (v).,,
Ⴍ,/ɔ/,Sixteenth letter of the Georgian alphabet (Asomtavruli form). Its name is on ([ɔn]) and it is preceded by Ⴢ and followed by Ⴎ. It is the equivalent of the standard Mkhedruli form ო (o).,,
ა,/a/,"First letter of the Georgian alphabet, transliterated as а. Its name is an and it is followed by ბ.",,
ა-,/a/,"Indicates movement from low to high/down to up, Derives",,
ააბარგებს,/aabarɡɛbs/,(transitive) to make (someone) move house,,
ააგდებს,/aaɡdɛbs/,(transitive) to throw (something) up,,
ააგიზგიზებს,/aaɡizɡizɛbs/,"(transitive) to start a strong, roaring fire",,
აადვილებს,/aadvilɛbs/,to make easy,,
აალებადი,/aalɛbadi/,flammable,,
აამებს,/aamɛbs/,"(transitive) to bring pleasure to
მისმა საჩუქარმა ძალიან მაამაmisma sačukarma ʒalian maamaHis present delighted me very much",,
აბა,/aba/,"so, well, now, right; Used for attention, threat, amazement and question
აბა, სად მივდივართ?aba, sad mivdivart?So, where are we going?
აბა, წადი სახლშვი ახლავეaba, c̣adi saxlšvi axlave[Right, so,] go home right now!
აბა, ეს ვის გაუგია?aba, es vis gaugia?Right, who's even heard about this?",,
აბაზანა,/abazana/,bathtub,,
აბაზაშვილი,/abazaʃvili/,A  surname​.,,
აბაზი,/abazi/,"(numismatics) abazi, 20 kopeck coin",,
აბაიაძე,/abaiad͡zɛ/,A  surname​.,,
აბაიშვილი,/abaiʃvili/,A  surname​.,,
აბაკი,/abakʼi/,abacus,,
აბამს,/abams/,(transitive) to tie up,,
აბანო,/abanɔ/,"bathroom, bathhouse",,
აბანოზი,/abanɔzi/,ebony,,
აბაჟური,/abaʒuri/,lampshade,,
აბარებს,/abarɛbs/,to apply to university,,
აბასაშვილი,/abasaʃvili/,A  surname​.,,
აბატი,/abatʼi/,abbot,,
აბაშვილი,/abaʃvili/,A  surname​.,,
აბაშიშვილი,/abaʃiʃvili/,A  surname​.,,
აბგა,/abɡa/,shoulder bag,,
აბდა-უბდა,/abdaubda/,"blowzy, mix-up",,
აბდაუბდა,/abdaubda/,nonsense,,
აბედი,/abɛdi/,"tinder, touchwood; amadou, აბედის სოკო ― abedis soḳo",,
აბეზღებს,/abɛzɣɛbs/,"(transitive) to  rat out, to tell on someone, to peach
ხალხი ერთმანეთს აბეზღებს.xalxi ertmanets abezɣebs.People peach each other.",,
აბელაშვილი,/abɛlaʃvili/,A  surname​.,,
აბელი,/abɛli/,Abe,,
აბელიანი,/abɛliani/,A small village in Georgia,,
აბეწვაშვილი,/abɛt͡sʼvaʃvili/,A  surname​.,,
აბზაცი,/abzat͡si/,paragraph,,
აბზინდა,/abzinda/,absinthe wormwood (Artemisia absinthium),,
აბზინდა,/abzinda/,buckle,,
აბზინდა,/abzinda/,buckle,,
აბი,/abi/,pill (small portion of a drug or drugs to be taken,,
აბიაშვილი,/abiaʃvili/,A  surname​.,,
აბიბინებს,/abibinɛbs/,"(transitive) to make (a tree, plant etc.) sway",,
აბლაგვებს,/ablaɡvɛbs/,"to dull, to blunt",,
აბლაუტი,/ablautʼi/,ablaut,,
აბრამაშვილი,/abramaʃvili/,A  surname​.,,
აბრამიშვილი,/abramiʃvili/,A  surname​.,,
აბსოლუტური,/absɔlutʼuri/,absolute,,
აბსტრაქტული,/abstʼrakʰtʼuli/,abstract,,
აბსტრაქცია,/abstʼrakʰt͡sia/,"abstract, abstraction",,
აბსურდული,/absurduli/,absurd,,
აბსურდულობა,/absurdulɔba/,absurdity,,
აბუაშვილი,/abuaʃvili/,A  surname​.,,
აბულაშვილი,/abulaʃvili/,A  surname​.,,
აბურძგნილი,/aburd͡zɡnili/,shaggy,,
აბუსერიძე,/abusɛrid͡zɛ/,A  surname​.,,
აბშილავა,/abʃilava/,A  surname​.,,
აგარა,/aɡara/,"dacha, country house",,
აგბობს,/aɡbɔbs/,(obsolete) to boil,,
აგდებული,/aɡdɛbuli/,contemptuous,,
აგებინებს,/aɡɛbinɛbs/,to apprise,,
აგებს,/aɡɛbs/,(transitive) to lose,,
აგენტი,/aɡɛntʼi/,agent,,
აგენტურა,/aɡɛntʼura/,espionage,,
აგვირგვინებს,/aɡvirɡvinɛbs/,"(transitive, archaic) to crown, (transitive, figuratively)",,
აგვისტო,/aɡvistʼɔ/,August,,
აგზნებადობა,/aɡznɛbadɔba/,excitability,,
აგიდელი,/aɡidɛli/,"Agidel, a city in Russia",,
აგინებს,/aɡinɛbs/,"(transitive) to cuss, curse, scold",,
აგიტატორი,/aɡitʼatʼɔri/,agitator,,
აგლომერაცია,/aɡlɔmɛrat͡sia/,"agglomeration, conurbation",,
აგნოსტიკური,/aɡnɔstʼikʼuri/,agnostic,,
აგონია,/aɡɔnia/,agony,,
აგორებს,/aɡɔrɛbs/,"to bowl, to wheel, to trundle",,
აგრეთვე,/aɡrɛtʰvɛ/,"both, either, item, too",,
აგრესიულად,/aɡrɛsiulad/,"aggressively, belligerently",,
აგრესიული,/aɡrɛsiuli/,"aggressive, belligerent",,
აგრესიულობა,/aɡrɛsiulɔba/,aggressiveness,,
აგრესორი,/aɡrɛsɔri/,aggressor,,
აგროვებს,/aɡrɔvɛbs/,"to collect, to mass, to gather",,
აგრძელებს,/aɡrd͡zɛlɛbs/,"to lengthen, to make longer",,
აგური,/aɡuri/,"brick, (card games) diamonds",,
ადათი,/adatʰi/,"custom, Synonyms: ზნე (zne), ჩვეულება (čveuleba), წესი",,
ადამაშვილი,/adamaʃvili/,A  surname​.,,
ადამი,/adami/,Adam,,
ადამიანი,/adamiani/,"human, person, Synonyms: კაცი (ḳaci), პირი (ṗiri),",,
ადამიანური,/adamianuri/,human,,
ადაპტაცია,/adapʼtʼat͡sia/,adaptation,,
ადარებს,/adarɛbs/,(ditransitive) to compare with,,
ადარნასე,/adarnasɛ/,A male given name,,
ადგენს,/adɡɛns/,"(transitive) to establish (a rule, etc.)",,
ადგილას,/adɡilas/,"in (one's) stead, if someone were someone
თქვენს ადგილას მე თავს მოვიკლავდი
t'k'vens adgilas me t'avs moviklavdi
If I were you, I would kill myself
სხვა მის ადგილას გაიქცეოდა
sxva mis adgilas gaik'c'eoda
Other would run away in his stead",,
ადგილი,/adɡili/,place,,
ადევნებს,/adɛvnɛbs/,to follow,,
ადეიშვილი,/adɛiʃvili/,A  surname​.,,
ადეკვატურად,/adɛkʼvatʼurad/,adequately,,
ადეკვატური,/adɛkʼvatʼuri/,adequate,,
ადეკვატურობა,/adɛkʼvatʼurɔba/,adequacy,,
ადეპტი,/adɛpʼtʼi/,adept,,
ადიკაშვილი,/adikʼaʃvili/,A  surname​.,,
ადის,/adis/,to go upwards,,
ადიულტერი,/adiultʼɛri/,adultery,,
ადიუტანტი,/adiutʼantʼi/,adjutant,,
ადმინისტრაციულად,/administʼrat͡siulad/,administratively,,
ადმინისტრაციული,/administʼrat͡siuli/,administrative,,
ადმირალი,/admirali/,(military) admiral,,
ადოლაშვილი,/adɔlaʃvili/,A  surname​.,,
ადრე,/adrɛ/,"early, in the past",,
ადრენალინი,/adrɛnalini/,adrenalin,,
ადრესატი,/adrɛsatʼi/,addressee,,
ადრეული,/adrɛuli/,early,,
ადრიანე,/adrianɛ/,Adrian,,
ადრიანი,/adriani/,early,,
ადუაშვილი,/aduaʃvili/,A  surname​.,,
ადუღებს,/aduɣɛbs/,to boil,,
აეროდინამიკა,/aɛrɔdinamikʼa/,aerodynamics,,
აეროდრომი,/aɛrɔdrɔmi/,"aerodrome, airdrome",,
აეროზოლი,/aɛrɔzɔli/,aerosol,,
აეროპორტი,/aɛrɔpʼɔrtʼi/,airport,,
აეშლება,/aɛʃlɛba/,"to have (fur, hair, etc.) bristling up",,
ავად,/avad/,"sick, ill",,
ავადმყოფი,/avadmqʼɔpʰi/,"ill, invalid, sick, unhealthy, valetudinarian",,
ავადმყოფობა,/avadmqʼɔpʰɔba/,"ailment, illness, malady, sickness, ail",,
ავადმყოფობს,/avadmqʼɔpʰɔbs/,(intransitive) to be ill frequently,,
ავადმყოფურად,/avadmqʼɔpʰurad/,morbidly,,
ავაზანი,/avazani/,(chemistry) distillation retort (a hermetically sealed,,
ავალდებულებს,/avaldɛbulɛbs/,"to obligate, to oblige",,
ავანაშვილი,/avanaʃvili/,A  surname​.,,
ავანგარდი,/avanɡardi/,"avant-garde, vanguard",,
ავანპოსტი,/avanpʼɔstʼi/,outpost,,
ავანტიურული,/avantʼiuruli/,picaresque,,
ავარდება,/avardɛba/,to move up quickly or hurriedly,,
ავარია,/avaria/,"vehicle crash, wreck, breakdown",,
ავბედითი,/avbɛditʰi/,sinister,,
ავგაროზაშვილი,/avɡarɔzaʃvili/,A  surname​.,,
ავდარი,/avdari/,"bad weather, rainy weather",,
ავეჯი,/avɛd͡ʒi/,furniture,,
ავზი,/avzi/,"sink, tank",,
ავზნიანი,/avzniani/,ill-natured,,
ავთანდილაშვილი,/avtʰandilaʃvili/,A  surname​.,,
ავთვისებიანი,/avtʰvisɛbiani/,"cancerous, malignant",,
ავი,/avi/,"currish, wicked, evil",,
ავიაკომპანია,/aviakʼɔmpʼania/,airline,,
ავიატორი,/aviatʼɔri/,aviator,,
ავიაქარხანა,/aviakʰarxana/,aircraft factory,,
ავიაცია,/aviat͡sia/,aviation,,
ავიახაზი,/aviaxazi/,airline,,
ავინიონი,/aviniɔni/,Avignon,,
ავისმომასწავებლად,/avismɔmast͡sʼavɛblad/,"inauspiciously, ominously",,
ავიწროვებს,/avit͡sʼrɔvɛbs/,(transitive) to oppress,,
ავკაცი,/avkʼat͡si/,"evil-doer, villain",,
ავკოფაშვილი,/avkʼɔpʰaʃvili/,A  surname​.,,
ავლაბარი,/avlabari/,Avlabari,,
ავლახაშვილი,/avlaxaʃvili/,A  surname​.,,
ავლებს,/avlɛbs/,"to dip, to rinse",,
ავლოხაშვილი,/avlɔxaʃvili/,A  surname​.,,
ავრორა,/avrɔra/,aurora,,
ავრცელებს,/avrt͡sɛlɛbs/,"to pervade, to spread",,
ავრცობს,/avrt͡sɔbs/,"(transitive) to elaborate, to expand on (speech, idea)",,
ავსაჯანაშვილი,/avsad͡ʒanaʃvili/,A  surname​.,,
ავსაჯანიშვილი,/avsad͡ʒaniʃvili/,A  surname​.,,
ავსებული,/avsɛbuli/,"replete, filled, primed",,
ავსტრალია,/avstʼralia/,Australia (a continent and country in Oceania),,
ავსტრალიური,/avstʼraliuri/,Australian,,
ავსტრია,/avstʼria/,Austria (a country in Europe),,
