L2_orth,L2_ipa,L2_gloss,L2_etym
Fēpueli,fˈɛbɹuːˌɛɹi,February.,February
hisitōlia,hˈɪstɚɹi,history (past events).,history
kalasi,klˈæs,"A class, Pamphlets in the Tonga language, ""Koe Hisitolia",class
konisitūtone,kˌɑːnstɪtˈuːʃən,constitution.,constitution
kulupu,ɡɹˈuːp,group,group
Maʻasi,mˈɑː͡ɹt͡ʃ,March.,March
Mē,mˈeɪ,May.,May
Nōvema,noʊvˈɛmbɚ,November.,November
palemia,pɹəmˈɪɹ,premier; prime minister.,premier
Pilitānia,bɹˈɪtən,Great Britain,Britain
Sānuali,d͡ʒˈænjuːˌɛɹi,January.,January
Sēpitema,sɛptˈɛmbɚ,September.,September
Siaosi,d͡ʒˈɔː͡ɹd͡ʒ,"A male given name used, among others, by Tongan royalty.",George
Siulai,d͡ʒuːlˈaɪ,July.,July
Sune,d͡ʒˈuːn,June.,June
Tisema,dᵻsˈɛmbɚ,December.,December
ʻAokosi,ˈɔːɡəst,August.,August
ʻEpeleli,ˈeɪpɹəl,April.,April
ʻinisēkite,ˈɪnsɛkt,insect.,insect
ʻOkatopa,ɑːktˈoʊbɚ,October.,October
