L2_orth,L2_ipa,L2_gloss,L2_etym
akis,ˈæstɚɹˌɪsk ˈæk,"(anatomy) eye, loop (knitting, etc.); hole in a mesh",*ak-
algoritmas,ˈælɡɚɹˌɪθəm,algorithm,algorithm
angliškas,ˈæŋɡləz,English,anglas
ašara,ɐsˈɑː͡ɹɹə,"tear, pearl",asara
basas,ˈæstɚɹˌɪsk bˈæs,"bare, barefoot",*basás
beržas,ˈæstɚɹˌɪsk bˈɜːzəz,"birch, 1911,  Zigmas Gaidamavičius-Gėlė,  Beržai:Balti,",*berźas
bitė,ˈæstɚɹˌɪsk bˈaɪt,bee,*bitē
bokštas,bˈæsztə,"tower, (chess) rook, castle",baszta
buldogas,bˈʊldɑːɡ,bulldog,bulldog
devyni,dˈiː,nine,d
gėjus,ɡˈeɪ,a gay man,gay
-iškas,ˈæstɚɹˌɪsk ˈɪskoʊz,A suffix that generally forms adjectives from nouns:,*-iskos
kalnas,ˈæstɚɹˌɪsk kˈælnəz,"(geography) hill, mountain, heap, mountain (a large",*kalˀnas
kompiuteris,kəmpjˈuːɾɚ,(computing) computer,computer
laukas,lˈɔːks,"field (land area free of woodland, settlements; land",lauks
liaudis,ˈæstɚɹˌɪsk ˈɛld͡ʒˈɔːdiz,"(singular only) people, (genitive) folk, liaudies muzika",*ljaudis
lizdas,ˈæstɚɹˌɪsk ˈɛn,"(of birds, bugs etc.) nest, šarkos/varnos lizdas[3]",*n
obuolys,ˈæstɚɹˌɪsk ˈeɪt͡ʃ tˈuː bˈɑːl,apple,*h₂ébōl
per,ˈæstɚɹˌɪsk pˈɛɹi,"through, during",*peri
piktas,pˈɪkts,"angry, (archaic) evil",pikts
plaukti,ˈæstɚɹˌɪsk plˈuːk,"to swim, to float",*plewk-
raudonas,ˈæstɚɹˌɪsk ɹˈɔːdəz,"red, ruddy, reddish, rubicund, rouge",*raudas
rikis,ˈæstɚɹˌɪsk ˈeɪt͡ʃ θɹˈiː ˈɑː͡ɹˈɛs,"(chess) bishop, knight, A military commander in medieval",*h₃rḗǵs
rugys,ˈæstɚɹˌɪsk ɹˈʌɡ,(mostly in plural) rye,*rugís
sakyti,ˈæstɚɹˌɪsk sˈɛk,"(transitive, with accusative) to say, to tell",*sekʷ-
siūti,ˈæstɚɹˌɪsk sˈɪʌ wˈʌn,"(transitive, with accusative) to sew",*syuh₁-
stovėti,ˈæstɚɹˌɪsk stˈɑː,"to stand, to be in a standing position",*stā-
sėdėti,ˈæstɚɹˌɪsk sˈɛdtˈeɪ,to sit,*sēdḗˀtei
vardas,ˈæstɚɹˌɪsk wˈɔː͡ɹdə,name[1],*warda-
vėjas,ˈæstɚɹˌɪsk ˈeɪt͡ʃ tˈuː wˈeɪ wˈʌn,wind,*h₂weh₁-
šalis,ˈæstɚɹˌɪsk lˈɪs,"land, region, periphery, province, county or a greater",*ḱól-i-s
šviesa,wˈaɪt,light,white
