L2_orth,L2_ipa,L2_gloss,L2_etym
badjigal,bˈaɪsɪkəl,bicycle,bicycle
bulanggi,blˈæŋkɪt,blanket,blanket
gabi,kˈɔfi,coffee,coffee
gabi,kˈɔfi,coffee,coffee
milambaraay,mˈɪlk,cow,milk
nhuubala,nuːfˈɛlə,new,"""new-fella"""
tharrawurra,tɹˈaʊsɚz,"pants, trousers",trousers
wadjiin,wˈaɪt d͡ʒˈɪn,"a white woman, a European woman","""white gin"""
yurraamu,ɹˈʌm,alcohol,rum
