L2_orth,L2_ipa,L2_gloss,L2_etym
adal,ˈæstɚɹˌɪsk ɐ ɐlˈæz,noble,*aþalaz
adal,ˈæstɚɹˌɪsk ɐ ɐlˈæz,"nobility, noble race",*aþalaz
adal,ˈæstɚɹˌɪsk ɐ ɐlˈæz,"nobility, noble race",*aþalaz
after,ˈæstɚɹˌɪsk ˈæftɚ,"after, after zweim tagonafter two days, according to,",*after
after,ˈæstɚɹˌɪsk ˈæftɚ,"behind, after, back",*after
al,ˈæstɚɹˌɪsk ˈæl,eel,*āl
al,ˈæstɚɹˌɪsk ˈæl,eel,*āl
alt,ˈæstɚɹˌɪsk ˈɔːld,"old, miti thên altôn ― with the elders",*ald
andar,ˈæstɚɹˌɪsk ɐn ɪɹˈæz,"second, other",*anþeraz
apful,ˈæstɚɹˌɪsk ɐplˈuː,(botany) apple,*applu
arg,ˈæstɚɹˌɪsk ˈɑː͡ɹɡæz,"bad, wicked, godless",*argaz
arm,ˈæstɚɹˌɪsk ˈɑː͡ɹm,(anatomy) arm,*arm
arm,ˈæstɚɹˌɪsk ˈɑː͡ɹm,"poor, miserable",*arm
arm,ˈæstɚɹˌɪsk ˈɑː͡ɹm,"poor, miserable",*arm
bald,ˈæstɚɹˌɪsk bˈæl,"bold, quick",*balþ
bittar,ˈæstɚɹˌɪsk bˈɪtɹæz,bitter,*bitraz
blao,ˈæstɚɹˌɪsk blˈaʊ,blue,*blāu
blint,ˈæstɚɹˌɪsk blˈaɪnd,blind,*blind
blodi,ˈæstɚɹˌɪsk blˈaʊ,weak,*blauþiz
bloz,ˈæstɚɹˌɪsk blˈɔːɾæz,"bare, naked",*blautaz
busk,ˈæstɚɹˌɪsk bˈʌsk,bush,*busk
chalo,kˈɑːloʊ,bald,kalo
derb,ˈæstɚɹˌɪsk ˈɜːbæz,unleavened,*þerbaz
dese,ˈæstɚɹˌɪsk,this,*þat
din,ˈæstɚɹˌɪsk,genitive singular of du,*þīn
din,ˈæstɚɹˌɪsk,your (singular),*þīn
dringan,ˈæstɚɹˌɪsk ɹɪnhwˈɑːnə,to press,*þrinhwaną
du,ˈæstɚɹˌɪsk,"thou, you (second-person singular pronoun), 6th-7th",*þū
dunni,ˈæstɚɹˌɪsk ʌnni,thin,*þunnī
eban,ˈæstɚɹˌɪsk ˈɛbən,"plain, even",*ebn
eid,ˈæstɚɹˌɪsk ˌeɪˈaɪ,oath,*aiþ
eigan,ˈæstɚɹˌɪsk ˈeɪɡən,own,*aigan
eigan,ˈæstɚɹˌɪsk ˈeɪɡən,"possession, property",*aigan
era,ˈæstɚɹˌɪsk ˈeɪuː,"honour, renown, respect",*aiʀu
erda,ˈæstɚɹˌɪsk ˈɜː,"(astronomy) The Earth, earth, ground, soil",*erþu
ewa,ˈæstɚɹˌɪsk ˈeɪw,"law, eternity, marriage",*aiw
fora,ˈæstɚɹˌɪsk fˈɔː͡ɹ,"before, against, in the presence of",*forē
fuotar,ˈæstɚɹˌɪsk fˈɑːdɹə,fodder,*fōdrą
fuotar,ˈæstɚɹˌɪsk fˈɑːdɹə,"sheath, scabbard",*fōdrą
fuotar,ˈæstɚɹˌɪsk fˈɑːdɹə,"Joseph Wright, 'An Old High German Primer, Second Edition'",*fōdrą
fuotar,ˈæstɚɹˌɪsk fˈɑːdɹə,"sheath, scabbard",*fōdrą
fuotar,ˈæstɚɹˌɪsk fˈɑːdɹə,"Joseph Wright, 'An Old High German Primer, Second Edition'",*fōdrą
gern,ˈæstɚɹˌɪsk d͡ʒˈɜːn,"willing, eager",*gern
heiz,ˈæstɚɹˌɪsk hˈeɪt,hot,*hait
helliruna,hˈɛlə,"necromancy, sorcery",hella
hiutu,hˈɪuː tˈɑːɡuː,today,hiu tagu
ih,ˈæstɚɹˌɪsk ˈɪk,I,*ik
irri,ɪˈɛɹ,confused,ierre
iuwar,ˈæstɚɹˌɪsk ˈɪjuːwˌɔː͡ɹ,your (plural form),*iuwar
kirihha,ˈæstɚɹˌɪsk kˈɪɹɪkə,church,*kirikā
lant,lˈænd,"land, country",land
mih,ˈæstɚɹˌɪsk mˈɛk,me accusative singular of ih,*mek
mih,ˈæstɚɹˌɪsk mˈɛk,"Joseph Wright, ""An Old High German Primer, Second Edition""",*mek
niozan,ˈæstɚɹˌɪsk nˈuːtən,"to use, to make use of, to enjoy",*neutan
ora,ˈæstɚɹˌɪsk ˌoʊz,ear (organ of hearing),*ausô
ora,ˈæstɚɹˌɪsk ˌoʊz,"Joseph Wright, An Old High German Primer, Second Edition",*ausô
rihhi,ˈæstɚɹˌɪsk ɹˈɪki,rich,*rīkī
rihhi,ˈæstɚɹˌɪsk ɹˈɪki,"empire, kingdom, realm",*rīkī
