L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
અ,[ə],The first vowel in Gujarati,,
અં,/ə̃ː/,The twelfth vowel in Gujarati,,
અંક,/ˈəŋ.kə/,"number, Synonyms: નંબર (nambar), ક્રમાંક (kramā̃k)",,
અંકગણિત,/ˈəŋ.kəɡ.ɳɪt̪/,arithmetic,,
અગિયાર,/əɡijɑɾ/,eleven,,
અછબડા,/ˈə.t͡ʃʰəb.ɖɑ/,chicken pox,,
અઢાર,/əɖʱɑɾ/,eighteen,,
અતંત્રતા,/ə.t̪ən.t̪ɾə.t̪ɑ/,"chaos, anarchy, confusion, disorder",,
અતિથિ,/ˈə.t̪ɪ.t̪ʰɪ/,"guest, visitor (particularly one with no set date of",,
અતિશય,/ˈə.t̪ɪ.ʃəj/,"extremely, highly, greatly",,
અધિકાર,/ˈə.d̪ʱɪ.kɑɾ/,"authority, power, jurisdiction, dominion, Synonyms:",,
અધુના,/ˈə.d̪ʱu.nɑ/,"now, Synonym: ઓણ (oṇa)",,
અનિદ્રા,/ˈə.nɪd̪.ɾɑ/,insomnia,,
અનુભવ,/ˈə.nu.bʱəʋ/,experience,,
અન્ય,/ˈən.jə/,"other; another, different",,
અભિમાન,/ˈə.bʱɪ.mɑn/,"pride, arrogance",,
અમૂર્ત,/ˈə.muɾt̪/,"abstract, shapeless, formless",,
અરિ,/ˈə.ɾɪ/,"foe, enemy, 1928,  ઝવેરચંદ કાળીદાસ મેઘાણી,  “ચારણ-કન્યા”,",,
અર્થ,/ˈəɾt̪ʰ/,"meaning, definition",,
અહીં,/ˈə.ɦĩ/,"here, હું અહીં રહું છું.hũ ahī̃ rahũ chũ.I live here.,",,
અહીંતહીં,/ˈə.ɦĩ.t̪ə.ɦĩ/,here and there,,
આ,/ɑ̈/,The second vowel in Gujarati.,,
આ,/ɑ̈/,"this (proximal), આ છોકરોā chokrothis boy",,
આ,/ɑ̈/,"this, he, she; third person nominative singular proximal",,
આ,/ɑ̈/,"this (proximal), આ છોકરોā chokrothis boy",,
આ,/ɑ̈/,"this, he, she; third person nominative singular proximal",,
આઠ,/ɑʈʰə/,eight,,
ઇ,/ɪ/,The third vowel in Gujarati.,,
ઇમ્ફાલ,/ˈɪm.pʰɑl/,"Imphal (a city, the state capital of Manipur, India)",,
ઈ,/iː/,The fourth vowel in Gujarati,,
ઉ,/u/,The fifth vowel in Gujarati.,,
ઊ,/uː/,The sixth vowel in Gujarati.,,
ઋ,/ɾu/,The seventh vowel in Gujarati.,,
એ,/e/,The eighth letter of the Gujarati script.,,
એ,/e/,"third person singular distal personal pronoun: he,",,
એ,/e/,"third person singular distal personal pronoun: he,",,
એક,/ekə/,one,,
એક,/ekə/,"a, an (indefinite article)",,
ઐતિહાસિક,/ˈəɪ.t̪ɪ.ɦɑ.sɪk/,"historic, historical",,
ઓ,/o/,The tenth consonant in Gujarati.,,
ઓગણીસ,/oɡəɳis/,nineteen,,
ઓણ,/ˈo.ɳə/,"this year, (by extension) currently",,
ઔ,/əʋ/,The eleventh vowel in Gujarati.,,
ક,/kə/,The first consonant in Gujarati.,,
કમળ,/ˈkə.məɭ/,"lotus, Synonym: પદ્મ (padma), (botany) stigma, Synonym:",,
કરચોરી,/ˈkəɾ.t͡ʃo.ɾi/,tax evasion,,
કાંઠો,/ˈkɑ̃.ʈʰo/,"coast, bank, Synonyms: કિનારો (kināro), તટ (taṭ)",,
ક્રીડા,/ˈkɾi.ɖɑ/,"play, sport, recreation",,
ક્ષ,/kʃə/,In Gujarati an irregular ligature of ક (ka) and ષ (ṣa).,,
ખ,/kʰə/,The second consonant in Gujarati.,,
ગ,/ɡə/,The third consonant in Gujarati.,,
ગરુડ,[ɡəruɖ],eagle,,
