L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
achukma,/ətʃʊ́kma/,"goodness, good, excellency, excellence, purity. pureness,",,
achukma,/ətʃʊ́kma/,"good, excellent, nice, benevolent, kind, gracious,",,
achukma,/ətʃʊ́kma/,"to be good, to be excellent, to be easy, (transitive)",,
achukma,/ətʃʊ́kma/,"finely, soundly",,
akaka,/akã́ːka(ʔ)/,"chicken, poultry",,
akakoshi,/akãːkoʃí(ʔ)/,"egg, chick",,
alhpoa,/əɬpowá/,domesticated animal,,
alhpowa,/əɬpowá/,domesticated animal,,
alla,/əl.lá/,child,,
ani,/aní(ʔ)/,"berry, nut, fruit",,
ano,/ənó(ʔ)/,"(emphatic) I, me, (Mississippi) mine",,
ayochololi,/ajõːtʃolóːli(ʔ)/,descendant,,
bila,/bilá/,"fat, grease, oil",,
bila,/bilá/,"to thaw, to melt",,
chahta,/tʃahtá(ʔ)/,Choctaw,,
chahta,/tʃahtá(ʔ)/,Choctaw,,
chakkali,/t͡ʃə́k.kaːli(h)/,nine,,
Chalakki,/t͡ʃalək.kí(ʔ)/,Cherokee,,
Chalvkki,/t͡ʃalək.kí(ʔ)/,Cherokee,,
Chihowa,/tʃihoːwá(h)/,God,Jehovah,d͡ʒəhˈoʊvə
Chiisas,/tʃiːsə́s/,Jesus,Jesus,d͡ʒˈiːzəs
Chisvs,/tʃiːsə́s/,Jesus,Jesus,d͡ʒˈiːzəs
chito,/tʃitó(ʔ)/,"size, largeness",,
chito,/tʃitó(ʔ)/,be large,,
chito,/tʃitó(ʔ)/,"big, large",,
chito,/tʃitó(ʔ)/,largely,,
choshshak,/t͡ʃʊʃ.ʃák/,"nape, back of the neck",,
fani,/fəní(ʔ)/,squirrel,,
foni,/fóni/,"bone, stone of a fruit, shell of a nut",,
fowi,/fowí(ʔ)/,"honey, bee",,
fvni,/fəní(ʔ)/,squirrel,,
hachishno,/hət͡ʃɪʃnó(ʔ)/,"(emphatic) you (all), ye, y'all",,
hakchin,/həkt͡ʃɪ́n/,penis,,
hakshish,/həkʃɪ́ʃ/,"vein, artery",,
hattip,/hət.tɪ́p/,thigh,,
himona,/himóːna/,new,,
hohchifo,/hʊçtʃifó/,"name, Chihohchifoyat nata? Chi hohchifo yʋt nanta?",,
hohchifo,/hʊçtʃifó/,past participle of hochīfo,,
hoponi,/hopoːní(h)/,a cook,,
hoponi,/hopoːní(h)/,to cook,,
hvshi,/həshí(ʔ)/,"sun, luminary, light, sunflower, moon, lunar month,",,
ibbakoshi,/ɪb.bakóʃi(ʔ)/,finger,,
ibilhkan,/ibɪ́ɬkən/,"nasal mucus, snot",,
ibishakni,/ɪbiːʃə́kni(ʔ)/,nose,,
ichapa,/ɪt͡ʃaːpá(ʔ)/,"partner, mate",,
iffoka,/if.foká/,"abdomen, belly, stomach, waist",,
iffoka',/if.foká/,"abdomen, belly, waist",,
iki,/ĩːkí(ʔ)/,"(obligatory possessive) father, paternal uncle, his",,
ikkishi,/ɪk.kɪʃí(ʔ)/,"chest, thorax, breast",,
ikkola,/ɪk.kṍːla(ʔ)/,neck,,
ippok,/ɪp.pók/,grandchild,,
ishki,/ɪʃkí/,"(obligatory possessive) mother, maternal aunt, his",,
ishkish,/ɪʃkɪ́ʃ/,buttocks,,
isito,/isˈsito(ʔ)/,pumpkin,,
iskona,/iskʊná(ʔ)/,"guts, bowels, intestines, core, pith",,
issap,/ɪs.sə́p/,"louse, lice",,
issi,/ɪs.si(ʔ)/,deer,,
issito,/isˈsito(ʔ)/,pumpkin,,
issoba,/ɪs.sʊ́ba(ʔ)/,horse,,
itikana,/ɪt.tĩːkəná/,"friends, peace",,
itikana,/ɪt.tĩːkəná/,"friendly, kind-hearted, happy, harmonious",,
itti',/ɪt.tí/,"tree, wood, timber",,
kanohmi,/kanohəmí(h)/,"some, few, several",,
katos,/kátos/,cat,,
koni,/koní(h)/,"skunk, polecat",,
kopoli,/kopoːlí/,"bite, biter",,
kopoli,/kopoːlí/,"(transitive) to bite, to pinch with instrument, such",,
kopooli,/kopoːlí/,"bite, biter",,
kopooli,/kopoːlí/,"(transitive) to bite, to pinch with instrument, such",,
lawa,/laˈwa(h)/,"many. much, a lot of, too much",,
losa,/losá/,"black, blackness, smut, soil, blot",,
losa,/losá/,"black, dark",,
losa,/losá/,to be black,,
