L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
bì,/pi˧˩/,four.,,
bìsé,/pi˧˩.sɛ˥/,forty.,,
chuq,/t͡ɕʰuʔ˥/,six.,,
chuqsé,/t͡ɕʰuʔ˥.sɛ˥/,sixty.,,
dap,/tɑp̚˥/,"army base., army.",,
dvgø̀,/tə(˧).kɯ˧˩/,nine.,,
dvgø̀sé,/tə(˧).kɯ˧˩.sɛ˥/,ninety.,,
gi,/ki˧/,dog.,,
gumunit,/ku(˧).mu(˧).nit̚˥/,communist.,communist,kˈɑːmjuːnˌɪst
gwing,/kwiŋ˧/,blue.,,
gwing,/kwiŋ˧/,blue.,,
jà,/t͡ɕɑ˧˩/,gold.,,
jà,/t͡ɕɑ˧˩/,close friend; buddy; mate.,,
jà,/t͡ɕɑ˧˩/,close friend; buddy; mate.,,
ka,/kʰɑ˧/,chicken.,,
ka,/kʰɑ˧/,bitter.,,
ka,/kʰɑ˧/,bitter.,,
kà,/kʰɑ˧˩/,"word., language., speech., sound; voice.",,
kàmø,/kʰɑ˧˩.mɯ˧/,copper.,,
kv́m,/kʰəm˥/,to believe; to trust.,,
kv́m,/kʰəm˥/,to set trap.,,
kv́m,/kʰəm˥/,to set trap.,,
lè,/lɛ˧˩/,water buffalo.,,
lè,/lɛ˧˩/,"contrastive marker., clause final particle.",,
lè,/lɛ˧˩/,"contrastive marker., clause final particle.",,
lò,/lɔ˧˩/,water buffalo.,,
lø̀m,/lɯm˧˩/,"egg., kalø̀mchicken egg, salø̀mbird egg, bø̀lø̀msnake",,
lø̀m,/lɯm˧˩/,to warm.,,
lø̀m,/lɯm˧˩/,warm; hot.,,
lø̀m,/lɯm˧˩/,to warm.,,
lø̀m,/lɯm˧˩/,warm; hot.,,
Mèn,/mɛn˧˩/,Myanmar.,,
Mìn,/min˧˩/,Myanmar.,,
moya,/mɔ(˧).ja˧/,colour.,,
mùng,/muŋ˧˩/,"white., clean.",,
mùng,/muŋ˧˩/,cancer (disease).,,
mùng,/muŋ˧˩/,cancer (disease).,,
mvshè,/mə(˧).ɕɛ˧˩/,red.,,
mvshè,/mə(˧).ɕɛ˧˩/,red.,,
mvshǿng,/mə(˧).ɕɯŋ˥/,green.,,
mvshǿng,/mə(˧).ɕɯŋ˥/,green.,,
mvwǿnshí,/mə(˧).wɯn˥.ɕi˥/,coconut (fruit).,,
Myèn,/mjɛn˧˩/,Myanmar.,,
nàng,/nɑŋ˧˩/,light (weight).,,
nàng,/nɑŋ˧˩/,corpse.,,
nàng,/nɑŋ˧˩/,corpse.,,
naq,/nɑʔ˥/,black.,,
nari,/nɑ(˧).ɹi˧/,"clock., o'clock.",,
nga,/ŋɑ˧/,fish.,,
nga,/ŋɑ˧/,cattle.,,
nga,/ŋɑ˧/,cattle.,,
ni,/ni˧/,to pour; to water.,,
ni,/ni˧/,headhair.,,
ni,/ni˧/,day (24 hour).,,
ni,/ni˧/,headhair.,,
ni,/ni˧/,day (24 hour).,,
ni,/ni˧/,day (24 hour).,,
ní,/ni˥/,two.,,
nísé,/ni˥.sɛ˥/,twenty.,,
nv̀mya,/nəm˧˩.ja˧/,colour.,,
nøl,/nɯl˧/,nail (on finger or toe).,,
pì,/pʰi˧˩/,iron.,,
pin,/pʰin˧/,"army., soldier.",,
pindap,/pʰin˧.tɑp̚˥/,army.,,
pinla,/pʰin˧.lɑ˧/,soldier.,,
pvngwà,/pʰəŋ˧.wɑ˧˩/,five.,,
pvngwàsé,/pʰəŋ˧.wɑ˧˩.sɛ˥/,fifty.,,
Rvwàng,/ɹə(˧).wɑŋ˧˩/,Rawang (ethnic group and language).,,
sa,/sɑ˧/,to wait.,,
sa,/sɑ˧/,bird; fowl.,,
sa,/sɑ˧/,bird; fowl.,,
sé,/sɛ˥/,ten.,,
shè,/ɕɛ˧˩/,red.,,
shé,/ɕɛ˥/,gold.,,
shòní,/ɕɔ˧˩.ni˥/,two.,,
shvlá,/ɕə(˧).lɑ˥/,"moon., month.",,
shv̀m,/ɕəm˧˩/,iron.,,
