L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
Adlawan,/ʔɐdˈlawɐn/,"a  surname, from Cebuano",,
Agas,/ˈaɡɐs/,"a  surname, from Cebuano",,
agay,/aˈɡaɪ/,An expression of one's own physical pain.,,
Aguas,/ˈaɡwɐs/,a surname,,
Albay,/ʔalˈbai/,Albay (a province of the Philippines),,
alimpulo,/al̪imˈpuˌl̪o/,a cowlick,,
alimpulos,/al̪imˈpuˌl̪os̪/,a whirlwind; a tornado; a dust devil; a waterspout,,
alingagngag,/a.li.ˈŋaɡ.ŋaɡ/,(anatomy) the palate,,
amba,/am.baʔ/,lowing or mooing sound of cattle,,
amba,/am.baʔ/,"to moo, low as of cattle",,
anak,/a.ˈnak/,"a child; daughter or son, regardless of age",,
anak,/a.ˈnak/,to give birth; to release live offspring from the body,,
ba,/ˈba/,final interrogative particle,,
ba,/ˈba/,to piggyback; to carry someone on the back,,
bag-ang,/ˈbaʔɡ.aʔŋ/,a molar tooth,,
baga,/ˈbaɡa/,an ember; a glowing piece of coal or wood,,
baga,/ˈbaɡa/,(anatomy) a biological organ that extracts oxygen from the air; a lung,,
baga,/ˈbaɡa/,thick,,
bagsak,/baɡˈsak/,"to fall to the ground, to fail in school; to give a",,
bahad,/ˈba.had/,a threat,,
bahad,/ˈba.had/,to threaten; to make a threat against someone; to use threats,,
baho,/baˈhoʔ/,"having a strong, unpleasant smell; stinking; stinky",,
baho,/baˈhoʔ/,to smell bad; to stink,,
baho,/baˈhoʔ/,"an odor; any smell, whether fragrant or offensive",,
baho,/baˈhoʔ/,"to have a particular smell, whether good or bad, (of",,
baho,/baˈhoʔ/,"of sound, a voice or an instrument, low in pitch or",,
baho,/baˈhoʔ/,"a low spectrum of sound tones, a male singer who sings",,
baho,/baˈhoʔ/,"of sound, a voice or an instrument, low in pitch or",,
baho,/baˈhoʔ/,"a low spectrum of sound tones, a male singer who sings",,
bahon,/baˈhon/,to sneeze,,
balay,/ba.ˈl̪aɪ/,a house,,
balaya,/baˈl̪aja/,The exact house.,,
bali,/ˈbal̪i/,A cash advance.,,
bali,/ˈbal̪i/,"The opposite, the reverse.",,
bali,/ˈbal̪i/,"To invert, to reverse.",,
bali,/ˈbal̪i/,Changed to a contrary or counterchanged order or direction; characterized by inversion; turned upside down; reversed; opposite; contrary.,,
bali,/ˈbal̪i/,"To break off, to remove.",,
bali,/ˈbal̪i/,"A break, a breakage, a fracture.",,
bali,/ˈbal̪i/,"broken, fractured",,
balon,/ˈbaˌl̪on̪/,"money, food, or other provisions taken to school, work, or on a journey",,
balon,/ˈbaˌl̪on̪/,"to bring or carry money, food or other provisions",,
balos,/baˈlus/,"to respond, to take revenge, to repay, to pay back",,
balungbong,/baˈl̪uŋˌboŋ/,(humorous) wall,,
banawa,/baˈnaˑwaʔ/,a field where rice is grown; a ricefield; a rice paddy,,
bangka,/ˈbaŋkaʔ/,a canoe; an outrigger canoe or dugout,,
bangka,/ˈbaŋkaʔ/,"to treat; to provide someone with (food, drink, or",,
banta,/banˈt̺aʔ/,"to warn someone not to do something, to plan to do",,
Bantayan,/bɐnˈtaːˌjan/,"A municipality of Cebu, one of three municipalities",,
bao,/ˈbaʔoʔ/,"a tortoise, a turtle",,
baog,/baˈʔoɡ/,"rotten, addled, Synonym: bugok",,
baog,/baˈʔoɡ/,to cause for eggs to be rotten or addled,,
baog,/baˈʔoɡ/,constipated,,
baos,/ˈbaːus/,"to take revenge., to repay, to pay back.",,
barangay,/ba.raŋˈɡaj/,"The smallest local government unit in the Philippines,",,
basi,/ˈbasi/,"rice wine, Synonym: pangasi",,
batad,/baˈtad/,sorghum,,
batya,/batˈjaʔ/,"wood-carved basin; washbowl, Synonym: dulang",,
