L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
अक्खो,/ək.kʰɔ/,"whole, entire",,
अशें,/ə.ʃɛ̃/,"like this, like so, in this manner",,
आंधळो,/ɑːn.ɭ̆ɔ/,blind,,
आंबट,/ɑː.məːʈ/,sour,,
आपव्चे,/ɑː.pəʋ.t͡ʃɛ/,"to call, to summon",,
आयज,/ɑːjz/,today,,
आयिल्लो,/ɑːjl.lɔː/,first-person masculine singular past perfective indicative,,
आयिल्लो,/ɑːjl.lɔː/,"come, arrived",,
इर्मांव,/ɪɾ.mɑ̃ːʋ/,"brother, Synonym: भाव (bhāv)",,
इश्कोल,/iʃ.kɔl/,school,,
उंदिर,/ʊ.niːɾ/,a mouse,,
उजवें,/uz.ʋɛ̃/,on or towards the right side,,
उजो,/uː.zɔː/,fire,,
उदक,/u.d̪əː/,water,,
उलोव्चे,/ʊ.loːʋ.t͡ʃe/,"to speak, talk",,
उशें,/u.ʃɛ̃/,pillow,,
एकोणीस,/eː.koː.ɳiːs/,nineteen,,
काळें,/kɑː.ɭɛ̃/,black,,
कावळो,/kɑːʋ.ɭ̆ɔː/,a crow,,
गोटो,/ɡɔ.ʈɔː/,"a cowshed or a barn, (Christianity) crib (the representation",,
-च,/t͡s/,"an emphatic particle, होच म्हजो भावhoċ mhaj̈ho bhāvThis",,
चवथें,/t͡səu.t̪ʰɛ̃/,fourth,,
चाक,/t͡sɑːk/,wheel,,
चेडी,/t͡ʃeː.ɖiː/,a prostitute,,
चोर,/t͡soːɾ/,thief,,
जल्म,/d͡ʒəlm/,"birth, lifetime",,
जळ्चे,/d͡zəɭ̆.t͡ʃe/,"to burn, Synonym: लास्चे (lāsce), (figuratively) to",,
जांवंय,/d͡zɑ̃ː.ʋə̃j/,a son-in-law (daughter's husband),,
जाग्चे,/d͡zɑːɡ.t͡ʃɛ/,to be awake,,
जाण्टो,/d͡zɑːɳ.ʈɔː/,"(of a person) old, aged",,
जान्वें,/zɑːn.ʋɛ̃/,a sacred thread worn by Hindu men,,
जाल्लो,/zɑːl.lɔː/,first-person masculine singular past perfective indicative,,
जाल्लो,/zɑːl.lɔː/,"done, prepared, happened, born",,
जुनें,/d͡zu.nɛ̃/,"old, ancient, worn out, Synonym: पोरणें (porṇẽ)",,
जेवण,/d͡ʒe.ʋəːɳ/,meal,,
झव्चे,/d͡zʱɔʋ.t͡ʃe/,"to copulate, (vulgar) to fuck",,
झूंज,/d͡zʱũːd͡z/,"battle, struggle, resistance",,
झेम,/d͡ʒʱɛːm/,"sleepiness, drowsiness, the urge to yawn, a yawn",,
णवें,/ɳə.ʋɛ̃/,ninth,,
तांदूळ,/t̪ɑː.nuːɭ̆/,uncooked rice,,
तूप,/t̪uːp/,ghee,,
तो,/ˈt̪ɔ/,he,,
दांडो,/d̪ɑː.ɳɔ/,"a stick, staff",,
नेण्टो,/nɛɳ.ʈɔː/,"young, youthful, immature",,
पयलें,/pəj.lɛ̃/,first,,
पयलो,/pəj.lɔ/,first,,
पांक,/pɑ̃ːk/,a thick syrup prepared by boiling sugar with water,,
पाच,/pɑːt͡s/,five,,
पात्रांव,/pɑːt̪.ɾɑ̃ːʋ/,"boss, a respectful term of address to a man; equivalent",,
पाव्स,/pɑːws/,rain,,
पिसो,/pɪ.sɔː/,"mad, crazy",,
पिसो,/pɪ.sɔː/,a madman,,
पेद्रु,/peː.d̪ɾu/,"A male given name, equivalent to English Peter and",,
पैस,/pəis/,"far, distance",,
पोन्नें,/pon.nɛ̃/,"Alternative form of पोरणें (porṇẽ, “old”)",,
पोरणें,/poɾ.ɳɛ̃/,"old, ancient, Synonym: जुनें (junẽ)",,
पोळी,/po.ɭ̆iː/,"a kind of unleavened flatbread, a kind of sweet bread;",,
फाट,/fɑːʈ/,back (rear of the body),,
फुडें,/fu.ɖẽ/,"ahead, in front, beyond, later on",,
फुडें,/fu.ɖẽ/,"ahead, in front, beyond",,
फोड,/foːɖ/,"a boil, an abscess",,
भांगर,/bʱɑː.ŋəɾ/,gold,,
भारत,/ˈbʱaː.ɽɘ.t̪ɘ/,India (a country in South Asia),,
भाव,/bʱɑːʋ/,"brother, Synonym: इर्मांव (irmā̃v)",,
मडगांव,/məɖ.ɡɑ̃ːʋ/,"Margao (a city in Goa, India)",,
मडें,/mə.ɖɛ̃/,a corpse,,
मर्चे,/məɾ.t͡ʃɛ/,to die,,
महाराष्ट्र,/mɑ.ɦɑː.ɾɑːʂ.ʈɾᵊ/,Maharashtra (a state of India; capital: Mumbai),,
मूट,/muːʈ/,"fist, a punch",,
मेल्लो,/mɛl.lɔː/,dead,,
मेळ्चे,/mɛɭ.t͡ʃɛ/,"to meet, to be found",,
मैर,/məiɾ/,"a Muslim person, Synonym: मुसलमान (musalmān)",moiro,mwˈɑː͡ɹɹoʊ
म्हस,/mʱəːs/,"a buffalo, Synonym: रेडो (rê̄ḍô)",,
म्होंव,/mʱõʋ/,honey,,
येव्चे,/jeʋ.t͡ʃɛ/,to come,,
रांद्चे,/ɾɑːn.t͡ʃɛ/,to cook food,,
राखण,/ɾɑː.kʰəːɳ/,"guarding, protection",,
रान,/ɾɑːn/,forest,,
ऱ,/ɽə/,Used to represent the [ɽ] sound in Konkani. [3],,
लज,/ləːd͡z/,"modesty, shyness, bashfulness, shame, embarrassment",,
ल्हार,/lʱɑːɾ/,wave (of water),,
वखद,/ʋə.kʰəːd̪/,"medicine, drug",,
वर्स,/ʋəɾ.s/,a year,,
वीज,/ʋiːd͡z/,"lightning, पावस पडताना घरा भायर सरूं नाका - वीज पडूंक",,
शंकर,/ʃəŋ.kəːɾ/,"(Hinduism) Shiva, Synonym: महादेव (mahādev)",,
शिक्षण,/ʃɪk.ʃəːɳ/,"education, learning",,
शिगमो,/ʃiɡ.mo/,A Hindu spring festival celebrated in Goa in the month,,
शींव,/ʃĩːw/,a lion,,
शीतळ,/ʃiː.t̪əɭ̆/,"(poetic, literary) cool, cold",,
शेत,/ʃɛːt̪/,field,,
सवणें,/səʋ.ɳẽ/,a bird,,
सांज,/sɑːnd͡z/,evening,,
साखळी,/sɑːkʰ.ɭ̆iː/,"a chain, गळ्यान साखळी सोन्याची, ही पोरी कोणाची?gaḷyān",,
साव्ळी,/sɑːʋ.ɭ̆iː/,"shade, shadow",,
सुंगट,/su.ŋəːʈ/,"prawn, shrimp",,
सोबित,/soː.bɪt̪/,"beautiful, splendid, gorgeous",,
सोयरो,/soj.ɾɔ/,"a relative, a kinsman",,
सोरो,/sɔ.ɾɔː/,liquor,,
सोव्चे,/sɔʋ.t͡ʃe/,"to swear at, to curse",,
हांगा,/ɦɑ.ŋɑː/,here,,
हांव,/ɦɑ̃ːʋ/,I (the first person personal singular pronoun) (Plural:,,
