L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ё,/jɔ/,"The seventh letter of the Mongolian alphabet, written in the Cyrillic script.",,
Ё,/jɔ/,"The seventh letter of the Mongolian alphabet, written in the Cyrillic script.",,
ёл,/ˈjɔɮ/,"lammergeier, lammergeyer",,
ёотон,/jɔː.tʰʊɴ̟/,sugar cube,,
ёс,/ˈjɔs/,"customs, traditions, etiquette, legislation, habit,",,
ёслол,/jɔs.ɮʊɮ/,"ceremony (a gathering), custom (rituals and beliefs)",,
ёстой,/jɔs.tʰœː/,"proper, just",,
а,/a/,"The first letter of the Mongolian alphabet, written in the Cyrillic script.",,
аав,/aːw/,(informal) dad,*apa,ˈæstɚɹˌɪsk ɐpˈæ
ааг,/aːɡ/,"strength, piquancy (of a food or drink)",,
аадар,/aːdər/,shower (sudden outpouring of rain),,
аалз,/aːɮts/,spider,,
-аарай,/arai/,"the future imperative, also called the ""demand"" verbal suffix, used to make requests that one knows would be met
угаагаарай ― ugaagaarai ― please wash
манайд ирээрэй ― manaid ireerei ― please come to our house
надад нэг аяга кофе өгөөрэй ― nadad neg ayaga kofe ögöörei ― please give me a cup of coffee
ороорой ― orooroi ― please come in",,
ааруул,/ˈaːrʊːɮ/,"a dried curd made out of cow, sheep, goat or camel",,
ав,/aw/,Alternative form of аав (aav),,
ав,/aw/,"sorcery, witchcraft, allure, charms",,
ав,/aw/,hunt,,
ав,/aw/,imperative of авах (avakh),,
ав,/aw/,"sorcery, witchcraft, allure, charms",,
ав,/aw/,hunt,,
ав,/aw/,imperative of авах (avakh),,
ав,/aw/,hunt,,
ав,/aw/,imperative of авах (avakh),,
ав,/aw/,imperative of авах (avakh),,
авга,/awəɢ/,"Synonym of авга ах (avga akh, “paternal uncle”), (in",,
авдар,/awtər/,"box, Synonym: хайрцаг (khairtsag), chest, closet",,
авс,/aws/,"coffin, casket",,
авс,/aws/,"Alternative form of өвс (övs, “grass, hay”)",,
авс,/aws/,"Alternative form of өвс (övs, “grass, hay”)",,
Австрали,/afstʰˈraɮ/,"Australia (a continent and country in Oceania), Австрали",,
Австри,/ˈaw̜stʰr/,Austria (a country in Europe),,
