L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
آه,/ʔaː/,"yes, Synonyms: أيوه‎ (ʔaywa), (formal) نعم‎ (naʔam),",,
أبدا,/ʔa.ba.dan/,"never, Synonyms: بالمرة‎ (bil-marra), ولا مرة‎ (wala",,
أتر,/ʔat.tar/,"Alternative form of أثّر‎ (ʔaṯṯar, “to affect, to influence”)",,
أتلج,/ˈʔat.lad͡ʒ/,"to snow
Synonym: تلّج‎ (tallaj)",,
أثر,/ʔaθ.θar/,"to affect, to influence (+ في‎), ‏الدوا مش مأثّر فيه.‎‎id-dawa",,
أجل,/ʔaʒ.ʒal/,"to postpone, to put off, ‏كان لازم يأجّلو العرس.‎‎kān",,
أخد,/ʔa.xad/,"to take, ‏برافو حبيبتي، أخدتي القرار الصحّ.‎‎brāvo",,
أربع,/ʔar.baʔ/,construct state of أربعة‎ (ʔarbaʔa),,
أربعة,/ʔar.ba.ʕa/,four,,
أربعتعش,/ʔar.baʕ.taʃ/,fourteen,,
أرجل,/ʔar.ɡal/,"to smoke argileh, Synonyms: شيّش‎ (šayyaš), شرب أرجيلة‎",,
أسبوع,/ʔus.buːʕ/,"week, Synonym: جمعة‎ (jumʕa)",,
أسس,/ʔas.sas/,"to establish, to found, to set up",,
أشتى,/ˈʔaʃ.ta/,"(regional) to rain
Synonym: شتّى‎ (šatta)",,
أشر,/ʔaʃ.ʃar/,"to signal, ‏إجى الباص وأشّرتله.‎‎ʔija l-bāṣ w ʔaššart-illo.The",,
أعطى,/ʔaʕ.tˤa/,to give,,
أعلن,/ʔaʕ.lan/,"to announce, to declare",,
أقنع,/ʔaq.naʕ/,"to convince, to persuade",,
أكد,/ʔak.kad/,"(transitive) to confirm, to ensure, ‏لسّا ما أكّدو",,
أكل,/ʔakl/,"to eat, ‏لقیت الفار ماكل الجبنة.‎‎laʔēt il-fār mākel",,
أكل,/ʔakl/,"food, eating",,
أكل,/ʔakl/,"food, eating",,
ألغى,/ʔal.ɣa/,Alternative form of لغى‎ (laḡa),,
ألمانيا,/ʔal.mˤaːn.ja/,Germany (a country in Europe),,
أمر,/ʔa.mar/,"to order, to command",,
أمن,/ʔam.man/,"to insure, to secure, to safeguard, ‏سيّارتك مأمّنة؟‎‎sayyārtak",,
أنا,/ʔa.na/,I (first-person singular subject pronoun),,
أهان,/ʔa.haːn/,"to insult, to offend",,
إجا,/ʔi.ʒa/,"to come, Antonym: راح‎ (rāḥ), ‏فيه حدا جاي غيري؟‎‎fīh",,
إسبانيا,/ʔis.baːn.ja/,Spain (a country in Europe),,
إيش,/ʔeːʃ/,"what?, ‏إيش اسمك؟‎‎ (to a male) ― ʔēš ismak? ― What's",,
إيطاليا,/ʔiː.tˤaːl.ja/,Italy (a country in Europe),,
إيمتى,/ʔeːm.ta/,"when?, Synonym: وقتيش‎ (waʔtēš)",,
ابتسم,/ib.ta.sam/,to smile,,
اتصل,/it.ta.sˤal/,"to contact, to get in touch, to phone, to call, Synonyms:",,
اتفق,/it.ta.faʔ/,(reciprocal) to come to an agreement,,
اتكل,/it.ta.kal/,"to rely on or trust in (something or someone) (+ على‎),",,
اتهم,/it.ta.ham/,to accuse,,
اجتمع,/iʒ.ta.maʕ/,to meet (as in a meeting),,
احترم,/iħ.ta.ram/,to respect,,
احتفل,/iħ.ta.fal/,to celebrate,,
احتل,/iħ.tall/,to occupy,,
احمر,/iħ.marr/,"to blush, to turn red, to redden",,
احنا,/ʔiħ.na/,we (first-person plural subject pronoun),,
اختفى,/ix.ta.fa/,"to vanish, to disappear, ‏تلفوني كان هون واختفى.‎‎telfōni",,
اختلف,/ix.ta.laf/,"to differ, to be different, to disagree, Antonym: وافق‎",,
استأجر,/is.taʔ.ʒar/,"to rent, to lease, ‏بدّي استأجر غرفة.‎‎biddi staʔjer",,
استحى,/is.ta.ħa/,"to be shy, to be ashamed, to be embarrassed, ‏استحيت",,
استخدم,/is.tax.dam/,"to use, ‏هو مش عارف يستخدم الكمبيوتر.‎‎hū miš ʕāref",,
استسلم,/is.tas.lam/,"to give up, to surrender",,
استعجل,/is.taʕ.ʒal/,"(intransitive) to hurry, to rush, Synonyms: عجّل‎ (ʕajjal),",,
استعمر,/is.taʕ.mar/,to colonize,,
استعمل,/is.taʕ.mal/,"to use, ‏استعملنا كلّ الطرق.‎‎istaʕmalna kull iṭ-ṭoroʔ.We",,
استغرب,/is.taɣ.rab/,"to find (something) weird, strange, odd, unusual, funny,",,
استقبل,/is.taʔ.bal/,"to receive, ‏استقبلني في مكتبه.‎‎istaʔbalni fī maktaboHe",,
استنى,/is.tan.na/,"to wait, ‏خلّينا نستنّى نشوف شو بتحكي المسّ‎‎ḵallīna",,
استوطن,/is.taw.tˤan/,(intransitive) to settle,,
اشترك,/iʃ.ta.rak/,"to subscribe, ‏ما تنسو تشتركو بالقناة.‎‎mā tinsu tištirku",,
اشترى,/iʃ.ta.ra/,"to buy, to purchase, Antonym: باع‎ (bāʕ)",,
اشتغل,/iʃ.ta.ɣal/,"to work (+ على‎), ‏ما اشتغلت مبارح.‎‎mā ištaḡalt mbāreḥI",,
اعتبر,/iʕ.ta.bar/,"to deem, to consider",,
اعتذر,/iʕ.ta.zar/,to apologize,,
اعترض,/iʕ.ta.radˤ/,to oppose,,
اعترف,/iʕ.ta.raf/,"to recognize, to acknowledge, to admit, to confess",,
اعتزل,/iʕ.ta.zal/,"to retire, Synonym: تقاعد‎ (tʔāʕad)",,
اعتقد,/iʕ.ta.ʔad/,"to think, to consider, to believe (that something is",,
اعتقل,/iʕ.ta.qal/,"to arrest, Synonyms: عوّق‎ (ʕawwaʔ), وقّف‎ (waʔʔaf)",,
اعتمد,/iʕ.ta.mad/,"to depend, to rely on, Synonym: اتّكل‎ (ittakal)",,
افترض,/if.ta.radˤ/,to assume,,
اقترح,/iq.ta.raħ/,"to suggest, to propose",,
اكتشف,/ik.ta.ʃaf/,to discover,,
الأحد,/il.ʔa.ħad/,"Sunday, Synonym: يوم الأحد (yōm il-ʔaḥad)",,
الأربعا,/il.ʔar.bi.ʕa/,"Wednesday, Synonym: يوم الأربعا (yōm il-ʔarbiʕa)",,
الأردن,/il.ʔur.dun/,"Jordan (a country in Asia), the Jordan River, Synonym:",,
التزم,/il.ta.zam/,(intransitive) to commit,,
التقى,/il.ta.ʔa/,"to meet, to meet up, ‏يلا نلتقي بكرا.‎‎yalla niltaʔi",,
التلاتا,/it.ta.laː.ta/,"Tuesday, Synonym: يوم التلاتا (yōm it-talāta)",,
الجمعة,/il.ʒum.ʕa/,"Friday, Synonym: يوم الجمعة (yōm il-jumʕa)",,
الخميس,/il.xa.miːs/,"Thursday, Synonym: يوم الخميس (yōm il-ḵamīs)",,
السبت,/is.sabt/,"Saturday, Synonym: يوم السبت (yōm is-sabt)",,
القدس,/il.ʔuds/,Jerusalem (the claimed capital city of Israel; the,,
اليوم,/il.joːm/,today,,
اليونان,/il.juː.naːn/,Greece (a country in Europe),,
امتنع,/im.ta.naʕ/,"to abstain, to refrain (from + عن‎ (ʕan) / من‎ (min))",,
انبسط,/in.ba.satˤ/,"to enjoy, to have fun, Synonym: استلذّ‎ (istalazz)",,
انتبه,/in.ta.bah/,"to notice, Synonym: لاحظ‎ (lāḥaẓ), to pay attention,",,
انتحر,/in.ta.ħar/,to commit suicide,,
انتخب,/in.ta.xab/,to elect,,
انتشر,/in.ta.ʃar/,"(intransitive) to spread, to circulate",,
انتصر,/in.ta.sˤar/,"to be victorious, to triumph",,
انتفخ,/in.ta.fax/,(intransitive) to swell,,
انتمى,/in.ta.ma/,"to belong, ‏بنتمو لهالجمعيّة.‎‎bintamū la-hāl-jamʕiyyeThey",,
انتو,/ʔin.tu/,you (second-person plural subject pronoun),,
انتي,/ʔin.ti/,you (second-person feminine singular subject pronoun),,
انجرح,/in.ʒa.raħ/,"passive of جرح‎ (jaraḥ): to be wounded, to be injured",,
انسحب,/in.sa.ħab/,"(intransitive) to withdraw, to retreat, Synonym: تراجع‎",,
انسرق,/in.sa.raʔ/,passive of سرق‎ (saraʔ): to be stolen,,
انشغل,/in.ʃa.ɣal/,to become busy,,
انشهر,/in.ʃa.har/,to become famous,,
انضم,/in.dˤamm/,to join,,
انفجر,/in.fa.ʒar/,"to explode, Synonym: فَقَع‎ (faʔaʕ)",,
انفصل,/in.fa.sˤal/,(passive) to be separated,,
انفضح,/in.fa.dˤaħ/,"passive of فضح‎ (faḍaḥ): to be exposed, to be humiliated",,
انفك,/in.fakk/,"to fall apart, to break down
‏العقدة انفكّت.‎‎il-ʕoʔde infakkatThe knot came undone.
(Can we add an example for this sense?)",,
انفهق,/inˈfa.haɡ/,"(Jordan) to move, to step aside, to go away",,
انقطع,/in.ʔa.tˤaʕ/,"(passive) to be interrupted, to be cut off",,
انمسك,/in.ma.sak/,"passive of مسك‎ (masak): to be held, to be caught",,
انولد,/in.wa.lad/,to be born,,
اهتم,/ih.tamm/,"to be interested in, ‏الشبّ بهتمّ فيها.‎‎iš-šab bihtamm",,
بابا,/bˤaː.bˤa/,"dad, papa, an affectionate form of address used by",,
بارد,/baː.red/,"cold, ‏الطقس بارد.‎‎ ― iṭ-ṭaʔs bāred ― The weather",,
بارك,/baː.rak/,"to congratulate, to bless, Synonym: عيّد‎ (ʕayyad),",,
باس,/baːs/,"to kiss, ‏قوم بوس راس أخوك.‎‎ʔūm būs rās ʔaḵūkGo make",,
باص,/baːsˤ/,bus,bus,bˈʌs
باع,/baːʕ/,"(transitive) to sell, Antonyms: اشترى‎ (ištara), شرى‎",,
بالغ,/baː.laɣ/,"to exaggerate, Synonym: كبّر‎ (kabbar)",,
بتنجان,/be.tin.ʒaːn/,"(uncountable) eggplant, aubergine",,
بد,/bidd/,"(false verb) to want, ‏بدّك قهوة؟‎‎biddak ʔahwe?Do",,
بدا,/ba.da/,"(intransitive, transitive) to begin, to start, Synonym:",,
بدري,/bad.ri/,"early, Synonym: بكير‎ (bakkīr), Antonym: متأخر‎ (mitʔaḵḵer)",,
بدل,/bad.dal/,"to exchange, ‏بدّي ابدّل هالقميص بنمرة ازغر.‎‎biddi",,
بردان,/bar.daːn/,feeling cold,,
برر,/bar.rar/,to justify,,
برضه,/bar.dˤo/,"also, too, as well, Synonym: كمان‎ (kamān), nevertheless,",,
بسيدر,/be.seː.dɛr/,"(Israel, Palestine) okay",,
بسيدر,/be.seː.dɛr/,"(Israel, Palestine) okay",,
بسيدر,/be.seː.dɛr/,"(Israel, Palestine) okay",,
بصل,/ba.sˤal/,(uncountable) onions,,
بطل,/batˤ.tˤal/,"to quit, to stop, ‏بطّلت تشتري عنده.‎‎baṭṭalat tištri",,
بعت,/ba.ʕat/,"to send, ‏بعتلي مكتوب.‎‎baʕat-li maktūbHe sent me a",,
بعد,/baʕd/,"after, Antonym: قبل‎ (ʔabl), (Galilee) still; not yet,",,
بعدين,/baʕ.deːn/,"later, afterwards, then",,
بكر,/bak.kar/,"to be early, Antonym: تأخّر‎ (tʔaḵḵar)",,
بكرة,/buk.ra/,tomorrow,,
بكى,/ba.ka/,"to cry, ‏ما بدّي اشوفك عمّ تبكي‎mā biddī ašūfak ʕamm",,
بكير,/bak.kiːr/,"early
Synonym: بدري‎ (badri)
Antonym: متأخر‎ (mitʔaḵḵer)",,
بلاش,/ba.laːʃ/,"nothing, Synonym: ولا إشي‎ (wala ʔiši), Antonyms: كل",,
بلاش,/ba.laːʃ/,"never mind!, Synonym: ما عليش‎ (ma ʕalēš, literally",,
بلش,/bal.laʃ/,"(intransitive) to begin, to start, ‏خلّينا نبلّش قبل",,
بلغ,/bal.laɣ/,"to report, to inform, ‏لازم تبلّغ الشرطة.‎‎lāzem tballeḡ",,
بنت,/bint/,"daughter, girl, Synonym: فتاة‎ (fatā)",,
بنى,/ba.na/,"to build, ‏رح يبنو هون عمارة كبيرة‎raḥ yibnū hōn ʕamāra",,
بهدل,/bah.dal/,"to scold, to reprimand, to humiliate, to treat (someone)",,
بيت,/beːt/,"house, home, Synonym: دار‎ (dār), case (container),",,
تأخر,/tʔax.xar/,"to be late, Antonym: بكّر‎ (bakkar)",,
تأكد,/tʔak.kad/,"(intransitive) to confirm, to make sure",,
تابع,/ˈtaː.baʕ/,"to follow, to keep up with",,
تبادل,/tbaː.dal/,(reciprocal) to exchange,,
تبدل,/tbad.dal/,(intransitive) to be exchanged,,
تبرع,/tbar.raʕ/,to donate,,
تجاهل,/tʒaː.hal/,to ignore,,
تجنب,/ˈtd͡ʒan.nab/,"to avoid, to keep away from",,
تجوز,/tʒaw.waz/,Alternative form of تزوّج‎ (tzawwaj),,
تحارب,/tħaː.rab/,"(reciprocal) to fight, to go to war",,
تحت,/taħt/,"down, downstairs, Antonym: فوق‎ (fōʔ)",,
تحت,/taħt/,"below, under, Antonym: فوق‎ (fōʔ)",,
تحدى,/tħad.da/,"to challenge, to provoke",,
تحرش,/tħar.raʃ/,to harass,,
تحرك,/tħar.rak/,(intransitive) to move,,
تحسن,/tħas.san/,(intransitive) to improve,,
تحكم,/tħak.kam/,to control,,
تحمل,/tħam.mal/,"to sustain, to endure",,
تحمم,/tħam.mam/,"(intransitive) to bathe, Synonym: تغسل‎ (tḡassal)",,
تحول,/tħaw.wal/,"(passive) to be transformed, (passive) to be transferred",,
تخانق,/txaː.naʔ/,"(reciprocal) to fight, to strangle each other, Synonyms:",,
تخبى,/txab.ba/,(intransitive) to hide,,
تخرج,/txar.raʒ/,to graduate,,
تخصص,/txasˤ.sˤasˤ/,to specialize,,
تخلى,/txal.la/,"(transitive) to let go, to give up (something)",,
تخوت,/txaw.wat/,"to fool around, to joke around, to mock (+ على‎)",,
تخوف,/txaw.waf/,"to be afraid, to be fearful, to be apprehensive",,
تخيل,/txaj.jal/,to imagine,,
تدخل,/tdax.xal/,"to interfere, to meddle, to butt in",,
تذكر,/tzak.kar/,"to remember, to recall",,
تراهن,/traː.han/,(reciprocal) to bet,,
تربى,/trab.ba/,"(intransitive) to grow up, to be raised, to be brought",,
ترجم,/tar.ʒam/,to translate,,
ترك,/ta.rak/,"to leave, Synonyms: ساب‎ (sāb), هجّ‎ (hajj)",,
تزوج,/tzaw.waʒ/,"(reciprocal) to get married, (intransitive) to marry",,
تساءل,/tsaː.ʔal/,"(reflexive) to ask oneself, to wonder, (reciprocal)",,
تسرب,/tsar.rab/,"to leak out, to sneak out",,
تسرع,/tsar.raʕ/,"(intransitive) to hurry, to rush, Synonyms: عجّل‎ (ʕajjal),",,
تسعة,/tis.ʕa/,nine,,
تسعتعش,/ti.saʕ.taʃ/,nineteen,,
تسلى,/tsal.la/,to have fun,,
تشتت,/tʃat.tat/,to get distracted,,
تشمس,/tʃam.mas/,"to sunbathe, to get sun",,
تصالح,/tsˤaː.laħ/,"to reconcile, to make up, to resolve or settle an argument",,
تضايق,/tdˤaː.jaʔ/,"passive of ضايق‎ (ḍāyaʔ): to be annoyed, Synonym: انزعج‎",,
تطلع,/ttˤal.laʕ/,"to look
Synonym: تفرّج‎ (tfarraj)",,
تطور,/ttˤaw.war/,"(intransitive) to develop, to evolve",,
تعامل,/tʕaː.mal/,"to work with, to deal with, to treat",,
تعاون,/tʕaː.wan/,to cooperate,,
تعايش,/tʕaː.jaʃ/,"to live side by side, to coexist",,
تعدى,/tʕad.da/,"to overstep, to trespass, to cross over onto",,
تعرف,/tʕar.raf/,"to meet, to get to know, ‏ممكن هاي فرصة تتعرّف على",,
تعلق,/tʕal.laʔ/,"to hold on, to latch on, to cling to, to depend (+",,
تعلم,/tʕal.lam/,"to learn, Synonym: درس‎ (daras, “to study”)",,
تعود,/tʕaw.wad/,"to get used to (+ على‎)
Synonym: سلك‎ (salak)",,
تغير,/tɣaj.jar/,mediopassive of غيّر‎ (ḡayyar): to be or become changed,,
تف,/taff/,to spit,,
تفاجأ,/tfaː.ʒaʔ/,passive of فاجأ‎ (fājaʔ): to be surprised,,
تفاح,/tuf.faːħ/,(uncountable) apples,,
تفرج,/tfar.raʒ/,"to look
Synonym: تطلّع‎ (tṭallaʕ)",,
تقاتل,/tʔaː.tal/,"(reciprocal) to fight, to hit each other, Synonyms:",,
تقارب,/tʔaː.rab/,"(reciprocal) to become close, to draw close to one",,
تقاسم,/tʔaː.sam/,"(reciprocal) to share, to divvy up",,
تقاعد,/tqaː.ʕad/,"(intransitive) to retire, Synonym: اعتزل‎ (iʕtazal)",,
تقبل,/tʔab.bal/,"to accept, to tolerate",,
تقدم,/tʔad.dam/,"to progress, to move forward",,
تكبر,/tkab.bar/,"to be arrogant, to boast",,
تلاتة,/tlaː.te/,three,,
تلاعب,/tlaː.ʕab/,"to trick, to toy with, to manipulate, Synonym: بلف‎",,
تلتعش,/ta.lat.taʃ/,thirteen,,
تم,/timm/,mouth,,
تمانية,/ta.maːn.je/,eight,,
تمدد,/tmad.dad/,"(intransitive) to stretch out, to lie down",,
تمر,/tamr/,(uncountable) dried dates,,
تمرن,/tmar.ran/,"(intransitive) to train, to practice a skill",,
تمشى,/tmaʃ.ʃa/,to go for a walk,,
تمنتعش,/ta.man.taʃ/,eighteen,,
تمنى,/tman.na/,"to wish for, to hope that",,
تنازل,/tnaː.zal/,(transitive) to give up or concede something (+ عن‎ (ʕan)),,
تنتين,/tin.teːn/,feminine of تنين‎ (tnēn),,
تندم,/tnad.dam/,"to regret, Synonym: ندم‎ (nidim)",,
