L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ء,/ɦəm.zɑː/,The thirty-fifth letter of the Urdu alphabet.,,
آئین,/ɑː.iːn/,constitution,,
آبادی,/ɑː.bɑː.d̪iː/,"population, settlement, Synonym: بستی‎ (bastī)",,
آبشار,/ɑːb.ʃɑːɾ/,"waterfall, cascade",,
آبی,/ɑː.biː/,"blue, aquatic, watery, humid, moist",,
آتما,/ɑːt̪.mɑː/,"soul, spirit, ghost",,
آج,/ɑːd͡ʒ/,today,,
آج,/ɑːd͡ʒ/,today,,
آدمی,/ɑːd̪.miː/,"(chiefly) man, Synonyms: بندا‎ (bandā), مرد‎ (marad),",,
آدھا,/ɑː.d̪ʱɑː/,half,,
آدھا,/ɑː.d̪ʱɑː/,half,,
آذربائجان,/ɑː.zəɾ.bɑː.ɪ.d͡ʒɑːn/,Azerbaijan (a country in Europe and Asia),,
آرام,/ɑː.ɾɑːm/,"rest, comfort, leisure",,
آرزو,/ɑːɾ.zuː/,"wish, desire, aspiration, longing",,
آریامن,/ɑːɾ.jə.mən/,"(Hinduism) the Vedic sun deity, A male given name,",,
آزادی,/ɑː.zɑː.d̪iː/,"freedom, independence, liberty, liberation, Synonym:",,
آزمانا,/ɑːz.mɑː.nɑː/,"to test, to try, to experiment, to prove, to examine",,
آزمودہ,/ɑːz.muː.də/,"experienced, tried, tested",,
آس,/ɑːs/,"longing, hope",,
آسام,/ɑː.sɑːm/,Assam (a state of India),,
آستین,/ɑːs.t̪iːn/,sleeve,,
آسرا,/ɑːs.ɾɑː/,"shelter, haven, asylum, retreat, support, safeguard",,
آسمانی,/ɑːs.mɑː.niː/,"azure, sky blue, of or relating to the sky; celestial,",,
آسکت,/ɑː.səkt̪/,"strongly attached to, fond of, enamoured of, addicted",,
آغوش,/ɑː.ɣoːʃ/,"embrace, Synonym: (rare) آلِنگَن‎ (āliṅgan)",,
آفت,/ɑː.fət̪/,"calamity, plague, adversity, catastrophe, disaster",,
آفریدی,/ɑːf.ɾiː.d̪iː/,Afridi,,
آلس,/ɑː.ləs/,"laziness, sloth, lethargy, Synonym: سُستی‎ (sustī)",,
آلسی,/ɑːl.siː/,lazy,,
آلنگن,/ɑː.lɪŋ.ɡən/,"(rare) a hug, embrace, Synonym: آغوش‎ (āġoś)",,
آلودگی,/ɑː.luː.d̪ə.ɡiː/,"pollution, contamination",,
آمریت,/ɑː.mɪ.ɾɪ.jət̪/,"dictatorship, Synonym: تاناشاہی‎ (tānāśāhī)",,
آموزش,/ɑː.moː.zɪʃ/,learning,,
آمیزش,/ɑː.meː.zɪʃ/,"mixture, amalgamation, Synonym: ملاوٹ‎ (milāvaṭ), intercourse",,
آنا,/ɑː.nɑː/,"to come, to arrive, Antonym: جانا‎ (jānā)",,
آندھی,/ɑːn.d̪ʱiː/,"storm, tempest, cyclone, whirlwind, ‏آندھی جھٹ سے ختم",,
آنسو,/ɑ̃ː.suː/,"tear(s) (usually plural), ‏اس کی آنکھوں میں آنسو بھر",,
آنکھ,/ɑ̃ːkʰ/,"(anatomy) eye, sight, glance, look, regard",,
آوشيکتا,/ɑː.ʋəʃ.jək.t̪ɑː/,"necessity, need, inevitability",,
آٹھواں,/ɑːʈʰ.ʋɑ̃ː/,eighth,,
آپ,/ɑːp/,"(formal, polite) second-person subjective or objective",,
آکاش,/ɑː.kɑːʃ/,"sky, Synonyms: آسمان‎ (āsmān), گگن‎ (gagan), air",,
آکرشت,/ɑː.kəɾ.ʂɪt̪/,"attracted; charmed, allured",,
آکرمن,/ɑːk.ɾə.məɳ/,"attack, assault",,
آکھیٹ,/ɑː.kʰeːʈ/,"hunting, chase, fright, terror",,
آگار,/ɑː.ɡɑːɾ/,"dwelling, house, building or premises devoted to a",,
ابابیل,/ə.bɑː.biːl/,"swallow, (Islam) ababil",,
ابهار,/ʊ.bʱɑːɾ/,"emergence, development, budding",,
ابو,/əb.buː/,"(colloquial, familiar) father, (informal) dad, daddy",,
ابٹن,/ʊb.ʈən/,"a paste (made up of meal, turmeric, oil and perfume)",,
ابھشیک,/ə.bʱɪ.ʂeːk/,"sprinkling, anointing (especially with sacred water),",,
ابھشیک,/ə.bʱɪ.ʂeːk/,"A male given name, Abhishek, from Sanskrit",,
اتحاد,/ɪ.t̪ːɪ.ɦɑːd̪/,"unity, alliance, unification, accord, agreement, (politics)",,
اتحادی,/ɪt̪.t̪ɪ.ɦɑː.d̪iː/,"allied, coalition, ‏اتحادی فوج‎ ― ittihādī fauj ― coalition",,
اترنا,/ʊ.t̪əɾ.nɑː/,"to get down, to get off, ‏درخت سے اُترو۔‎‎daraxt se",,
اتصال,/ɪt̪.t̪ɪ.sɑːl/,"junction, juncture, adjacency",,
اتفاق,/ɪt̪.t̪ɪ.fɑːq/,"unity, union, accordance, agreement, concord, harmony,",,
اتوار,/ɪt̪.ʋɑːɾ/,"Sunday, Synonyms: رویوار‎, یکشنبہ‎",,
اتھان,/ʊt̪.t̪ʰɑːn/,"rise, surge, advance, consciousness, awareness",,
اثبات,/ɪs.bɑːt̪/,"attestation, ascertainment, proof, verification",,
اجازت,/ɪ.d͡ʒɑː.zət̪/,"permission, authorisation, clearance, ‏وہ تمہیں اس",,
اجالا,/ʊ.d͡ʒɑː.lɑː/,"light, glare, glory, sunshine",,
اجالنا,/ʊ.d͡ʒɑːl.nɑː/,"enlighten, irradiate",,
اجنبی,/əd͡ʒ.nə.biː/,"strange, foreign, unfamiliar",,
اجنبی,/əd͡ʒ.nə.biː/,"stranger, foreigner",,
اجوائن,/əd͡ʒ.ʋɑː.ɪn/,anise,,
اجگر,/əd͡ʒ.ɡəɾ/,"python, boa, ‏اجگر ایک مامولی سانپ سے زیادہ خطرناک",,
احباب,/əɦ.bɑːb/,"friends, companions, members",,
احتجاج,/eːɦ.t̪ɪ.d͡ʒɑːd͡ʒ/,protest,,
احترام,/eɦ.t̪ɪ.ɾɑːm/,"respect, honour, consideration, regardfulness, attention",,
احتمال,/eːɦ.t̪eː.mɑːl/,"possibility, probability, tolerance, verisimilitude,",,
احمق,/əɦ.məq/,"asinine, cuckoo, dense, gaga, goofy, insensate, mad,",,
