L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ꤊꤚꤝꤤ,/krwi˦/,bone.,,
ꤊꤚꤝꤥ꤭,/krwo˧/,to follow.,,
ꤊꤜꤛꤢ,/klja˦/,way; road; street.,,
ꤊꤜꤛꤢ꤬,/klja˨/,to run.,,
ꤊꤢꤨ꤭ꤜꤤꤊꤟꤢꤩ,/ku˧.li˦.ke̤˦/,India,,
ꤊꤢꤪ꤬ꤕꤛꤢꤨ꤬ꤒꤣ꤬,/kɔ˨.pju˨.tə˨/,computer.,computer,kəmpjˈuːɾɚ
ꤊꤢ꤬ꤛꤢ꤭ꤜꤟꤤ꤬,/ka˨.ja˧.li̤˨/,"Kayah Li, an alphabet used for the Kayah languages.",,
ꤋꤢꤧ꤬,/kʰɛ˨/,"chin., (lower) jaw.",,
ꤋꤢꤧ꤬,/kʰɛ˨/,bitter.,,
ꤋꤢꤧ꤬,/kʰɛ˨/,bitter.,,
ꤋꤢꤧ꤬ꤎꤣ꤬,/kʰɛ˨.sə˨/,cancer.,cancer,kˈænsɚ
ꤋꤢꤧ꤬ꤗꤣ꤬ꤚꤢ꤬,/kʰɛ˨.mə˨.ra˨/,camera.,camera,kˈæmɹə
ꤋꤢ꤭ꤗꤟꤤ,/kʰa˧.mi̤˦/,tail.,,
ꤎꤤꤊꤚꤢꤧ,/si˦.krɛ˦/,cigarette.,cigarette,sˌɪɡɚɹˈɛt
ꤏꤛꤢꤩ,/ʃje˦/,ten,,
ꤏꤛꤢꤩ꤭,/ʃje˧/,chicken,,
ꤏꤛꤢꤩ꤭,/ʃje˧/,ten,,
ꤏꤛꤢꤩ꤭,/ʃje˧/,ten,,
ꤏꤝꤥ꤬,/ʃwo˨/,crab.,,
ꤏꤢꤦ꤭ꤟꤢꤧ꤭,/sʰɯ˧.hɛ˧/,salty.,,
ꤑꤟꤢ꤭,/ɲa̤˧/,(ꤞꤢꤧ~) five,,
ꤒꤟꤢꤧ꤬,/tɛ̤˨/,thing; object.,,
ꤒꤟꤢꤧ꤬,/tɛ̤˨/,Used to precede verbs and adjectives to form abstract,,
ꤒꤢ꤬ꤊꤜꤤ,/ta˨.kli˦/,turtle,,
ꤒꤢ꤬ꤏꤛꤢ꤭,/ta˨.ʃja˧/,elephant,,
ꤒꤢ꤬ꤞꤤ,/ta˨.ʂi˦/,horse.,,
ꤒꤣ꤬,/tə˨/,one,,
ꤓꤛꤢ,/tʰja˦/,pig.,,
ꤓꤛꤥ,/tʰwo˦/,cat.,,
ꤓꤝꤤ꤬,/tʰwi˨/,dog.,,
ꤓꤢꤧ,/tʰɛ˦/,needle.,,
ꤓꤢꤧ꤬ꤜꤤ꤬ꤖꤥ꤭,/tʰɛ˨.li˨.pʰo˧/,telephone.,telephone,tˈɛlᵻfˌoʊn
ꤓꤢꤧ꤭,/tʰɛ˧/,gold,,
ꤓꤢꤨ꤬,/tʰu˨/,bird.,,
ꤓꤤ꤬,/tʰi˨/,penis.,,
ꤔꤛꤢꤩ꤭,/nje˧/,(ꤞꤢꤧ~) two,,
ꤔꤟꤢꤧ꤬,/nɛ̤˨/,"you (singular)., your (singular).",,
ꤔꤢ꤬,/na˨/,year.,,
ꤕꤚꤟꤢꤩꤐꤝꤤ꤬ꤊꤟꤢꤩ,/pre̤˦.zwi˨.ke̤˦/,Thailand,,
ꤕꤟꤢꤧ꤬,/pɛ̤˨/,we; us.,,
ꤕꤟꤢꤪ꤬,/pɔ̤˨/,pot.,,
ꤕꤢꤎꤕꤥ,/pa.spo/,passport.,passport,pˈæspoː͡ɹt
ꤖꤛꤢꤩ,/pʰje˦/,to take.,,
ꤖꤢꤧ꤭,/pʰɛ˧/,father.,,
ꤖꤢꤧ꤭,/pʰɛ˧/,male.,,
ꤖꤤ꤭,/pʰi˧/,opium.,,
ꤖꤥ꤭,/pʰo˧/,flower.,,
