L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ахънилсри,/aqnilsri/,vegetable (a plant raised for some edible part of it),,
аьрщи,/ærʃːi/,ground,,
барцӏ,/ˈbart͡sʼ/,wolf,,
дуриан,/durian/,durian,durian,dˈʊɹɹiən
ккаччи,/kːat͡ʃːi/,dog,,
кӏяла,/kʼaˤla/,"white[3], Synonym: кӀяласса (kʼaˤlas:a)",,
кӏялагьи,/kʼaˤlahi/,"birch[13][4][3][5], Synonyms: мархъ (marq), махъ (maq),",,
кӏялахӏи,/kʼaˤlaħi/,Alternative form of кӏялагьи (kʼaˤlahi),,
маз,/maz/,tongue,,
мурхь,/murx/,tree,,
набатат,/nabatat/,plant (organism capable of photosynthesis),,
оь,/oˤ/,blood,,
ххяххия,/χːaˤχːiaˤ/,plant (organism capable of photosynthesis),,
ца,/t͡sa/,Akin to Avar цо (co) and Chechen цхьаъ (cḥaʾ).,,
ца,/t͡sa/,one,,
шин,/ʃin/,water,,
щин,/ʃːin/,Alternative form of шин (šin),,
