L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
Azerbaijan,/azə(r)bai̯d͡ʒan/,"Azerbaijani (pertaining to Azerbaijan), bahasa Azerbaijan",Azerbaijan,ˌæzɚbaɪd͡ʒˈɑːn
B,[bi],"The second letter of the Malay alphabet, written in the Latin script.",,
bab,/bap/,chapter (section in a book),,
baba,/babə/,father (male parent),,
babak,/babaʔ/,chapter,,
babi,/babi/,"pig (mammal of genus Sus), Synonyms: khinzir, خنزير‎,",,
baca,/bat͡ʃə/,to read,,
bacaan,/ba.t͡ʃa.an/,"reading (items that can be read), bahan bacaan ― reading",,
badam,/badam/,"almond (nut), almond (colour)",,
badam,/badam/,almond (resembling the colour of an almond nut),,
badan,/badan/,(anatomy) body (physical structure of a human or animal),,
baghal,/baɣal/,mule (offspring of male donkey and female horse),,
baghal,/baɣal/,stupid (lacking in intelligence),,
baginda,/bəɡində/,"he, she (exclusive use in royalty)",,
bagus,/baɡus/,handsome (of man: agreeable to the eye or to correct,,
Bagus,/baɡos/,A male given name from Malay,,
bah,/bah/,flood (overflow of water),,
bah,/bah/,Alternative form of abah,,
bah,/bah/,Alternative form of bapa,,
bah,/bah/,Abbreviation of bahasa.,,
bah,/bah/,Alternative form of bawah,,
bah,/bah/,Alternative form of abah,,
bah,/bah/,Alternative form of bapa,,
bah,/bah/,Abbreviation of bahasa.,,
bah,/bah/,Alternative form of bawah,,
bah,/bah/,Alternative form of bapa,,
bah,/bah/,Abbreviation of bahasa.,,
bah,/bah/,Alternative form of bawah,,
bah,/bah/,Abbreviation of bahasa.,,
bah,/bah/,Alternative form of bawah,,
bah,/bah/,Alternative form of bawah,,
baharu,/baharu/,new (recently made or created),,
bahasa,/bahasə/,"language (system of communication using words or symbols),",,
bahlul,/bahlol/,stupid (lacking in intelligence),,
bahtera,/bah.tə.rə/,"(Classical Malay) ship, boat.",,
bahu,/bahu/,"(anatomy) shoulder (joint between arm and torso), shoulder",,
baik,/baik/,good (acting in the interest of good; ethical (good,,
baik,/baik/,"okay (Used to indicate agreement or acceptance), Baik,",,
bait,/baet/,"house (abode), home (house or structure in which someone",,
bait,/baet/,byte,byte,bˈaɪt
bait,/baet/,byte,byte,bˈaɪt
bajing,/bad͡ʒeŋ/,squirrel (rodent),,
baju,/bad͡ʒu/,shirt (article of clothing),,
bakat,/bä.kät/,potential,,
bakau,[bä.käu],mangrove.,,
bakul,/bakol/,basket (container),,
bakung,/bakoŋ/,"spider lily, Crinum asiaticum., Synonym: pandan suasa",,
balai,/balai̯/,"hall, station, large building for public uses, (possibly",,
balas,/balas/,"to reply; to respond; to answer, Anton membalas pertanyaan",,
Bali,/bali/,Bali (an island and province of Indonesia),,
Bali,/bali/,"Balinese (of, or relating to Bali, or its inhabitants, language)",,
balik,/balik/,back,,
balik,/balik/,"back part, behind",,
balik,/balik/,"to return, to turn",,
baling,/bäˈlɪŋ/,to throw.,,
balu,/balu/,"widow, Synonyms: janda, randa, thunder; the sound heard",,
balung,/baloŋ/,cockscomb (fleshy red crest of a rooster),,
bambu,/bambu/,"bamboo (plant), bamboo (wood)",,
banal,/banal/,"banal (common), Synonym: basi",,
banci,/bant͡ʃi/,"(Malaysia, Singapore) population census",,
banci,/bant͡ʃi/,"a gay man; a lesbian woman, Synonym: pondan, (archaic,",,
banci,/bant͡ʃi/,"(botany) hermaphrodite, (archaic) suffering from erectile",,
banci,/bant͡ʃi/,"a gay man; a lesbian woman, Synonym: pondan, (archaic,",,
banci,/bant͡ʃi/,"(botany) hermaphrodite, (archaic) suffering from erectile",,
bang,/baŋ/,"adhan, Synonym: azan",,
bang,/baŋ/,"brother (older male sibling), Synonyms: abang (bung),",,
bang,/baŋ/,"brother (older male sibling), Synonyms: abang (bung),",,
bangang,/bä.ŋäŋ/,"stupid (lacking in intelligence).
Orang bangang
Stupid person",,
bangkrap,/baŋkrap/,bankrupt (having been legally declared insolvent),bankrupt,bˈæŋkɹʌpt
bangku,/baŋku/,bench (long seat),,
bangun,/baŋun/,"to get up, to stand up, to wake up",,
bangun-bangun,/baŋun.baŋun/,rainbow (multicoloured arch in the sky),,
bangunan,/baŋunan/,building,,
banjir,/band͡ʒir/,"flood (overflow of water), Synonym: bah",,
bantal,/bantal/,pillow (soft cushion used to support the head in bed),,
banteng,/banteŋ/,Alternative form of banting,,
banting,/banteŋ/,banteng (Bos javanicus),,
banyak,/baɲak/,"many, much, a lot, very, excessively",,
banyak,/baɲak/,amount,,
bapa,/bapə/,father (male parent),,
bapai,/bapai̯/,father (male parent),,
bapak,/bapaʔ/,"father; male parent., Synonym(s): bapa (bapanda, bapai,",,
bapak,/bapaʔ/,"(colloquial) so; very., Bapak laju dia!, He's so fast!,",,
bapanda,/bapandə/,"father (poetic for ""male parent"")",,
bapang,/bapaŋ/,father (male parent),,
bara,/barə/,ember,,
barang,/baraŋ/,"marker used to denote indefiniteness, Barang siapaWhoever,",,
barang,/baraŋ/,"thing, item, goods, commodity",,
barat,[barat],west (compass point),,
barat,[barat],"west (towards the west), west (western), west (occidental)",,
baring,/bareŋ/,(intransitive) to lie down,,
baris,/bä.rɪs/,line,,
barisan,/barisan/,"front, Barisan NasionalNational Front, queue; line,",,
barium,[bariom],barium (chemical element),barium,bˈɛɹiəm
baru,/baru/,"just, recently, a few moments ago, Aku baru sampai",,
baru,/baru/,"new; recently came into existence, Tahun baru ― New",,
baru,/baru/,"sea hibiscus, cottonwood hibiscus (Talipariti tiliaceum,",,
baru,/baru/,"sea hibiscus, cottonwood hibiscus (Talipariti tiliaceum,",,
bas,/bas/,bus,bus,bˈʌs
basah,/basah/,wet (of an object: covered with or impregnated with,,
basi,/basi/,"(of food) stale, rancid (no longer fresh)",,
basikal,/basikal/,(Malaysia) bicycle (vehicle),bicycle,bˈaɪsɪkəl
batang,/bataŋ/,"a log; the trunk of a dead tree, cleared of branches,",,
batang,/bataŋ/,"classifier for log, rod or something like log or rod.",,
batang,/bataŋ/,(archaic) corpse,,
batang,/bataŋ/,to read (say what is written),,
batang,/bataŋ/,(archaic) corpse,,
batang,/bataŋ/,to read (say what is written),,
batang,/bataŋ/,to read (say what is written),,
bateri,/batəri/,battery (device producing electricity),battery,bˈæɾɚɹi
batik,/bateʔ/,batik,,
batu,/batu/,"stone (substance), stone (small piece of stone)",,
batu,/batu/,mile (unit of measurement),milestone,mˈaɪlstoʊn
batu,/batu/,mile (unit of measurement),milestone,mˈaɪlstoʊn
bau,/bau/,smell (sensation),,
bausastera,/ba.u.sas.tə.ra/,"dictionary, Synonym: kamus",,
bawah,/bawah/,"under, below",,
bayar,[bä.jär],"to pay (finance)., Bila kau nak bayar hutang kau, ah?!,",,
bayi,/baji/,"baby, infant (young human being)
bayi merah ― neonate
kadar kematian bayi ― infant mortality rate",,
bayu,/baju/,wind (movement of air),,
bebal,/bəbal/,stupid (lacking in intelligence),,
bebas,/bebas/,"free (not imprisoned)
1371,  Hikayat Bayan Budiman:
“.. Akan tetapi, bukankah aku sudah melepaskanmu dan menyuruhmu terbang bebas? ..”Nevertheless, have I not already let go of you, and told you to fly free?",,
bebat,/bəbat/,band (strip of material wrapped around things to hold,,
bebenang,/bəbənaŋ/,"plural of benang, Synonym: benang-benang, (engineering)",,
beberapa,/bəbərapə/,"any, some, several, certain, few, various, divers",,
beberapa,/bəbərapə/,a few,,
beberapa,/bəbərapə/,"any, some, several, certain, few, various, divers",,
bebiri,/bəbiri/,Alternative form of biri-biri,,
beca,/bet͡ʃa/,"cycle rickshaw, velotaxi, trishaw",,
begitu,/bəɡitu/,"very
Begitu tinggi kawan Daniel hinggakan ia bagaikan seekor kucing.Daniel's friends are so tall that he looks like a cat [next to them].
Synonyms: amat, sangat, sungguh, gila",,
bekas,/bəkas/,"trace, mark, Bekas luka ― Traces of a scar, Synonym:",,
bekas,/bəkas/,"former, late, ex-, Bekas Perdana Menteri ― Former Prime",,
belajar,/bə.la.d͡ʒa(r)/,to study; to learn,,
belakang,/bəlakaŋ/,(anatomy) back (the rear of body),,
Belanda,/bə.lan.da/,"Holland, the Netherlands",,
Belanda,/bə.lan.da/,Dutch,,
belas,/bəlas/,"-teen (to form numbers 11 - 19)
sebelas (“eleven”)
dua belas (“twelve”)
tiga belas (“thirteen”)
empat belas (“fourteen”)
lima belas (“fifteen”)
enam belas (“sixteen”)
tujuh belas (“seventeen”)
lapan belas (“eighteen”)
sembilan belas (“nineteen”)",,
belau,[bəlau̯],"(Indonesia, Netherlands) blue (blue-colored)",,
belau,[bəlau̯],"(Indonesia, Netherlands) blue (colour)",,
beleng,/beleŋ/,(intransitive) to turn (move around an axis through,,
belerang,/bəleraŋ/,sulfur (element),,
beli,/bəli/,to buy (to obtain for money),,
beliau,/bə.liau̯/,"(honorific) he, she (someone highly respected or of",,
belok,/belok/,(intransitive) to turn (move around an axis through,,
belum,/bəlom/,"not yet
Saya belum tahu.I didn't know yet.",,
beluncas,/bəlunt͡ʃas/,caterpillar (larva of a butterfly),,
benak,/bənaʔ/,(anatomy) brain (organ),,
benak,/bənaʔ/,stupid (lacking in intelligence),,
benak,/bənaʔ/,stupid (lacking in intelligence),,
benar,/bə.na(r)/,"very, Merah benar jambu air ini.This rose apple is",,
benar,/bə.na(r)/,"true, right, correct, valid",,
benci,[bənˈt͡ʃi],hatred,,
benci,[bənˈt͡ʃi],to hate,,
bendera,/bəndeɾa/,"flag, 1969, Shahnon Ahmad, Perdana, Penerbitan Pustaka",,
bengap,/bəŋap/,stupid (lacking in intelligence),,
bengawan,/bə.ŋa.wan/,river (large stream which drains a landmass),,
bengkarung,/bəŋkaroŋ/,skink (lizard),,
benih,/bənih/,"(botany) seed, progeny, offspring, source",,
Bentala,/bəntalə/,earth,,
benturung,[bənturoŋ],binturong (species of civet),,
benua,/bənua/,"continent (each of main land-masses on earth's surface),",,
benuang,/bənuaŋ/,"water buffalo, carabao",,
ber-,/bər/,"(intransitive) -ing, used to form the continuative",,
ber-,/bər/,"to have; -ed, -d, ‎ber- + ‎atap (“roof”) → ‎beratap",,
ber-,/bər/,"(intransitive, stative) used to form stative verbs,",,
ber-,/bər/,"multiple, ‎ber- + ‎tiga (“three”) → ‎bertiga (“triple”)",,
berada,/bəradə/,"to be (occupy a place), Rumah saya berada di pantai",,
beradik,/bəradeʔ/,have younger sibling,,
Berahim,/bərahem/,"Alternative form of Ibrahim, A male given name from",,
berak,[beˈräʔ],poop; feces; shit.,,
berak,[beˈräʔ],to poop; to shit; to defecate.,,
berang-berang,[bəraŋ bəraŋ],otter (mammal),,
berani,/bərani/,"to be brave, be courageous, to dare",,
berapa,/bə.ra.pa/,"how many, how much",,
beras,/bəras/,uncooked rice,,
berat,/bərat/,"heavy (having great weight), weight, onerous, arduous",,
berau,/bərau̯/,(Hulu Pahang) unfortunate (not favored by fortune),,
berbulu,/bə(r)bulu/,furry (Covered with fur),,
berendam,/bɘrɘndam/,(Singapore) The act of soaking.,,
beresok,/bəresoʔ/,Alternative form of esok,,
beresok,/bəresoʔ/,Alternative form of esok,,
beri,/bəri/,to give (transfer the possession of something to someone,,
berilium,/bɛriliom/,beryllium (chemical element),beryllium,bɜːɹˈɪliəm
berkelium,[bɛ(r)keliom],berkelium (chemical element),berkelium,bɜːkˈiːliəm
berlau,[bə(r)lau̯],"(Indonesia, Netherlands) Alternative form of belau",,
berlau,[bə(r)lau̯],"(Indonesia, Netherlands) Alternative form of belau",,
berlian,[bə(ɾ).li.(j)än -lʲän],diamond (gemstone),,
berma,/bə(r)mə/,red (having red as its colour),,
berma,/bə(r)mə/,red (colour),,
bernafas,/bə(r)nafas/,to breathe,,
bersama,/bə(r).sa.mə/,together,,
bersih,/bərseh/,"clean, clear, hygienic, pure",,
bersin,/bə(r)sen/,to sneeze (sneezing reflex),,
bertuah,/bə(r)tuah/,having luck,,
beruang,/bəruaŋ/,bear (large mammal of family Ursidae),,
berudu,/bə.ru.du/,tadpole,,
besar,/bəsa(r)/,"big, large (of a great size)",,
besi,[bəsi],"(physics, chemistry, metallurgy) iron (element)",,
besok,/besoʔ/,Alternative form of esok,,
besok,/besoʔ/,Alternative form of esok,,
beta,/betə/,"(Palace Malay) I, me, my (exclusive use in royalty,",,
beta,/betə/,beta (second letter of the Greek alphabet),,
beta,/betə/,beta (second letter of the Greek alphabet),,
betina,/bətinə/,"female (belonging to the sex with larger, fertilizable",,
betis,/bətes/,(anatomy) calf (anatomy: back of the leg below the,,
betul,/bətul/,correct (free from error),,
beza,/be.zə/,"dissimilarity, difference",,
bianglala,/bi.aŋ.la.la/,rainbow (multicoloured arch in the sky),,
biasa,/biasə/,"normal (usual, ordinary)",,
biawak,/biawaʔ/,monitor lizard (lizard of the genus Varanus),,
bicara,/bit͡ʃarə/,"to talk, to speak",,
bidan,/bidan/,Midwife (person who assists women in childbirth),,
bihun,/bi.hun/,"rice vermicelli, rice noodle",,
bila,/bi.lə/,(interrogative) when,,
bila-bila,/bilə bilə/,anytime (at any time),,
bilang,/bilaŋ/,"to say, Synonyms: cakap, kata, sebut, to talk, Synonyms:",,
bilangan,/bilaŋan/,number (abstract entity),,
bilik,/bileʔ/,"cabin of a junk, room (division in a building)",,
biling,/bileŋ/,Obsolete form of beleng.,,
bilion,/bilion/,billion,billion,bˈɪliən
binatang,[binataŋ],"animal (organism), animal (organism other than man),",,
binatang,[binataŋ],animal (of animals),,
bingung,/biŋuŋ/,"stupid (lacking in intelligence)
Synonyms: bodoh, ahmak, baghal, bahlul, bangang, bebal, benak, bengap, bongak, bongok, congong, dogol, dongok, dungu, jahil, tolol",,
bintang,/bintaŋ/,star (luminous celestial body),,
bintangur,/bintaŋor/,"hardwoood trees of genus Calophyllum, of which the",,
binturung,/bin.tu.roŋ/,binturong (species of civet),,
bioekologi,/bioekoloɡi/,bioecology,,
bir,/be(r)/,beer,beer,bˈɪɹ
biram,/biram/,red (having red as its colour),,
biram,/biram/,red (colour),,
biri-biri,/biri biri/,sheep (animal),,
biru,[biru],blue (blue-colored),,
biru,[biru],blue (colour),,
bisa,/bi.sa/,poison,,
bisa,/bi.sa/,"can (to be able to), Tenaga masih bisa dipergunakan.",,
bisa,/bi.sa/,"can (to be able to), Tenaga masih bisa dipergunakan.",,
bismut,[bismot],bismuth (chemical element),bismuth,bˈɪsmʌθ
boat,/buat/,Obsolete form of buat.,,
bodoh,/bodoh/,stupid (lacking in intelligence),,
bogam,/bo.ɡam/,"gold pieces and other small pieces for diadem (head accessories).
1959, Bacha-lah petunjok2 dengan teliti, Berita Harian, page 7.
BOGAM: Keping logam kechil perhiasan pada punchak tajok.BOGAM: Small metal piece accessories on top of diadem.",,
bohrium,/bɔhriom/,bohrium (chemical element),bohrium,bˈoʊɹiəm
bokor,/boko(r)/,Wide-sided bowl (mostly made of metal),,
bola,/bola/,"ball, Bola bola sepakFootball ball",,
boleh,/boleh/,"can (to be able to), Saya boleh menyanyi.I can sing.,",,
bolong,[boloŋ],black (absorbing all light),,
bolong,[boloŋ],black (colour),,
bomoh,/bomoh/,shaman (someone believed to heal through magic),,
bongak,/boŋaʔ/,stupid (lacking in intelligence),,
bongok,/bo.ŋoʔ/,stupid (lacking in intelligence).,,
bongsu,/boŋsu/,lastborn (born last in a family),,
boron,/bɔrɔn/,boron (chemical element),boron,bˈoːɹɑːn
borzoi,/bɔ(r)zoi̯/,borzoi (breed of dog),borzoi,bˈoː͡ɹzɔɪ
botak,/botaʔ/,bald (having no hair),,
botol,/botol/,bottle (container used for holding liquids),bottle,bˈɑːɾəl
bromin,[bromen],bromine (nonmetallic chemical element),bromine,bɹˈoʊmaɪn
bu,/bu/,mother,,
buah,/buah/,"fruit (part of plant), fruit (food)",,
buah,/buah/,Classifier for anything generally concretely big and,,
buai,/buai̯/,"to swing, to sway",,
buaian,/buai̯an/,"swing, cradle",,
Buana,/buanə/,earth,,
buat,/buat/,"to do (perform, execute)",,
buaya,/buajə/,crocodile (reptile),,
bubu,/bubu/,fish trap,,
bubuk,/bubok/,"weevil, woodworm",,
budak,/budak/,"(Malaysia, Singapore) young person; child
Synonyms: anak, kanak-kanak",,
budaya,/bu.da.ja/,intellectual capacity (the faculty of reasoning and,,
