L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ལྗིད་ཅན,/t͡ɕi˩.t͡ɕen˥/,"heavy, cumbersome",,
ལྦ,/wɑ˩/,"Alternative form of ཝ (“tub, crib”)",,
ལྦ་གཤོང,/wo˩.ɕo˥/,Alternative form of ཝ་གཤོང (“fuller”),,
ལྷ,/ɬɑ˥/,"deity, god",,
ལྷག,/ɬɑːk̚˥/,"to read, to peruse",,
ལྷག,/ɬɑːk̚˥/,"excess, superfluous, spare, superior, better",,
ལྷག,/ɬɑːk̚˥/,"excess, superfluous, spare, superior, better",,
ལྷབ,/ɬɑp˥/,"to learn, to study",,
ལྷོ,/ɬo˥/,south,,
ལྷོ་མཚམས་ཁ,/ɬo˥.t͡sʰɑm˥.kʰɑ˥/,the Nepalese language,,
ལྷོ་མཚམས་པ,/ɬo˥.t͡sʰɑm˥.pɑ˥/,"Lhotshampa person, Nepali person",,
ལྷོ་མཚམས་མི་ཁ,/ɬo˥.t͡sʰɑm˥.mi˥.kʰɑ˥/,"Alternative form of ལྷོ་མཚམས་ཁ (“Nepalese, the language",,
ལྷོད,/ɬøː˥/,to arrive,,
ལྷོད་ལམ,/ɬøː˥.lɑm˩/,"accessible path, access-route",,
ཤི,/ɕi˥/,"to die, to expire, to perish, to wilt, to wither, to",,
ཤིག,/-ɕ/,(suffixed to verbs) used to form urgent imperatives or unambiguous imperatives,,
ཤིང,/ɕiŋ˥/,wood,,
ཤེས,/ɕeː˥/,"to know, to learn, to familiarize, to identify, to",,
སེརཔོ,/seːp˥/,"yellow, capitalist",,
སོདབ་ཁ,/søːp˥.kʰɑ˥/,"the Serbo-Croatian language, the Serbian dialect of",,
སྐད,/keː˥/,"voice, sound, cry, dialect",,
སྐར་ཚོགས,/kɑː˥.t͡sʰok̚˥/,"collection of stars, constellation, galaxy, the Milky",,
སྐོར་ཆ,/koː˥.t͡ɕɑ˥/,"around, about",,
སྐྱུརཔོ,/t͡ɕuːp˩/,"sour, (chemistry) acidic",,
སྒྲོམ,/ʈom˩/,"box, case, chest",,
སྡིག་ཅན,/tik˩.t͡ɕeŋ˥/,sinful,,
སྡུད,/tu˩/,"to collect, to accumulate",,
སྤྱ,/pt͡ɕɑ˥/,monkey,,
སྤྱུང་ཀ,/pt͡ɕɑŋ˥.kɑ˥/,"poor, penniless, impecunious",,
སྤྲོད,/ʈøː˥/,"to pay, to recompense, to allot, to deliver, to offer, to give",,
སྦལཔ,/pɛːp˩/,frog,,
སྦོམ,/poːm˩/,"big, large, grand",,
སྨན,/men˥/,"medicine, drug, pharmaceutical, cure",,
སྨེ,/meː˥/,"meow, an onomatopoeia for the cry of a cat.",,
སླབ,/lɑp˥/,"to say, to declare",,
ཧབ,/hɑp˥/,(especially of a dog) to bark (at),,
ཧབ,/hɑp˥/,"to stride, to stretch",,
ཧབ,/hɑp˥/,"to stride, to stretch",,
ཧོནམོ,/høːm˥/,"cyan, azure, grue",,
ཧྲལ,/rɛː˥/,"to rip, to tear",,
ཧྲིལ་པོ,/ril˥.pʰu˩/,"Alternative form of ཧྲིལཔོ (“entire, all, whole”)",,
ཧྲིལཔོ,/riːp˥/,"entire, all, whole",,
ཨ་རཔ,/ɑ˥.rɑp˩/,"Arab, Arabic person",,
ཨ་རབ་ཁ,/ɑ˥.rɑp˩.kʰɑ˥/,the Arabic language,,
ཨན་ཏར་རཤ་ཐྲི་ཡ,/ɛːn˥.tɑː˥.rɑɕ˩.ʈʰi˥.jɑ˩/,the Internationale; the a leftist workers' anthem,,
ཨཕ་ག་ནིཤ་ཐཱན,/ɑp˥.kɑ˩.niɕ˩.tʰɑːn˥/,Afghanistan (a country in Asia),,
ཨརཝ,/ɑːw˥/,"thief, burglar",,
ཨིཤ་ཏོ་ནི་ཡ,/iɕ˥.to˥.ni˩.jɑ˩/,Estonia (a country in Europe),Estonia,ɛstˈoʊniə
ཨུ་རུ་སུ,/u˥.ru˩.su˥/,Russia (a country in Europe and Asia),,
ཨོ་ལེ,/o˥.le˩/,the 'Ole tribe.,,
ཨོ་ལེ་ཁ,/o˥.le˩.kʰɑ˥/,the Black Mountain Monpa language.,,
