L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
à,/a/,"to, at",,
à,/a/,"at sign, Synonyms: colînmachon, siez",,
abanonner,/abanune/,unfasten,,
abantchi,/abɑ̃tʃi/,(Jersey) to pile up,,
abat,/a.ba/,a downpour of rain,,
abattre,/a.batr/,(Jersey) to knock down,,
abiêmer,/abjɛːme/,spoil,,
abinnotage,/abinətaʒ/,(Jersey) stook,,
abinnoter,/abinəte/,(Jersey) stook,,
aboter,/abəte/,to bandage,,
abouler,/abule/,(Jersey) To bring a wheelbarrow towards someone.,,
âbre,/a.b(r)/,tree,,
abreuvoir,/abrəvwar/,(Jersey) a watering place.,,
abréver,/abrɛve/,"to water (cattle, horses)",,
abréveux,/abrɛvœ/,a watering place. Specifically public watering places that a found at the side of Jersey's roads.,,
abri,/abri/,(Jersey) shelter.,,
abrier,/abriːe/,(Jersey) to shelter,,
abuser,/abyːze/,(Jersey) to abuse,,
abuter,/abyte/,to abut.,,
agnel,/ɑ.ɲe/,lamb,,
anmîn,/amĩ/,(Jersey) friend,,
annel,/ã.né/,ring,,
bête,/beit/,"(Jersey, Guernsey) beast, animal",,
bête,/beit/,(Jersey) stupid,,
blianc,/bjɑ̃/,(Jersey) white,,
brüethe,/bry.eð/,"(Jersey) heather, bell heather, cross-leaved heath",,
caeir,/kɛj/,"to fall, Eune avioun est caite chût matin dauns le",,
calengier,/ka.lã.ʒi/,to negotiate,,
cat,/ka/,"cat, c. 1830, George Métivier, ‘Lamentations de Damaris’:,",,
câtel,/kɑ.te/,castle,,
chaîne,/ʃeːn/,"(Jersey) chain, (poetic) road, path",,
ch'min,/ʃmin/,(Guernsey) path,,
cœur,/kø/,heart,,
cône,/kon/,horn,,
Côte,/koːt/,"Gaspé (a city and peninsula in Quebec, Canada)",,
Cotentîn,/ko.tɑ̃.tẽ/,"the Cotentin Peninsula (a peninsula in Normandy, northern",,
coumenchier,/ku.mã.ʃi/,"to begin, Antonym: finir",,
dréchier,/dre.ʃi/,"to stand, Antonym: baissier",,
êfant,/ɛːfɑ̃/,(Jersey) child,,
êffrité,/e.fri.tɛ/,(Jersey) frightened,,
faume,/fɔm/,"(Guernsey) wife, 2006, Peggy Collenette, ‘Au shaoux",,
fieu,/fjø/,son,,
foûnel,/fuʊ.ne/,stove,,
fourque,/furk/,pitchfork,,
gardîn,/ɡardẽ/,(Jersey) garden,,
genti,/ʒɑ̃ti/,(Jersey) nice,,
grand,/ɡrɑ̃/,(Jersey) big,,
habits,/habi/,(Jersey) clothes,,
hammel,/xã.mé/,"village, hamlet",,
hitchet,/hit͡ʃɛ/,"(Jersey, onomatopoeia) hiccup",,
houme,/ɔʊm/,man,,
iloc,/i.lo/,there,,
Jèrri,/ʒɛri/,(Jersey) Jersey,,
Jèrriais,/ˈʒɛ.ɾi.je/,"(Jersey, France) of, from, or relating to Jersey",,
Jèrriais,/ˈʒɛ.ɾi.je/,"(Jersey, France) Jerseyman, someone from Jersey",,
Jèrriais,/ˈʒɛ.ɾi.je/,"(Jersey, France) Jèrriais",,
journaïe,/ʒuɹnai/,(Guernsey) day,,
lé,/lɛː/,"(Jersey) the masculine singular definite article
2013 March 1,  Geraint Jennings,  “Mar martello”, in  The Town Crier‎[1], page 20:Dans les clios étout nou vait des tracteurs et des machinnes tandi qu'lé travas du fèrmyi r'prend san rhythme coumme tréjous.In the fields tractors and machines can be seen too as farm work picks up again as always.
lé beurre ― the butter
lé dgèrryi ― the warrior
lé lait ― the milk
lé sâbre ― the sword",,
lédgeunme,/led͡ʒœm/,(Jersey) vegetable,,
lian,/jɑ̃/,"(Jersey, cycling) link (of chain)",,
liement,/li.mã/,"easily, quietly",,
litchi,/lit͡ʃi/,(Jersey) to lick,,
maishî,/mɛ.zi/,henceforth,,
mâquier,/mɑ.tʃi/,"(Rouen), (Pays de Caux) to eat, Synonym: mangier",,
maungier,/mãʊ̃.ʒi/,"(transitive) to eat, Chût jour-là, je maungîmes de",,
maungier,/mãʊ̃.ʒi/,"food, foodstuff., Du blaunc-maungier.(Kind of porridge,",,
mesnil,/mes.nil/,cottage,mesnil,mˈɛsnɪl
mougier,/muʊ.ʒi/,(Cotentin) to eat,,
moûque,/muːk/,(Jersey) fly,,
ouothelle,/wɔðɛl/,"(Jersey, anatomy) ear",,
péthe,/peð/,(Jersey) father,,
plenté,/plã.te/,abundance,,
puche,/pyʃ/,(Jersey) flea,,
qùeva,/kva/,(France) horse,,
queval,/k(ə)va/,horse,,
quevalier,/k(ə)va.lje/,knight,,
quièvre,/k(j)ɛv(r)/,goat,,
raisoun,/rɛ.zõʊ/,reason,,
romathîn,/ro.maˈðẽ/,(Jersey) rosemary,,
s'abrier,/sabriːe/,To take shelter.,,
tchaîthe,/t͡ʃɛːð/,(Saint Ouën) chair,,
tchoeu,/t͡ʃœ/,"(Jersey, anatomy, card games) heart, Alleunme touos",,
tchoeu,/t͡ʃœ/,"(Jersey, music) choir, chorus",,
tchoeu,/t͡ʃœ/,"(Jersey, music) choir, chorus",,
teet,/tɛːt/,"(Sark, anatomy) head",,
tête,/teit/,"(Jersey, Guernsey, anatomy) head",,
Tithol,/ti.ðɔl/,Tyrol (a state of Austria; a region in Europe),,
tolir,/tɔ.li/,to suppress,,
vaque,/vak/,"(France, Jersey) cow",,
veir,/vɛ/,to see,,
veisin,/vɜ.zĩ/,neighbour,,
yens,/jã/,inside,,
yi,/ji/,"(Jersey, anatomy) eye, (Jersey) opening of lobster",,
