L2_orth,L2_ipa,L2_gloss,L2_etym
gohwééh,kˈɔfi,"coffee, Ńdiiʼnééh! Gohwééh łaʼ ndlą́! ― Get up! Drink",coffee
háájiʼjin,hˈaɪdɹəd͡ʒən,hydrogen,hydrogen
Haʼooméya,hˈɔːmiə,Haumea (dwarf planet),Haumea
Iithiyópya,ˌiːθɪˈoʊpiə,Ethiopia,Ethiopia
ínsadoobíídiiya,ɛnsˌaɪkloʊpˈiːdiə,encyclopedia,encyclopedia
jélii,d͡ʒˈɛli,"jam, jelly",jelly
Jíbitoo,d͡ʒˈuːpɪɾɚ,Jupiter (planet),Jupiter
Jíísas,d͡ʒˈiːzəs,Jesus,Jesus
Jóojah,d͡ʒˈɔː͡ɹd͡ʒə,Georgia (country),Georgia
káábin,kˈɑː͡ɹbən,carbon,carbon
Maakiimaakii,mˈeɪkmeɪk,Makemake (dwarf planet),Makemake
Máaz,mˈɑː͡ɹz,Mars (planet),Mars
mágí,mˈʌŋki,monkey,monkey
Mókiwii,mˈɜːkjʊɹi,Mercury (planet),Mercury
Néʼtoon,nˈɛptuːn,Neptune (planet),Neptune
níłchʼi,ˈɛn sˌiːˈeɪt͡ʃi,"air, breeze, wind[1], gas, níłchʼi łikoní ― flammable",níchʼi
Óóswiya,ˈɔːstɹiə,Austria (a country in Europe),Austria
Séetin,sˈæɾɜːn,Saturn (planet),Saturn
Séwes,sˈiəɹiːz,Ceres (dwarf planet),Ceres
soodin,sˈoʊdiəm,sodium,sodium
spéshelígíí,spˈɛʃəl,the one that is special,special
sxih,sˈɪk,"cool!, awesome!, superb!, fantastic!, groovy!, far",sick
Tłóotoo,plˈuːɾoʊ,Pluto (dwarf planet),Pluto
wáán,wˈaɪn,wine,wine
Yoowéinis,jˈʊɹɹænəs,Uranus (planet),Uranus
