L2_orth,L2_ipa,L2_gloss,L2_etym
တီႇသႅမ်ႇပႃႇ,dᵻsˈɛmbɚ,December.,December
မေႇ,mˈeɪ,May.,May
သႅပ်ႇထႅမ်ႇပႃႇ,sɛptˈɛmbɚ,September.,September
ဢိင်းၵလဵတ်ႈ,ˈɪŋɡlɪʃ,English,English
ဢဵတ်ႇ,ˈeɪdz,AIDS.,AIDS
ဢေႃႇၸတြေးလီးယိူဝ်း,ɔːstɹˈeɪliə,Australia (a continent and country in Oceania),Australia
ဢေႃးၵၢတ်ႉ,ˈɔːɡəst,August.,August
ဢေႇပရႄႇ,ˈeɪpɹəl,April.,April
ဢွၵ်ႇထူဝ်ႇပႃႇ,ɑːktˈoʊbɚ,October.,October
ၵူဝ်ႇၵဵၼ်း,koʊkˈeɪn,cocaine,cocaine
ၵျုၼ်ႇ,d͡ʒˈuːn,June.,June
ၵျူႇလၢႆႇ,d͡ʒuːlˈaɪ,July.,July
ၸပြိင်ႇ,spɹˈɪŋ,spring (device),spring
ၸၼ်ႇဝႃႇရီႇ,d͡ʒˈænjuːˌɛɹi,January.,January
ၼူဝ်ႇဝႅမ်ႇပႃႇ,noʊvˈɛmbɚ,November.,November
ၾႅပ်ႇဝႃႇရီႇ,fˈɛbɹuːˌɛɹi,February.,February
