L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
destmale,[dɛstˈmɑlə],"handkerchief, flag",,
destmalı,[dɛstˈmɑlɪ],Alternative form of destmale,,
deştene,[dɛʃtˈɛnə],to sew,,
dındon,/dændɔːn/,tooth,,
dıtene,[dɪtˈɛnə],to milk,,
dol,[dolˈ],Alternative form of dole,,
dole,[doˈlə],A lake.,,
doşiyayene,[doʃijɑːˈɛnə],Alternative form of doşiyene,,
doşiyene,[doʃiːˈɛnə],to be milked,,
dû,[ˈdʉ],smoke,,
diyayene,[diːˈɛnə],Alternative form of diyene,,
diyene,[diːˈɛnə],to see,,
edat,[edat],preposition,,
Ellah,[ˈɛɫɑː],God,,
embaz,[emˈbazʃ],friend,,
erd,[ˈɛɾd],"ground, earth",,
esker,[ɛsˈkɛɾ],soldier,,
espar,[ɛsˈpɑɾ],on horseback,,
eza,/e.zɑh/,candidate (person running in an election),,
eşir,[ɛˈʃiɾ],Alternative form of eşire,,
eşire,[ɛˈʃiɾə],tribe,,
eşiret,[ɛˈʃiɾɛt],Alternative form of eşire,,
eşiretı,[ɛˈʃiɾɛtɪ],Alternative form of eşire,,
eşirı,[ɛˈʃiɾɪ],Alternative form of eşire,,
fırayene,[fɪřɑːˈɛnə],to fly,,
ga,[ˈɡɑ],"ox, bull, (astronomy, astrology) Taurus",,
gendnayene,[ɡɛndnɑːˈɛnə],"to besmirch, to make dirty",,
gırewtene,[ɡɪrɛwtˈɛnə],"to take, to close",,
gol,[ˈɡoɫ],(geography) lake,,
gol,[ˈɡoɫ],(sports) goal,goal,ɡˈoʊl
gol,[ˈɡoɫ],(sports) goal,goal,ɡˈoʊl
goze,[ɡoˈzə],walnut,,
herb,/herb/,(dated) war,,
hewr,[ˈhɛwɾ],(meteorology) cloud,,
heywan,[hɛjˈwan],animal,,
heywon,[hɛjˈwon],Alternative form of heywan,,
hor,[ˈhoɾ],Alternative form of hewr,,
héga,[heˈɡa],garden,,
kakuç,[kɑˈkuts],Alternative form of çakuç,,
kam,/cam/,who,,
kardi,/khaʃdi/,knife,,
kerdene,[kɛrdˈɛnə],"make, do",,
kerg,[ˈkɛɾɡ],(Masculine form of): kerge,,
kerge,[kɛɾˈɡə],"chicken, hen",,
keye,[kɛˈjɛ],house,,
kılise,/cilisɛ/,church,,
ko,[ˈko],(geography) mountain,,
kurbeşık,[kuɾˈbɛʃɪk],badger,,
lac,[ˈlɑdz],"son[2], O lacê mıno. ― He is my son., Lacê to lacê",,
laj,[ˈlɑʒ],Alternative form of lac,,
laz,[ˈlɑz],Alternative form of lac,,
lengayene,[lɛnɡɑːˈɛnə],"to limp, to hobble",,
liste,[lisˈtə],list,,
ma,-ma,we; us (first-person plural personal pronoun),,
maki,[mɑki],(grammar) feminine,,
mar,[ˈmɑɾ],(zoology) snake,,
mar,[ˈmɑɾ],(family) mother (specification),,
mazot,[mazot],(chemistry) diesel (fuel),,
mendene,[mɛndˈɛnə],"to stay, to remain",,
merdene,[mɛrdˈɛnə],to die,,
merheba,/məɾhaba/,"hello, hi",,
mezg,[mæzɣ],(anatomy) brain,,
mıc,[ˈmɪdz],(meteorology) fog,,
mısnayene,[mɪsnɑːˈɛnə],Alternative form of musnayene,,
murcele,[moːɾˈtʃʰæ],ant,,
musnayene,[musnɑːˈɛnə],"to teach, to show",,
name,/nɔːme/,"name, reputation",,
nergise,[nɛɾˈɡisə],Alternative form of nergize,,
nergize,[nɛɾˈɡizə],narcissus,,
neri,[nɛri],(grammar) masculine,,
nımro,[nɪmˈɾo],Alternative form of numre,,
nıştene,[nɪʃtˈɛnə],to sit,,
non,[ˈnon],Alternative form of nan,,
numra,[numˈɾɑ],Alternative form of numre,,
numre,[numˈrɛ],number,,
numro,[numˈɾo],Alternative form of numre,,
nun,[ˈnun],Alternative form of nan,,
nuştene,[nuʃtˈɛnə],to write,,
omnon,[omˈnon],Alternative form of amnan,,
pa,/pɔː/,"(anatomy) leg, foot",*pṓds,ˈæstɚɹˌɪsk pˈiːdz
pendir,[pɛnˈdiɾ],cheese,,
perrayene,[pɛřɑːˈɛnə],to fly,,
pewtene,[pɛwtˈɛnə],"to cook, to bake",,
pezwang,[pɛzɛˈvɛɳɡ],pimp,,
qatır,[qɑˈtɪɾ],mule,,
qatıre,[qɑˈtɪɾə],(Female form of): qatır,,
qelb,[kalp],(anatomy) heart,,
qeleme,[qɛˈlɛmə],pencil,,
qene,[qɛˈnə],Alternative form of qıne,,
qıne,[qɪˈnə],ass,,
qırm,/qɪrm/,worm,,
qutiye,[qutiˈjə],box,,
rae,[ɾɑːˈə],Alternative form of raye,,
rang,/ɾaŋɡ/,color,,
raye,[ɾɑːˈə],road,,
ro,[ˈɾo],"brook, stream, creak[1]",,
roh,/ˈɾoː/,Alternative form of ruh,,
ropırocnayene,[roˈpɪɾodznɑˈɛnə],"to wring, to squeeze",,
ropırojnayene,[roˈpɪɾoʒnɑˈɛnə],Alternative form of ropırocnayene,,
ropıroznayene,[roˈpɪɾoznɑˈɛnə],Alternative form of ropırocnayene,,
ruh,/ˈɾuː/,"soul, spirit",,
ri,[ˈɾi],face,,
sed,[sɛd],hundred,,
Sos,/soːs/,Lily,,
sutene,[sutˈɛnə],Alternative form of şutene,,
sinayene,[sinɑːˈɛnə],to love,,
sir,[ˈsiɾ],garlic,,
telebe,[tɛˈlɛbɛ],student,,
torge,[toɾˈɡə],hail (kind of precipitation),,
tut,/tut/,child,,
tute,[tuˈtə],female equivalent of tut,,
tutı,[tuˈtɪ],Alternative form of tute,,
varan,[vɑɾˈɑn],rain,,
vay,[vɑyˈ],Alternative form of vaye,,
vaya,[vɑːˈɑ],Alternative form of vaye,,
vaye,[vɑːˈə],waterway,,
vayı,[vɑːˈɪ],Alternative form of vaye,,
vırsık,[vɪɾˈsɪk],(meteorology) lightning between clouds,,
vızeri,/ʋɨˈzɛ.ɾi/,yesterday,,
vênayene,[venɑːˈɛnə],to see,,
vinayene,[vinɑˈɛnə],Alternative form of vênayene,,
vinıtene,[vinɪtˈɛnə],Alternative form of vênayene,,
weled,[wɛlɛd],"(dated) boy, kid, child",,
wendene,[wɛndˈɛnə],to read,,
xali,[xɑˈli],carpet,,
xatune,[xɑˈtunə],"lady, matron, noblewoman",,
xatunı,[xɑˈtunɪ],Alternative form of xatune,,
zebeş,[zɛˈbɛʃ],Alternative form of zebeşe,,
zebeşe,[zɛˈbɛʃə],watermelon,,
zebeşı,[zɛˈbɛʃɪ],Alternative form of zebeşe,,
zerf,[zeɾf],"envelope, (grammar) adverb",,
zern,[ˈzɛɾn],gold,,
zerri,[ˈzɛřʲ],heart (an organ),,
zeveşe,[zɛˈvɛʃə],Alternative form of zebeşe,,
zeytun,/zeːˈtun/,olive (fruit),,
zıwan,/zæˈbəːn/,"tongue, language",*hižwáH,ˈæstɚɹˌɪsk hˈaɪ dˈʌbəljˌuː
çakut,[tsɑˈkut],Alternative form of çakuç,,
çakuç,[tsɑˈkuts],hammer,,
çek,[ˈtsɛk],"dress, garment",,
çek,[ˈtsɛk],Alternative form of çeke,,
çek,[ˈtsɛk],Alternative form of çeke,,
çeke,[tsɛˈkə],weapon,,
çem,[ˈtsɛm],river,,
çerme,[tsɛɾˈmɛ],animal skin,,
ğamık,[ɣɑmˈɪk],sandal,,
imam,[iˈmɑm],"(Islam) imam, (literary) leader",,
İngılızki,[inɡɪlɪzˈki],"the English language
İngılızki zıwanê do rındo. ― English is a beautiful language.
İngılızkiyê mı weş niyo. ― My English isn't well.
İngılızkiyê to zaf weşo. ― Your English is very good.
İngılızki yew zıwano Cermenkiyo. ― English is a Germanic language.)",,
şağ,[ʃɑʁ],shah,,
şermayene,[ʃɛɾmɑːˈɛnə],to be ashamed,,
şıtene,[ʃɪtˈɛnə],Alternative form of şutene,,
şıwayene,[ʃɪwɑˈɛnə],Alternative form of şutene,,
şutene,[ʃutˈɛnə],to wash,,
şuşa,[ʃuˈʃɑ],Alternative form of şuşe,,
şuşe,[ʃuˈʃɛ],glass (substance),,
