L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
אבאשותא,/ʔabeʔɑʃutɑʔ/,"offense, displeasure",,
אבדא,/ʔabdɑʔ/,disappearance,,
אבדלתא,/ʔabdɑltɑʔ/,"distinguishing, separation",,
אבדנא,/ʔabdɑnɑʔ/,"ruin, destruction",,
אבהתא,/ʔabɑhɑtɑʔ/,fathers,,
אבובא,/ʔabubɑʔ/,"reed, flute",,
אבטא,/ʔabtˤɑʔ/,belly; whence,,
אבידא,/ʔæbidaʔ/,lost,,
אבידתא,/ʔæbidtaʔ/,lost,,
אבלא,/ʔɛblɑʔ/,"grief, sadness, sorrow",,
אבקא,/ʔabqɑʔ/,dust,,
אברא,/ʔabɑrɑʔ/,lead,,
אברא,/ʔabɑrɑʔ/,feather,,
אברהם,/ʔabrɑhɑm/,(biblical) Abraham,,
אגוגא,/ʔaɡoɡɑʔ/,"watercourse (aqueduct, canal, waterfall, etc.), cleft,",,
אגונא,/ʔaɡonɑʔ/,"assembly, crowd, contest, competition, trial, test,",,
אגנא,/ʔaɡɑnɑʔ/,"basin, crater",,
אגרא,/ʔɛɡɑrɑʔ/,"roof, rooftop",,
אגרא,/ʔɛɡɑrɑʔ/,"pay, wage, hire",,
אגרתא,/ʔɛɡartɑʔ/,"letter, epistle",,
אדם,/ʔɑdɑm/,(biblical) Adam.,,
אדמתא,/ʔadɛmtɑʔ/,"earth, soil, dust",,
אדנא,/ʔɛdnɑʔ/,(anatomy) ear,,
אוכלא,/ʔuklɑʔ/,food,,
אוכמתא,/ʔukamtaʔ/,black,,
אורכא,/ʔurkɑʔ/,length,,
אחריתא,/ʔħrajtaʔ/,"last, final",,
אחרתא,/ʔħrɛtaʔ/,"other, another",,
אינא,/ʔajnɑʔ/,which,,
איקרא,/ʔiqɑrɑʔ/,"honour/honor, glory",,
איתותא,/ʔitutɑʔ/,"essence, substance",,
אכדנא,/ʔɑkɛdnɑʔ/,viper,,
אכחדא,/ʔakħdɑʔ/,together,,
אכילא,/ʔækilaʔ/,"eaten, consumed",,
אכלוס,/ʔɑklos/,"crowd, multitude, mob, people, populace",,
אכסניתא,/ʔaksnɑjtɑʔ/,"strange, unusual",,
אכסניתא,/ʔaksnɑjtɑʔ/,"stranger, foreigner, guest, visitor, lodger",,
אכרא,/ʔikːɑrɑ/,"farmer, tiller",,
