L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ࢳ,/ŋa/,The twenty-fifth letter of the Tamil in Arwi script.,,
ࢴ,/ɡa/,The thirty-first letter of the Tamil in Arwi script.,,
அ,/ʌ/,The first vowel in Tamil.,,
அஃகம்,/ʔaɡam/,grain,,
அகங்காரம்,/ʔaɡaŋɡaːɾ̪am/,"self-love, egotism, conceit, arrogance, haughtiness,",,
அகதி,/ʔaɡad̪i/,"refugee, one without resources or friends, destitute",,
அகத்தாழம்,/ʔaɡat̪ːaːɻam/,evening,,
அகத்துக்காரர்,/ʔaɡat̪ːukːaːɾ̪aɾ̪/,husband (as owner of the house),,
அகத்துக்காரி,/ʔaɡat̪ːukːaːɾ̪i/,wife,,
அகந்தை,/ʔaɡan̪d̪aɪ̯/,"arrogance, conceit",,
அகப்பா,/ʔaɡapːaː/,"fortified wall, wall of a fort or fortress, mound with",,
அகப்பு,/ʔaɡapːu/,depth,,
அகப்பை,/ʔaɡapːaɪ̯/,"spoon, ladle",,
அகம்,/ʔaɡam/,"akam (a genre of Tamil love poem), internal, inside",,
அகரமுதலி,/ʔaɡaɾ̪amud̪al̪i/,dictionary,,
அகரம்,/ʔaɡaɾ̪am/,"அ, the first letter of the Tamil alphabet.
அகர முதல எழுத்தெல்லாம் ... (திருக்குறள்)  ahara muthala ezuttellām  All letters begin with ""aharam."" (—Thirukkural)",,
அகரவரிசை,/ʔaɡaɾ̪aʋaɾ̪isaɪ̯/,alphabet,,
அகராதி,/ʔaɡaɾ̪aːd̪i/,dictionary,,
அகரு,/ʔaɡaɾ̪u/,"eaglewood, Aquilaria agallocha",,
அகற்சி,/ʔaɡart͡ɕi/,"breadth, ascetic life, A separation",,
அகற்று,/ʔaɡaʈːɾu/,"(transitive) to remove, expel, banish, Synonym: நீக்கு",,
அகலம்,/ʔaɡal̪am/,width,,
அகழி,/ʔaɡaɻi/,moat,,
அகவன்மகள்,/ʔaɡaʋanmaɡaɭ/,Female bard of the Pāṇar caste,,
அக்கச்சி,/ʔakːat͡ɕːi/,elder sister,,
அக்கா,/ʔakːaː/,"elder sister, Synonyms: தமக்கை (tamakkai), சகோதரி (cakōtari),",,
அக்காமார்,/ʔakːaːmaːɾ̪/,elder sisters,,
அக்காள்,/ʔakːaːɭ/,the elder sister,,
அக்கி,/ʔakːi/,"fire, (Hinduism) Agni, the god of fire, heat, herpes,",,
அக்கினி,/ʔakːini/,"fire, Agni, sacrificial fire, digestive fire",,
அக்கினிகர்ப்பம்,/ʔakːiniɡaɾ̪pːam/,"sunstone, spark",,
அக்கினிகுண்டம்,/ʔakːiniɡuɳɖam/,"enclosed pit for sacred fire, firepit",,
அக்கினிகோத்திரம்,/ʔakːiniɡoːt̪ːiɾ̪am/,(Hinduism) sacrifice to Agni and certain other deities,,
அக்கினிச்சுவாலை,/ʔakːinit͡ɕːuʋaːl̪aɪ̯/,flame of fire,,
அக்கினித்தம்பம்,/ʔakːinit̪ːambam/,pillar of fire,,
அக்கினியாஸ்திரம்,/ʔakːinijaːst̪iɾ̪am/,a fiery weapon,,
அக்கு,/ʔakːu/,"hump (of ox or camel)., bone., strychnine tree., agarwood.,",,
அக்கு,/ʔakːu/,a euphonic augment.,,
அக்கு,/ʔakːu/,"(Hinduism) rudraksha; prayer beads., chank bead or",,
அக்கு,/ʔakːu/,"eye., (colloquial) the letter ஃ.",,
அக்கு,/ʔakːu/,claim; right.,,
அக்கு,/ʔakːu/,a euphonic augment.,,
அக்கு,/ʔakːu/,"(Hinduism) rudraksha; prayer beads., chank bead or",,
அக்கு,/ʔakːu/,"eye., (colloquial) the letter ஃ.",,
அக்கு,/ʔakːu/,claim; right.,,
அக்கு,/ʔakːu/,"(Hinduism) rudraksha; prayer beads., chank bead or",,
அக்கு,/ʔakːu/,"eye., (colloquial) the letter ஃ.",,
அக்கு,/ʔakːu/,claim; right.,,
அக்கு,/ʔakːu/,"eye., (colloquial) the letter ஃ.",,
அக்கு,/ʔakːu/,claim; right.,,
அக்கு,/ʔakːu/,claim; right.,,
அக்குள்,/ʔakːuɭ/,(anatomy) armpit,,
அக்கை,/ʔakːaɪ̯/,elder sister,,
அக்கைச்சி,/ʔakːaɪ̯t͡ɕːi/,elder sister,,
அங்கக,/ʔaŋɡaɡa/,organic,,
அங்கண்,/ʔaŋɡaɳ/,there,,
அங்கதம்,/ʔaŋɡad̪am/,serpent,,
அங்கம்,/ʔaŋɡam/,"body., part., member.",,
அங்காலே,/ʔaŋɡaːl̪eː/,there,,
அங்கிட்டு,/ʔaŋɡiʈːu/,"there, yonder",,
அங்கு,/ʔaŋɡu/,there,,
அங்குத்தை,/ʔaŋɡut̪ːaɪ̯/,"that place, your worthiness, used as a term of respect,",,
அங்குலி,/ʔaŋɡul̪i/,finger; toe.,,
