L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
a,/ˈa/,the (feminine),,
a,/ˈa/,"her, it (direct object)",,
aba,/ˈaba/,Alternative form of apa,,
abbachjà,/abːaˈtja/,Alternative form of abbaghjà,,
abbaghià,/abːaˈɡja/,Alternative form of abbaghjà,,
abbaghjà,/abːaˈdja/,"to bark, U cane abbaghja. ― The dog barks.",,
accumpagnà,/akːũpaɲˈɲa/,to accompany,,
aceddu,/aˈt͡ʃeɖːu/,Alternative form of acellu,,
acellu,/aˈt͡ʃelːu/,bird,,
acqua,/ˈakːʷa/,water,,
acula,/aˈkula/,eagle,,
Africa,/ˈafrika/,Africa (a continent),,
aghjutà,/adjuˈta/,Alternative form of aiutà,,
agnulu,/ˈaɲulu/,Alternative form of anghjulu,,
agostu,/aˈɡostu/,Alternative form of aostu,,
aiutà,/ajuˈta/,to help,,
alzà,/alˈt͡sa/,"to raise, lift",,
amacu,/aˈmaku/,pollen,,
ambacu,/amˈbaku/,"ambage, circumlocution",,
ambacu,/amˈbaku/,Alternative form of amacu,,
ambacu,/amˈbaku/,Alternative form of amacu,,
amicu,/aˈmiku/,friend,,
amicu,/aˈmiku/,Alternative form of amacu,,
amicu,/aˈmiku/,Alternative form of amacu,,
amà,/aˈma/,to love,,
anatomia,/anaˈtomia/,Alternative form of anatumia,,
anatumia,/anaˈtumia/,(medicine) anatomy,,
anca,/ˈãka/,"(anatomy) leg, (typography) stem, (music) stem",,
andà,/anˈda/,to go,,
anfibiu,/ãˈfibiu/,(zoology) amphibian,,
anghjulu,/ˈandjulu/,(Christianity) angel,,
animale,/aniˈmale/,"animal, brute, coarse person",,
annu,/ãnːu/,year,,
anticu,/ãnˈtiku/,"ancient, antique, former, 2019,  Zosimov Premudroslovsky",,
aostu,/aˈostu/,August,,
apa,/ˈapa/,bee,,
approntà,/apːrõnˈta/,Alternative form of appruntà,,
appruntà,/apːrũnˈta/,"to prepare, get ready",,
aprile,/aˈprile/,April,,
aprili,/aˈprili/,Alternative form of aprile,,
Arabia,/aˈrabia/,Arabia,,
