L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
abang,/abaŋ/,red,,
abang,/abaŋ/,red,,
anget,/a.ŋət/,"warm, hot",,
banci,/ban.t͡ʃi/,a plant whose leaves are used in folk medicines or,,
bathik,/ˈba.ʈɪʔ/,a texture-picture drawing on a textile material by,,
bledhug,/bləɖoɡ/,(dialectal) mud,,
bledhug,/bləɖoɡ/,to explode,,
bledhug,/bləɖoɡ/,Misspelling of bledug.,,
bledhug,/bləɖoɡ/,to explode,,
bledhug,/bləɖoɡ/,Misspelling of bledug.,,
bledhug,/bləɖoɡ/,Misspelling of bledug.,,
bledug,/bləd̪ɔɡ/,"dust, especially in the air, 1877,  Radèn Mas Adipati",,
bledug,/bləd̪ɔɡ/,"baby elephant, 1937 December 18,  “Mula Bukané Tikus",,
bledug,/bləd̪ɔɡ/,"earnings apart from salary (tips, commission, etc.)",,
bledug,/bləd̪ɔɡ/,Misspelling of bledhug.,,
bledug,/bləd̪ɔɡ/,"baby elephant, 1937 December 18,  “Mula Bukané Tikus",,
bledug,/bləd̪ɔɡ/,"earnings apart from salary (tips, commission, etc.)",,
bledug,/bləd̪ɔɡ/,Misspelling of bledhug.,,
bledug,/bləd̪ɔɡ/,"earnings apart from salary (tips, commission, etc.)",,
bledug,/bləd̪ɔɡ/,Misspelling of bledhug.,,
bledug,/bləd̪ɔɡ/,Misspelling of bledhug.,,
karéta,/ˈka.re.tɔ/,Alternative form of kréta,,
kréta,/ˈkre.tɔ/,"cart, carriage, train",,
peju,/pe.d͡ʒu/,(slang) sperm,,
penthil,/pənʈel/,nipple,,
pentil,/pənt̪el/,fruit bud,,
pentil,/pənt̪el/,Misspelling of penthil.,,
pentil,/pənt̪el/,Misspelling of penthil.,,
réta,/ˈre.tɔ/,"(colloquial) cart, carriage, (colloquial) train",,
tangan,/ˈta.ŋan/,(anatomy) hand,,
tungkas,/tʊŋkas/,"message, instruction",,
wong,/ˈwɔŋ/,"man, person, human being, 1889, C.F. Winter, Dongèng",,
wulu,/ˈwu.lu/,"(anatomy) hair, Hyponym: rambut, (anatomy) fur, (anatomy)",,
wulu,/ˈwu.lu/,vowel sign i in the Javanese writing system,,
ꦏꦔꦼꦤ꧀,[ˈka.ŋən],"desirous, feeling desire; eagerly wishing; eager to",,
ꦏꦸꦛ,/ku.ʈa/,town,,
ꦕꦼꦩꦼꦔꦚ꧀,/ˈtʃə.mə.ŋan/,an empty rice paddy after the harvest season,,
ꦗꦩ꧀ꦧꦸ,/ˈjam.bu/,"rose apple tree, 1932 January 6, Kajawèn, Balai Pustaka,",,
ꦠꦔꦤ꧀,/ˈta.ŋan/,(anatomy) hand (part of the body),,
ꦠꦶꦂꦠ,/tirtɔ/,"holy water., cleansing ritual bath.",,
ꦠꦺꦴꦪ,/tojɔ/,(polite) water,,
ꦥꦸꦗꦁꦒ,[puˈdʒ̊ɔŋɡ̊ɔ],"a person who is particularly good at the art of writing; a novelist, a poet, a literary genius.",,
ꦥꦸꦭꦺꦴ,/pulo/,island,,
ꦧꦛꦶꦏ꧀,/ˈba.ʈiʔ/,a texture-picture drawing on a textile material by,,
ꦧꦤ꧀ꦣ,/bɔnɖ̥ɔ/,wealth.,,
ꦧꦲꦸꦱꦱ꧀ꦠꦿ,/bausastra/,dictionary.,,
ꦧꦸꦠ,/butɔ/,giant,,
ꦧ꧀ꦊꦢꦸꦒ꧀,/bləd̪uɡ/,"dust, especially in the air, 1877,  Radèn Mas Adipati",,
ꦧ꧀ꦊꦢꦸꦒ꧀,/bləd̪uɡ/,"baby elephant, 1937 December 18,  “Mula Bukané Tikus",,
ꦧ꧀ꦊꦢꦸꦒ꧀,/bləd̪uɡ/,"earnings apart from salary (tips, commission, etc.)",,
ꦧ꧀ꦊꦢꦸꦒ꧀,/bləd̪uɡ/,Misspelling of ꦧ꧀ꦊꦣꦸꦒ꧀ (bledhug).,,
ꦧ꧀ꦊꦢꦸꦒ꧀,/bləd̪uɡ/,"baby elephant, 1937 December 18,  “Mula Bukané Tikus",,
ꦧ꧀ꦊꦢꦸꦒ꧀,/bləd̪uɡ/,"earnings apart from salary (tips, commission, etc.)",,
ꦧ꧀ꦊꦢꦸꦒ꧀,/bləd̪uɡ/,Misspelling of ꦧ꧀ꦊꦣꦸꦒ꧀ (bledhug).,,
ꦧ꧀ꦊꦢꦸꦒ꧀,/bləd̪uɡ/,"earnings apart from salary (tips, commission, etc.)",,
ꦧ꧀ꦊꦢꦸꦒ꧀,/bləd̪uɡ/,Misspelling of ꦧ꧀ꦊꦣꦸꦒ꧀ (bledhug).,,
ꦧ꧀ꦊꦢꦸꦒ꧀,/bləd̪uɡ/,Misspelling of ꦧ꧀ꦊꦣꦸꦒ꧀ (bledhug).,,
ꦧ꧀ꦊꦣꦸꦒ꧀,/bləɖuɡ/,(dialectal) mud,,
ꦧ꧀ꦊꦣꦸꦒ꧀,/bləɖuɡ/,to explode,,
ꦧ꧀ꦊꦣꦸꦒ꧀,/bləɖuɡ/,Misspelling of ꦧ꧀ꦊꦢꦸꦒ꧀ (bledug).,,
ꦧ꧀ꦊꦣꦸꦒ꧀,/bləɖuɡ/,to explode,,
ꦧ꧀ꦊꦣꦸꦒ꧀,/bləɖuɡ/,Misspelling of ꦧ꧀ꦊꦢꦸꦒ꧀ (bledug).,,
ꦧ꧀ꦊꦣꦸꦒ꧀,/bləɖuɡ/,Misspelling of ꦧ꧀ꦊꦢꦸꦒ꧀ (bledug).,,
ꦫꦠꦔ꧀ꦒ,/ˈrɔ.tɔŋ.ɡɔ/,(literary) cart,,
ꦭꦫ,/lɔrɔ/,sick.,,
ꦱꦸꦱꦶꦭ,/susilɔ/,"decent, polite.",,
ꦲꦔꦺꦭ꧀,[ˈaŋɛl],difficult.,,
ꦲꦧꦁ,/ˈa.baŋ/,red,,
