ID,Form,IPA,Gloss,Language_ID
0,ekpaghudo,[èk͡pàɣúdò],red nongo (Albizia zygia)[2],0
1,oko,[òkò],"something parceled for certain purposes like gift giving, etc.; parcel",0
2,okpagha,[òk͡pàɣà],Pentaclethra macrophylla[2][3] (Fabaceae),0
3,okọ,[òkɔ́],canoe,0
4,ovbẹkhẹ,[óʋɛxɛ̀],"obeche, African maple, African whitewood (Triplochiton scleroxylon)",0
5,uloko,[ùlókò],"iroko tree (Milicia excelsa, syn. Chlorophora excelsa[2])",0
6,àmɛ̃̀,,water,0
7,ẹhi,,guardian angel,0
8,ẹvbẹe,[ɛ̀ʋɛ́è],"kola (nut) (Cola spp.)
C. acuminata[3]
C. verticillata[3]",0
9,ọkha,[ɔ́xá],"kapok tree, white silk-cotton tree (Ceiba pentandra)[2][3]",0
